Item_Identifier,Item_type_combined_Drinks,Item_type_combined_Food,Item_type_combined_Non-Consumable,Item_Weight,Item_Fat_Content_Low Fat,Item_Fat_Content_Non-Edible,Item_Fat_Content_Regular,Item_Visibility_avg,Item_MRP,Outlet_Identifier_OUT010,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049,Years.of.Operation,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Outlet_Sales
FDP25,0,1,0,15.2,1,0,0,0.323374951,216.8824,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,2838.9712
FDL50,0,1,0,12.15,0,0,1,0.64417973,125.0046,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,1743.0644
NCB30,0,0,1,12.79,0,1,0,0.3878309,198.8084,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,5555.4352
FDW11,0,1,0,12.6,1,0,0,0.742664676,61.9194,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,619.194
NCM43,0,0,1,14.5,0,1,0,0.295236804,164.821,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,2120.573
FDK44,0,1,0,16.6,1,0,0,1.86374027,173.0738,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,3823.0236
FDM15,0,1,0,11.8,0,0,1,0.869922344,151.4366,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,1360.2294
FDS31,0,1,0,13.1,0,0,1,0.669503196,178.8318,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,3969.4996
FDI32,0,1,0,17.7,1,0,0,4.425369211,115.1834,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,345.5502
FDR47,0,1,0,17.85,1,0,0,1,196.5794,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,585.2382
FDB35,0,1,0,12.3,0,0,1,0.981763392,92.6804,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,1010.6844
NCU05,0,0,1,11.8,0,1,0,1.490648628,81.4618,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,161.1236
DRY23,1,0,0,12.79,0,0,1,2.896218522,42.1112,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,42.6112
FDO24,0,1,0,11.1,1,0,0,2.677264476,157.4604,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,3010.7476
FDQ28,0,1,0,12.79,0,0,1,0.911780231,153.0656,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,6024.1584
FDV39,0,1,0,11.3,1,0,0,0.110604163,198.1426,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,988.713
NCO17,0,0,1,12.79,0,1,0,1.948037096,117.944,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,239.688
FDU50,0,1,0,5.75,0,0,1,1.138809554,112.8176,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,1374.2112
FDT12,0,1,0,12.79,0,0,1,0.74873881,226.8062,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,4739.8302
FDK58,0,1,0,11.35,0,0,1,0.6848202,100.0016,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,1012.016
FDO08,0,1,0,12.79,0,0,1,1.427593348,165.7526,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,657.8104
NCW29,0,0,1,14,0,1,0,0.438311046,130.431,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,778.986
FDE04,0,1,0,19.75,0,0,1,0.273826532,179.766,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,2336.958
NCB19,0,0,1,6.525,0,1,0,1.371224898,85.0882,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,2233.0932
FDV15,0,1,0,10.3,1,0,0,2.219765596,103.9648,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,1661.8368
FDL58,0,1,0,5.78,0,0,1,1.126023134,264.7568,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,4745.8224
FDA08,0,1,0,11.85,0,0,1,0.760949364,164.1526,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,3124.5994
FDT43,0,1,0,16.35,1,0,0,0.31282463,50.1324,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,467.3916
NCX06,0,0,1,12.79,0,1,0,0.236700864,182.5976,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,5070.7328
FDT20,0,1,0,10.5,1,0,0,0.627652769,37.6164,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,540.6296
FDB41,0,1,0,19,0,0,1,1.475497,48.0718,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,992.7078
NCN55,0,0,1,14.6,0,1,0,0.903419022,238.8538,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,6008.845
FDE40,0,1,0,12.79,0,0,1,1.49597412,62.9194,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,2105.2596
FDX49,0,1,0,12.79,0,0,1,1.536533426,232.63,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,5359.69
NCM53,0,0,1,18.75,0,1,0,0.790663502,104.628,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,745.696
FDE36,0,1,0,5.26,0,0,1,0.633248318,161.8868,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,3275.736
FDN57,0,1,0,18.25,1,0,0,0.823986282,140.2154,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,1701.7848
FDI24,0,1,0,12.79,1,0,0,1.188160438,177.937,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,6704.606
FDI19,0,1,0,15.1,1,0,0,0.79358397,242.7512,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,4119.9704
FDF24,0,1,0,15.5,0,0,1,0.643869174,81.5934,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,327.5736
FDG52,0,1,0,13.65,1,0,0,0.996665842,45.7402,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,780.9834
DRF36,1,0,0,16.1,1,0,0,0.358212558,189.3846,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,3630.6074
FDS45,0,1,0,12.79,0,0,1,0.783039138,107.3622,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,317.5866
FDX40,0,1,0,12.85,1,0,0,2.512315918,39.7164,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,231.6984
DRK12,1,0,0,9.5,1,0,0,0.634975463,32.99,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,133.16
DRC27,1,0,0,13.8,1,0,0,0.880804145,245.1802,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,5650.6446
FDL58,0,1,0,5.78,0,0,1,1,263.7568,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,2636.568
NCD30,0,0,1,19.7,0,1,0,0.407923881,96.0726,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,1272.3438
NCZ54,0,0,1,14.65,0,1,0,1,161.5552,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,324.9104
FDE10,0,1,0,6.67,0,0,1,2.2827652,130.0626,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,131.1626
FDR44,0,1,0,6.11,0,0,1,1,131.2968,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,260.9936
FDP28,0,1,0,13.65,0,0,1,2.046549486,260.0936,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,260.9936
FDX15,0,1,0,17.2,1,0,0,2.367887904,160.6578,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,3690.5294
FDA39,0,1,0,6.32,1,0,0,1,40.2822,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,1139.1838
FDY24,0,1,0,4.88,0,0,1,2.027219353,52.9298,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,1995.4026
FDC60,0,1,0,5.425,0,0,1,1.745489803,88.3514,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,1416.8224
FDH28,0,1,0,15.85,0,0,1,1.668329932,37.2506,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,265.6542
FDT25,0,1,0,7.5,1,0,0,0.773857372,121.7072,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,3552.7088
DRJ13,1,0,0,12.65,1,0,0,0.952772089,161.5578,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,2406.867
NCO07,0,0,1,12.79,0,1,0,0.259533912,211.956,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,213.056
FDW20,0,1,0,20.75,1,0,0,0.365857694,124.173,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,2956.152
DRF27,1,0,0,12.79,1,0,0,0.754402999,152.134,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,153.134
FDS49,0,1,0,9,1,0,0,1,79.7644,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,1649.8524
FDX25,0,1,0,12.79,1,0,0,1.539913374,181.9292,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,3101.2964
NCX42,0,0,1,12.79,0,1,0,0.090210663,165.6526,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,4769.1254
FDG33,0,1,0,12.79,0,0,1,2.116076987,170.4764,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,3435.528
FDL56,0,1,0,14.1,1,0,0,1.91099896,86.4198,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,1133.8574
FDF14,0,1,0,7.55,1,0,0,0.411880727,152.334,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,2603.278
NCD06,0,0,1,13,0,1,0,1.506005933,45.406,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,605.878
DRM47,1,0,0,12.79,1,0,0,0.660679656,192.8846,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,2293.0152
FDS46,0,1,0,12.79,0,0,1,1.254556396,118.7782,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,119.1782
FDB35,0,1,0,12.3,0,0,1,0.978961038,92.9804,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,1929.4884
FDX21,0,1,0,12.79,1,0,0,1.28204708,109.8912,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,2074.6328
NCU05,0,0,1,12.79,0,1,0,0.886267493,79.9618,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,241.6854
NCR38,0,0,1,17.25,0,1,0,1.724698868,251.3724,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,6795.1548
NCR18,0,0,1,15.85,0,1,0,0.312397916,42.7112,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,639.168
NCU41,0,0,1,18.85,0,1,0,0.789124825,192.1846,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,3248.4382
FDY56,0,1,0,16.35,0,0,1,0.951657064,227.6062,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,7222.5984
DRJ51,1,0,0,14.1,1,0,0,1.333943194,229.0668,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,3225.1352
FDK21,0,1,0,7.905,1,0,0,0.151781699,249.0408,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,3755.112
FDY25,0,1,0,12,1,0,0,0.51470405,179.3976,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,3440.8544
FDU44,0,1,0,12.15,0,0,1,0.88570456,163.4552,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,974.7312
FDL43,0,1,0,10.1,1,0,0,0.410997975,75.367,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,535.969
FDF05,0,1,0,17.5,1,0,0,0.409730765,262.491,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,5259.82
DRF15,1,0,0,12.79,1,0,0,0.881743105,152.034,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,306.268
FDL20,0,1,0,17.1,1,0,0,1.954999638,112.3886,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,1779.0176
FDV32,0,1,0,7.785,1,0,0,1.347119955,61.451,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,759.012
FDJ34,0,1,0,11.8,0,0,1,1.418860433,125.9704,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,1877.556
FDG08,0,1,0,13.15,0,0,1,2.512322877,171.8764,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,3779.0808
FDQ04,0,1,0,12.79,1,0,0,2.249982836,41.5796,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,41.2796
FDW13,0,1,0,8.5,1,0,0,1.492558676,51.1324,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,259.662
NCI17,0,0,1,8.645,0,1,0,2.172816536,96.341,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,193.082
FDY03,0,1,0,17.6,0,0,1,1.156527564,110.9202,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,1687.803
FDS12,0,1,0,9.1,1,0,0,2.654981867,127.5362,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,4655.9394
FDJ55,0,1,0,12.8,0,0,1,0.356487945,225.9404,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,4950.8888
DRK01,1,0,0,7.63,1,0,0,0.925704117,95.4436,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,1418.154
FDG28,0,1,0,9.285,0,0,1,0.751432191,246.4144,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,1225.072
FDY38,0,1,0,13.6,0,0,1,1.810660961,231.03,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,5359.69
FDN01,0,1,0,8.895,1,0,0,1.099962746,176.237,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,1764.37
NCR54,0,0,1,16.35,0,1,0,1.371994145,195.211,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,2553.343
FDG29,0,1,0,17.6,1,0,0,0.852808252,43.3454,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,1006.6896
FDG24,0,1,0,7.975,1,0,0,0.221658177,85.225,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,1081.925
FDG59,0,1,0,15.85,1,0,0,0.659246297,36.7164,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,308.9312
FDM28,0,1,0,15.7,1,0,0,0.684826887,178.666,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,2516.724
FDW04,0,1,0,8.985,0,0,1,0.876795504,128.831,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,1428.141
FDS26,0,1,0,20.35,1,0,0,1.355435904,260.1594,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,2093.2752
FDQ56,0,1,0,6.59,1,0,0,1.599772443,85.6908,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,1929.4884
FDK51,0,1,0,19.85,1,0,0,0.079362128,264.0884,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,5829.7448
FDL22,0,1,0,16.85,1,0,0,0.551761033,91.4488,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,2082.6224
FDH19,0,1,0,12.79,1,0,0,0.499269932,173.1738,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,7298.4996
FDY55,0,1,0,16.75,1,0,0,1.231980426,256.4988,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,7452.9652
FDY03,0,1,0,17.6,0,0,1,1.160715394,110.5202,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,450.0808
FDK21,0,1,0,7.905,1,0,0,0.254099509,250.4408,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,500.6816
FDZ10,0,1,0,12.79,1,0,0,0.670906897,126.202,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,3668.558
FDZ32,0,1,0,7.785,0,0,1,0.580537879,103.1964,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,736.3748
NCZ18,0,0,1,7.825,0,1,0,2.820695018,253.0698,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,6088.0752
NCF07,0,0,1,12.79,0,1,0,0.483186061,101.0016,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,2125.2336
DRE49,1,0,0,20.75,1,0,0,0.324022748,153.0024,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,2277.036
FDJ08,0,1,0,12.79,1,0,0,2.938050041,190.3846,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,573.2538
FDT39,0,1,0,6.26,0,0,1,0.149592618,151.1366,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,2267.049
FDE08,0,1,0,18.2,1,0,0,1.251668876,147.3734,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,296.9468
NCD06,0,0,1,13,0,1,0,1.512140777,46.306,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,559.272
FDB57,0,1,0,20.25,0,0,1,0.285075913,222.1772,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,5559.43
NCT54,0,0,1,8.695,0,1,0,1.815260115,95.5094,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,1237.7222
DRF49,1,0,0,7.27,1,0,0,1.079895146,113.5518,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,569.259
FDM25,0,1,0,12.79,0,0,1,0.915381611,174.0712,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,3866.9664
FDF20,0,1,0,12.85,1,0,0,0.504717784,198.4768,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,1379.5376
FDH27,0,1,0,7.075,1,0,0,0.888281282,142.7128,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,1869.5664
FDV60,0,1,0,12.79,0,0,1,1.770856664,196.211,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,5499.508
FDY59,0,1,0,8.195,1,0,0,0.476890663,94.3462,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,925.462
FDK36,0,1,0,7.09,1,0,0,0.10938053,47.9034,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,583.2408
NCM31,0,0,1,6.095,0,1,0,1.231132622,141.4154,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,1418.154
FDE33,0,1,0,19.35,0,0,1,0.756850037,80.2644,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,942.7728
FDU36,0,1,0,6.15,1,0,0,0.701576946,99.3384,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,2364.9216
FDV13,0,1,0,12.79,0,0,1,0.416618678,87.9856,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,3251.7672
FDV20,0,1,0,12.79,0,0,1,1.587568212,125.2678,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,254.3356
NCQ54,0,0,1,17.7,0,1,0,0.190136079,167.0474,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,5895.659
FDO23,0,1,0,17.85,1,0,0,2.22922876,93.7436,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,1134.5232
DRE60,1,0,0,9.395,1,0,0,2.420786448,224.972,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,7696.648
DRP47,1,0,0,15.75,1,0,0,2.143937314,250.5382,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,2775.7202
FDB21,0,1,0,7.475,1,0,0,2.256490295,241.2854,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,5317.0788
FDR04,0,1,0,7.075,1,0,0,1,98.0068,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,874.8612
FDX23,0,1,0,6.445,1,0,0,0.450197278,92.6436,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,1039.9796
FDX19,0,1,0,19.1,1,0,0,1.46643588,235.0958,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,3038.0454
FDD40,0,1,0,20.25,0,0,1,0.224259827,193.6162,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,3848.324
FDA01,0,1,0,15,0,0,1,0.824502819,59.1904,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,527.3136
FDS33,0,1,0,6.67,0,0,1,1.871469163,89.1514,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,2390.8878
FDM50,0,1,0,12.79,0,0,1,0.454013659,60.222,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,1677.816
FDB29,0,1,0,16.7,0,0,1,0.794023557,112.7176,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,801.6232
FDF46,0,1,0,7.07,1,0,0,1.423156749,115.5834,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,1267.0174
FDA33,0,1,0,6.48,1,0,0,0.515044961,148.0076,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,886.8456
FDC08,0,1,0,19,0,0,1,2.625425024,228.272,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,452.744
FDB53,0,1,0,13.35,1,0,0,2.118716239,147.5392,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,3877.6192
FDY31,0,1,0,12.79,1,0,0,0.65731719,146.6418,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,4414.254
DRQ35,1,0,0,12.79,1,0,0,0.638133101,122.4388,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,5448.9072
FDX36,0,1,0,9.695,0,0,1,1.948101202,223.9404,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,4950.8888
DRD13,1,0,0,15,1,0,0,0.748369925,62.6168,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,958.752
FDC52,0,1,0,11.15,0,0,1,0.12625298,149.9708,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,1956.1204
FDB45,0,1,0,20.85,1,0,0,0.323912881,103.2306,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,2404.2038
NCK19,0,0,1,9.8,0,1,0,2.295899187,194.3478,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,387.4956
FDV51,0,1,0,16.35,1,0,0,0.492955991,165.0842,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,994.7052
FDZ35,0,1,0,9.6,0,0,1,0.338479409,101.299,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,1754.383
NCW17,0,0,1,12.79,0,1,0,0.292517692,129.9994,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,3340.9844
FDV59,0,1,0,13.35,1,0,0,0.72968028,216.7166,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,3918.8988
DRH39,1,0,0,20.7,1,0,0,1.404232998,76.367,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,306.268
FDN60,0,1,0,12.79,1,0,0,1.435834456,158.4604,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,4278.4308
FDU55,0,1,0,16.2,1,0,0,0.545604052,260.6278,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,4425.5726
FDN58,0,1,0,12.79,0,0,1,0.858144039,230.9984,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,9267.936
FDC41,0,1,0,12.79,1,0,0,3.103735733,76.867,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,229.701
FDO01,0,1,0,12.79,0,0,1,0.312622516,129.3994,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,2055.9904
NCO43,0,0,1,5.5,0,1,0,0.714120163,101.3016,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,3339.6528
