Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,log_MRP,Establishment_Age,Outlet_Size,Outlet_Location_Type,Outlet_Type,log_sales
12.6,Regular,0.02524761,Baking Goods,1.913778896,28,Medium,Tier 3,Supermarket Type3,3.536498193
6.14,LF,0.115032406,Soft Drinks,2.206889532,16,Small,Tier 1,Supermarket Type1,3.110249144
15.2,LF,0,Health and Hygiene,1.679458787,14,Medium,Tier 1,Supermarket Type1,2.64090916
21.1,LF,0.029008944,Household,2.156484335,16,Small,Tier 1,Supermarket Type1,2.937954775
7.9,Regular,0.094567181,Breakfast,2.019254245,16,Small,Tier 1,Supermarket Type1,3.266137017
12.3,LF,0.128136346,Household,2.395057169,15,Small,Tier 3,Grocery Store,2.993605506
6.2,LF,0.07198553,Snack Foods,2.087106033,16,Small,Tier 1,Supermarket Type1,3.081022366
12.6,LF,0.077132215,Household,2.295371348,28,Medium,Tier 3,Supermarket Type3,3.770287062
15.85,Regular,0.102262138,Meat,1.673706385,15,Small,Tier 3,Grocery Store,1.956882699
18.2,LF,0.049520593,Fruits and Vegetables,2.168419103,4,Medium,Tier 3,Supermarket Type2,3.375768637
15.25,LF,0.090324849,Frozen Foods,2.331263671,6,Small,Tier 2,Supermarket Type1,3.695616637
13.5,Regular,0.017932223,Snack Foods,1.896504172,4,Medium,Tier 3,Supermarket Type2,2.379646292
10.4,LF,0.11207602,Snack Foods,1.763592695,9,Small,Tier 2,Supermarket Type1,2.818978985
15.7,Regular,0.114565093,Canned,2.049296344,16,Small,Tier 1,Supermarket Type1,2.52835175
12.3,Regular,0.106542886,Fruits and Vegetables,2.238647172,11,Small,Tier 2,Supermarket Type1,3.496917587
18.85,LF,0.036184755,Meat,1.767572885,4,Medium,Tier 3,Supermarket Type2,2.88667715
13.5,LF,0.021617996,Fruits and Vegetables,2.254542277,6,Small,Tier 2,Supermarket Type1,3.257912695
9.6,LF,0.006692529,Household,2.217269113,26,High,Tier 3,Supermarket Type1,3.473067977
12.6,LF,0.040747616,Snack Foods,2.146901631,28,Medium,Tier 3,Supermarket Type3,3.61207765
14.7,LF,0.072284689,Fruits and Vegetables,1.697258992,9,Small,Tier 2,Supermarket Type1,2.800610003
20.2,Regular,0,Fruits and Vegetables,2.110817907,6,Small,Tier 2,Supermarket Type1,3.551535189
16,Regular,0.065051586,Dairy,1.881946992,9,Small,Tier 2,Supermarket Type1,3.037657688
16,LF,0.040911824,Snack Foods,2.149987227,26,High,Tier 3,Supermarket Type1,3.529890893
15,LF,0.044908404,Health and Hygiene,2.147007522,16,Small,Tier 1,Supermarket Type1,3.147626246
6.15,LF,0.046262201,Baking Goods,1.990509342,9,Small,Tier 2,Supermarket Type1,3.315824801
10.3,LF,0.070026951,Dairy,2.420982639,9,Small,Tier 2,Supermarket Type1,3.820074306
12.6,LF,0.047551568,Canned,2.396389767,28,Medium,Tier 3,Supermarket Type3,3.914729333
9.2,LF,0.115535487,Frozen Foods,1.774696486,6,Small,Tier 2,Supermarket Type1,2.908991079
12.15,LF,0.021719387,Breads,2.212502953,9,Small,Tier 2,Supermarket Type1,3.540014766
20.2,Regular,0.117839328,Baking Goods,2.290504286,4,Medium,Tier 3,Supermarket Type2,3.372347053
12.6,Regular,0.02923013,Breads,2.277507447,28,Medium,Tier 3,Supermarket Type3,3.5523465
12.6,LF,0.240268248,Snack Foods,2.194411653,28,Small,Tier 1,Grocery Store,2.495441649
12.6,LF,0.019716846,Canned,2.283117519,28,Small,Tier 1,Grocery Store,2.756831079
7.29,LF,0,Dairy,2.190692433,6,Small,Tier 2,Supermarket Type1,3.150498303
15.5,Regular,0.101335811,Fruits and Vegetables,2.293532261,6,Small,Tier 2,Supermarket Type1,3.525084423
19.75,LF,0.012467648,Fruits and Vegetables,2.274590081,14,Medium,Tier 1,Supermarket Type1,3.390605483
13.35,LF,0.065215312,Baking Goods,1.970720562,4,Medium,Tier 3,Supermarket Type2,3.042404123
12.6,Regular,0.03670437,Meat,2.3581923,28,Medium,Tier 3,Supermarket Type3,3.97268609
11.65,LF,0.040507228,Fruits and Vegetables,2.271665066,9,Small,Tier 2,Supermarket Type1,3.349683068
5.73,LF,0.045371855,Soft Drinks,1.934943627,16,Small,Tier 1,Supermarket Type1,3.047876853
18.2,LF,0.097865088,Household,2.34605082,15,Small,Tier 3,Grocery Store,2.946541866
15.7,LF,0.073966786,Baking Goods,2.398933233,4,Medium,Tier 3,Supermarket Type2,3.604955573
15.5,Regular,0.075688032,Baking Goods,2.419884406,26,High,Tier 3,Supermarket Type1,3.266137017
6.62,Regular,0.091971856,Canned,2.400781057,16,Small,Tier 1,Supermarket Type1,3.778742877
16,Regular,0.173027688,Snack Foods,2.191163625,14,Medium,Tier 1,Supermarket Type1,3.554287484
12.6,Regular,0.065577449,Snack Foods,2.25951265,28,Medium,Tier 3,Supermarket Type3,3.867491412
5.7,Regular,0.067688124,Breads,2.413130037,9,Small,Tier 2,Supermarket Type1,3.73215039
16.1,Regular,0.063689583,Dairy,2.259908616,6,Small,Tier 2,Supermarket Type1,3.774827022
9.2,LF,0.108059141,Snack Foods,2.259506438,14,Medium,Tier 1,Supermarket Type1,3.790985355
13.65,Regular,0.031508924,Canned,1.994625054,11,Small,Tier 2,Supermarket Type1,3.229883971
8.93,LF,0.013179388,Household,1.74163528,16,Small,Tier 1,Supermarket Type1,2.972870805
14.5,LF,0,Canned,2.188839086,26,High,Tier 3,Supermarket Type1,3.183179273
8.9,LF,0.07543556,Hard Drinks,2.37265724,9,Small,Tier 2,Supermarket Type1,3.483829807
12.6,LF,0,Fruits and Vegetables,2.062014587,28,Medium,Tier 3,Supermarket Type3,3.582406979
8.99,Regular,0.057944376,Frozen Foods,2.119028122,11,Small,Tier 2,Supermarket Type1,3.154771087
15.2,LF,0.153592956,Snack Foods,2.358001891,15,Small,Tier 3,Grocery Store,2.660932229
7.87,LF,0.061183503,Breakfast,2.216304749,11,Small,Tier 2,Supermarket Type1,3.216040744
8.1,Regular,0,Canned,1.947040424,26,High,Tier 3,Supermarket Type1,2.417736341
8.24,LF,0.08276363,Baking Goods,2.165860154,4,Medium,Tier 3,Supermarket Type2,3.21108945
12.5,LF,0.020697723,Breads,2.298578446,16,Small,Tier 1,Supermarket Type1,3.761412977
10.8,LF,0.049719026,Fruits and Vegetables,2.392194499,16,Small,Tier 1,Supermarket Type1,3.711410904
15.85,LF,0.081953387,Breads,2.246097091,11,Small,Tier 2,Supermarket Type1,3.422680924
12.65,LF,0.123726711,Meat,2.032593782,6,Small,Tier 2,Supermarket Type1,3.352388962
7.17,Regular,0.059716729,Fruits and Vegetables,2.117260687,9,Small,Tier 2,Supermarket Type1,3.370872367
18.85,LF,0.040434372,Household,2.387949065,14,Medium,Tier 1,Supermarket Type1,3.750919446
16.5,Regular,0.160624116,Snack Foods,2.157797542,6,Small,Tier 2,Supermarket Type1,3.413070047
13.35,LF,0,Breads,2.337692021,4,Medium,Tier 3,Supermarket Type2,3.513982803
11.85,LF,0.222063351,Dairy,1.998575787,15,Small,Tier 3,Grocery Store,2.291691121
12.6,LF,0.113212516,Others,2.405865222,28,Small,Tier 1,Grocery Store,2.880248642
20.7,LF,0.048957533,Fruits and Vegetables,1.578072768,4,Medium,Tier 3,Supermarket Type2,2.424316687
6.92,LF,0.038446805,Dairy,1.803356042,9,Small,Tier 2,Supermarket Type1,2.87565289
5.46,Regular,0.032227432,Canned,2.271432666,14,Medium,Tier 1,Supermarket Type1,3.270501822
17,LF,0.055519561,Dairy,2.342050212,14,Medium,Tier 1,Supermarket Type1,3.044758029
14.15,LF,0.183507295,Soft Drinks,1.916072655,16,Small,Tier 1,Supermarket Type1,3.055831657
7.24,LF,0.099879337,Snack Foods,2.290357873,26,High,Tier 3,Supermarket Type1,3.245933631
10.65,LF,0.048677482,Others,2.220507142,9,Small,Tier 2,Supermarket Type1,3.392132003
19.6,Regular,0.12829573,Snack Foods,2.223448174,11,Small,Tier 2,Supermarket Type1,3.303925578
18.85,LF,0.141862435,Canned,2.233029634,14,Medium,Tier 1,Supermarket Type1,3.643150855
8.88,LF,0.098822387,Household,2.321447219,11,Small,Tier 2,Supermarket Type1,3.275896854
6.22,Regular,0.049902382,Baking Goods,2.353735862,6,Small,Tier 2,Supermarket Type1,3.499671525
5.59,Regular,0.056833394,Snack Foods,1.791808503,4,Medium,Tier 3,Supermarket Type2,3.084368625
12.6,Regular,0.209162936,Fruits and Vegetables,2.253332189,28,Small,Tier 1,Grocery Store,2.73503395
13.65,Regular,0.012741089,Snack Foods,1.7608656,26,High,Tier 3,Supermarket Type1,2.535993492
20.25,LF,0.0591756,Household,2.389247618,4,Medium,Tier 3,Supermarket Type2,3.670299116
9.7,Regular,0.047503318,Frozen Foods,2.38848202,14,Medium,Tier 1,Supermarket Type1,3.503134962
19.85,LF,0.045631231,Fruits and Vegetables,2.10755591,26,High,Tier 3,Supermarket Type1,3.102097392
15.85,Regular,0.007160908,Snack Foods,1.594922663,11,Small,Tier 2,Supermarket Type1,2.856767546
9.6,Regular,0.027386122,Snack Foods,2.41368593,14,Medium,Tier 1,Supermarket Type1,3.667448022
7.85,LF,0.162980276,Hard Drinks,2.162099397,16,Small,Tier 1,Supermarket Type1,3.161800284
12.6,Regular,0.02748331,Canned,2.228859564,28,Medium,Tier 3,Supermarket Type3,3.748397911
12.6,LF,0,Frozen Foods,2.041098055,28,Small,Tier 1,Grocery Store,2.035531395
12.6,LF,0.087436672,Fruits and Vegetables,2.041087782,9,Small,Tier 2,Supermarket Type1,2.821603129
6.75,Regular,0.108458498,Dairy,1.986660684,11,Small,Tier 2,Supermarket Type1,2.981706283
17,Regular,0.026622757,Canned,2.15910679,11,Small,Tier 2,Supermarket Type1,3.498204932
12.6,LF,0.026058181,Household,2.086038619,28,Medium,Tier 3,Supermarket Type3,3.528180397
12.6,LF,0.30374337,Snack Foods,2.292280444,28,Small,Tier 1,Grocery Store,2.770287062
12.6,Regular,0,Canned,2.205994256,28,Small,Tier 1,Grocery Store,2.504585028
6.28,LF,0.027682047,Soft Drinks,1.932066677,26,High,Tier 3,Supermarket Type1,3.241645082
8.84,Regular,0.076995176,Frozen Foods,2.049306424,6,Small,Tier 2,Supermarket Type1,3.084844564
12.6,LF,0.060672263,Household,2.078740213,28,Small,Tier 1,Grocery Store,2.377226817
12.6,Regular,0,Frozen Foods,2.162193874,28,Medium,Tier 3,Supermarket Type3,3.722068972
12.35,LF,0.026681262,Canned,1.751468489,16,Small,Tier 1,Supermarket Type1,2.908991079
20.85,LF,0.039555016,Meat,2.067743175,9,Small,Tier 2,Supermarket Type1,2.913954499
17.85,LF,0.018125948,Health and Hygiene,1.977309228,6,Small,Tier 2,Supermarket Type1,2.881769815
20.35,LF,0.084273286,Meat,2.259424715,6,Small,Tier 2,Supermarket Type1,3.603517034
6.7,LF,0.075878519,Starchy Foods,2.287985259,16,Small,Tier 1,Supermarket Type1,3.586771784
16.7,Regular,0.052401766,Frozen Foods,2.061141727,9,Small,Tier 2,Supermarket Type1,3.17281559
17.1,LF,0,Fruits and Vegetables,2.049173815,16,Small,Tier 1,Supermarket Type1,3.477424026
9.5,LF,0.042056944,Soft Drinks,1.503654519,4,Medium,Tier 3,Supermarket Type2,2.56370648
12.6,Regular,0.030693309,Canned,2.358001891,28,Medium,Tier 3,Supermarket Type3,4.013114747
17.6,LF,0.049345425,Snack Foods,2.062272039,6,Small,Tier 2,Supermarket Type1,3.058872238
8.94,LF,0.040346436,Frozen Foods,1.730215224,4,Medium,Tier 3,Supermarket Type2,2.773221495
12.6,LF,0.014788594,Starchy Foods,2.241566402,28,Medium,Tier 3,Supermarket Type3,3.871785594
11.4,LF,0.009934335,Health and Hygiene,1.673973281,6,Small,Tier 2,Supermarket Type1,2.531764691
17,LF,0.126220187,Household,2.102900681,9,Small,Tier 2,Supermarket Type1,3.099805595
7.42,LF,0.020374875,Snack Foods,2.394467791,26,High,Tier 3,Supermarket Type1,3.095185397
6.61,Regular,0,Snack Foods,2.270655083,11,Small,Tier 2,Supermarket Type1,3.476170093
12.35,Regular,0.038500421,Fruits and Vegetables,2.044371184,16,Small,Tier 1,Supermarket Type1,3.08222042
14,Regular,0.105125569,Frozen Foods,2.15618921,9,Small,Tier 2,Supermarket Type1,3.5154854
14.5,Regular,0.063851475,Breads,2.415740036,9,Small,Tier 2,Supermarket Type1,3.496917587
12.6,LF,0.0704378,Soft Drinks,2.052640085,28,Medium,Tier 3,Supermarket Type3,3.46876606
19.6,LF,0.02394662,Household,2.029369166,9,Small,Tier 2,Supermarket Type1,3.252449799
7.61,LF,0.216323008,Fruits and Vegetables,2.217539215,15,Small,Tier 3,Grocery Store,2.91147988
12.6,LF,0.044660955,Soft Drinks,1.873709955,28,Medium,Tier 3,Supermarket Type3,3.428109676
6.43,LF,0.063432676,Breakfast,2.123402747,4,Medium,Tier 3,Supermarket Type2,2.719870008
19.85,LF,0.175995526,Fruits and Vegetables,2.350397669,16,Small,Tier 1,Supermarket Type1,3.192188298
19.75,LF,0.041429246,Fruits and Vegetables,2.069100258,14,Medium,Tier 1,Supermarket Type1,3.350070658
15.6,LF,0.066726133,Others,2.269261634,16,Small,Tier 1,Supermarket Type1,3.546142188
12.15,LF,0.14492016,Health and Hygiene,2.351101034,26,High,Tier 3,Supermarket Type1,3.255350478
13.65,Regular,0.13187274,Dairy,2.274213288,15,Small,Tier 3,Grocery Store,2.872561813
20.85,Regular,0.062350672,Baking Goods,1.939276579,11,Small,Tier 2,Supermarket Type1,3.151315414
17.35,Regular,0.062839798,Baking Goods,1.958482654,9,Small,Tier 2,Supermarket Type1,3.23243116
12.6,Regular,0.098663652,Dairy,1.798784573,28,Medium,Tier 3,Supermarket Type3,3.323305656
8.02,LF,0.111419588,Snack Foods,2.188646733,9,Small,Tier 2,Supermarket Type1,3.529378452
12.35,Regular,0.033951827,Meat,2.295000719,6,Small,Tier 2,Supermarket Type1,3.472191499
20.7,Regular,0.100378096,Fruits and Vegetables,2.087919065,11,Small,Tier 2,Supermarket Type1,3.092856735
8.52,LF,0.027054244,Soft Drinks,2.180608093,9,Small,Tier 2,Supermarket Type1,3.544907109
8.26,LF,0.03447406,Hard Drinks,2.068495325,11,Small,Tier 2,Supermarket Type1,3.20751793
8.9,LF,0.105323859,Dairy,1.592330011,11,Small,Tier 2,Supermarket Type1,2.784764885
9.3,LF,0.066770664,Frozen Foods,2.256547458,9,Small,Tier 2,Supermarket Type1,3.3402756
13.35,LF,0.139669224,Frozen Foods,2.169201683,14,Medium,Tier 1,Supermarket Type1,3.287535161
12.6,LF,0.090427268,Hard Drinks,2.101174968,28,Medium,Tier 3,Supermarket Type3,3.504585028
6.59,LF,0.105761491,Fruits and Vegetables,1.928860626,14,Medium,Tier 1,Supermarket Type1,3.224744332
8.79,LF,0.020609218,Soft Drinks,2.190795445,14,Medium,Tier 1,Supermarket Type1,3.603805124
17.1,Regular,0.046808553,Canned,2.150706716,16,Small,Tier 1,Supermarket Type1,3.147626246
16.2,LF,0.036057562,Fruits and Vegetables,2.415520548,4,Medium,Tier 3,Supermarket Type2,3.369763058
16.6,LF,0.136500981,Hard Drinks,2.238904304,6,Small,Tier 2,Supermarket Type1,3.616854797
11.8,LF,0.113307794,Soft Drinks,2.272056146,9,Small,Tier 2,Supermarket Type1,3.267388587
10.85,LF,0.162107603,Snack Foods,2.026787312,26,High,Tier 3,Supermarket Type1,3.325770911
6.68,LF,0.04200648,Snack Foods,1.966827611,11,Small,Tier 2,Supermarket Type1,3.221631096
12.6,Regular,0.224607399,Baking Goods,2.348578207,28,Small,Tier 1,Grocery Store,2.653290487
7.45,LF,0.037708542,Baking Goods,1.873526363,11,Small,Tier 2,Supermarket Type1,3.052513493
7.9,Regular,0.061163967,Breakfast,1.772752853,9,Small,Tier 2,Supermarket Type1,2.903970278
8.93,LF,0.028533032,Dairy,2.180223394,4,Medium,Tier 3,Supermarket Type2,3.088161614
9.2,Regular,0.117667492,Snack Foods,2.20291804,14,Medium,Tier 1,Supermarket Type1,3.10845082
20.6,Regular,0.047896393,Fruits and Vegetables,2.269175651,26,High,Tier 3,Supermarket Type1,3.227835409
13.15,Regular,0,Fruits and Vegetables,2.235468854,6,Small,Tier 2,Supermarket Type1,3.381091532
19.2,Regular,0.085296625,Canned,2.185914248,4,Medium,Tier 3,Supermarket Type2,3.269880958
20.7,LF,0.039245805,Household,2.18023085,16,Small,Tier 1,Supermarket Type1,3.179369648
14.85,Regular,0.035227697,Fruits and Vegetables,2.20291804,26,High,Tier 3,Supermarket Type1,3.319304186
13.5,LF,0.072965144,Household,2.205994256,4,Medium,Tier 3,Supermarket Type2,3.282736279
20.85,LF,0.032442388,Baking Goods,2.251312073,9,Small,Tier 2,Supermarket Type1,3.669680903
18.85,LF,0.142219209,Canned,2.224308218,4,Medium,Tier 3,Supermarket Type2,3.182420017
12.6,LF,0,Soft Drinks,2.082943267,28,Medium,Tier 3,Supermarket Type3,3.379646292
12.6,LF,0.071948252,Frozen Foods,2.084968574,28,Medium,Tier 3,Supermarket Type3,2.683082357
12.6,Regular,0.150341867,Meat,1.919745242,28,Medium,Tier 3,Supermarket Type3,3.271431458
20.2,Regular,0.039469737,Breakfast,2.190788168,6,Small,Tier 2,Supermarket Type1,2.893381657
12.6,Regular,0.087692636,Fruits and Vegetables,2.21099392,28,Small,Tier 1,Grocery Store,2.51707074
13.8,LF,0.097611115,Dairy,1.739516966,6,Small,Tier 2,Supermarket Type1,2.831943963
17.85,LF,0,Breads,2.293538005,15,Small,Tier 3,Grocery Store,2.767332666
17,LF,0.126440335,Household,2.097729881,14,Medium,Tier 1,Supermarket Type1,3.14119828
13.65,LF,0.077169841,Health and Hygiene,1.745020111,26,High,Tier 3,Supermarket Type1,2.451732721
12.6,LF,0.032463574,Health and Hygiene,2.145865518,28,Medium,Tier 3,Supermarket Type3,3.695791439
7.59,Regular,0.14526636,Fruits and Vegetables,2.237815087,14,Medium,Tier 1,Supermarket Type1,3.79461964
6.36,LF,0.120520818,Fruits and Vegetables,1.661869452,9,Small,Tier 2,Supermarket Type1,2.62268434
14.35,Regular,0.090913642,Frozen Foods,2.364172629,16,Small,Tier 1,Supermarket Type1,3.51105107
18.25,LF,0.075908374,Snack Foods,2.329238778,26,High,Tier 3,Supermarket Type1,3.585121328
13.85,Regular,0.025936747,Frozen Foods,2.217275959,14,Medium,Tier 1,Supermarket Type1,3.416629858
9.3,LF,0.043785694,Hard Drinks,2.282587223,16,Small,Tier 1,Supermarket Type1,3.48534567
12.6,LF,0.113669629,Canned,1.949486614,28,Small,Tier 1,Grocery Store,2.241645082
7.27,Regular,0.020823289,Canned,1.965901278,11,Small,Tier 2,Supermarket Type1,2.998275384
11.1,LF,0.059846975,Fruits and Vegetables,2.176486577,16,Small,Tier 1,Supermarket Type1,3.258550894
14.75,LF,0.032862976,Health and Hygiene,2.377835316,26,High,Tier 3,Supermarket Type1,3.631284512
19.7,LF,0.041803291,Frozen Foods,2.042934454,14,Medium,Tier 1,Supermarket Type1,3.515308894
7.27,Regular,0.020898691,Canned,1.964960725,6,Small,Tier 2,Supermarket Type1,2.911125209
9.3,LF,0.016113019,Dairy,2.395866435,6,Small,Tier 2,Supermarket Type1,3.776426635
10.3,Regular,0.030563449,Fruits and Vegetables,2.058492834,9,Small,Tier 2,Supermarket Type1,3.420600074
15.85,Regular,0.110010191,Frozen Foods,1.58939773,9,Small,Tier 2,Supermarket Type1,2.533461156
9.3,LF,0,Frozen Foods,2.262283035,6,Small,Tier 2,Supermarket Type1,3.603517034
10.1,Regular,0.045653999,Snack Foods,1.552483267,26,High,Tier 3,Supermarket Type1,2.801980739
16.75,Regular,0,Soft Drinks,1.595299973,16,Small,Tier 1,Supermarket Type1,2.548438312
7.59,Regular,0.14492016,Fruits and Vegetables,2.242312792,26,High,Tier 3,Supermarket Type1,3.46876606
12.15,LF,0.026010729,Starchy Foods,2.076072176,6,Small,Tier 2,Supermarket Type1,3.333888801
9.7,LF,0.029632784,Snack Foods,2.20328316,11,Small,Tier 2,Supermarket Type1,2.981706283
12.6,Regular,0.041370245,Frozen Foods,1.664995284,28,Medium,Tier 3,Supermarket Type3,2.911125209
15.35,Regular,0.113678422,Fruits and Vegetables,2.2781827,4,Medium,Tier 3,Supermarket Type2,3.396679631
16.5,LF,0.012689327,Health and Hygiene,1.599343688,4,Medium,Tier 3,Supermarket Type2,2.357369897
19.7,Regular,0.16102755,Canned,2.405007058,11,Small,Tier 2,Supermarket Type1,3.685296166
18.5,Regular,0.045463773,Dairy,2.158694721,16,Small,Tier 1,Supermarket Type1,3.339879165
17.35,LF,0.014721579,Frozen Foods,1.863939953,11,Small,Tier 2,Supermarket Type1,2.947848016
18.5,LF,0.034013539,Others,2.124596812,11,Small,Tier 2,Supermarket Type1,3.442228276
8.06,LF,0.021497594,Breakfast,2.36235541,6,Small,Tier 2,Supermarket Type1,3.141824516
12.35,LF,0,Snack Foods,2.075227145,26,High,Tier 3,Supermarket Type1,3.505127557
10.5,LF,0.041395445,Fruits and Vegetables,1.57537723,16,Small,Tier 1,Supermarket Type1,2.73289982
8.93,LF,0,Household,1.731277638,26,High,Tier 3,Supermarket Type1,2.997694388
14.3,LF,0.130415118,Baking Goods,1.880429415,16,Small,Tier 1,Supermarket Type1,3.063893039
12.6,LF,0.110901004,Snack Foods,2.190611238,28,Medium,Tier 3,Supermarket Type3,3.442228276
20.75,LF,0.021336565,Soft Drinks,2.186398001,4,Medium,Tier 3,Supermarket Type2,3.135521147
8.71,LF,0.139202085,Canned,1.664055,9,Small,Tier 2,Supermarket Type1,2.583766274
6.03,LF,0.022796178,Dairy,2.250670747,4,Medium,Tier 3,Supermarket Type2,3.151315414
9.7,LF,0.129889831,Fruits and Vegetables,2.268085836,26,High,Tier 3,Supermarket Type1,3.550803712
11.6,LF,0,Soft Drinks,2.152029526,9,Small,Tier 2,Supermarket Type1,2.996821434
7,LF,0.151376958,Canned,2.034339633,9,Small,Tier 2,Supermarket Type1,3.068856459
8.9,LF,0,Household,2.049041167,9,Small,Tier 2,Supermarket Type1,3.194781108
12.6,LF,0.067128641,Soft Drinks,2.385335604,28,Medium,Tier 3,Supermarket Type3,3.534137891
15.35,Regular,0.055103174,Meat,2.175434689,9,Small,Tier 2,Supermarket Type1,3.450402255
12.35,LF,0.026832182,Canned,1.758341033,6,Small,Tier 2,Supermarket Type1,3.124590879
8.89,LF,0.009163216,Frozen Foods,2.007327785,15,Small,Tier 3,Grocery Store,2.005187379
8.58,Regular,0.071958197,Dairy,2.290878772,14,Medium,Tier 1,Supermarket Type1,3.545483916
13.1,LF,0.037581243,Fruits and Vegetables,2.244290484,16,Small,Tier 1,Supermarket Type1,3.389427575
12.6,Regular,0.095635061,Meat,2.116588486,28,Medium,Tier 3,Supermarket Type3,3.483924703
11.5,Regular,0.042173667,Frozen Foods,2.289325799,4,Medium,Tier 3,Supermarket Type2,3.364923035
15,LF,0.058346234,Snack Foods,1.644186409,26,High,Tier 3,Supermarket Type1,2.801980739
13.35,Regular,0.149669322,Snack Foods,2.255913822,11,Small,Tier 2,Supermarket Type1,2.953677559
12.6,LF,0.114771298,Frozen Foods,1.972709066,28,Medium,Tier 3,Supermarket Type3,3.591463685
13,LF,0.099729888,Household,1.665637267,4,Medium,Tier 3,Supermarket Type2,2.747623077
6.37,LF,0.007348286,Frozen Foods,1.798330157,16,Small,Tier 1,Supermarket Type1,2.90107497
16.1,Regular,0,Fruits and Vegetables,1.993176017,6,Small,Tier 2,Supermarket Type1,2.938954302
12.6,Regular,0.052040539,Dairy,2.155878112,28,Small,Tier 1,Grocery Store,2.46083352
