"Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","log_MRP","Establishment_Age","Outlet_Size","Outlet_Location_Type","Outlet_Type","predict"
16,"LF",0.041028937,"Snack Foods",2.154270558,11,"Small","Tier 2","Supermarket Type1",3.30047765484264
9.3,"LF",0.042930789,"Fruits and Vegetables",1.947027668,26,"High","Tier 3","Supermarket Type1",3.0937375345468
12.6,"LF",0.046994717,"Meat",2.099687546,28,"Small","Tier 1","Grocery Store",2.41540180688788
17.35,"LF",0.014689006,"Frozen Foods",1.872178424,9,"Small","Tier 2","Supermarket Type1",3.01795913603579
19.7,"LF",0.064921764,"Canned",1.945073503,16,"Small","Tier 1","Supermarket Type1",3.10366556612127
19.35,"LF",0.033060937,"Meat",2.236723132,26,"High","Tier 3","Supermarket Type1",3.38739437721247
12.85,"LF",0.033172957,"Snack Foods",2.235634987,9,"Small","Tier 2","Supermarket Type1",3.39424033097526
18.85,"LF",0.141524348,"Canned",2.226376128,26,"High","Tier 3","Supermarket Type1",3.37997565107719
11.65,"LF",0.039980644,"Snack Foods",2.356732016,14,"Medium","Tier 1","Supermarket Type1",3.52895208438957
10.9,"Regular",0.009636821,"Dairy",2.085907502,14,"Medium","Tier 1","Supermarket Type1",3.255079472524
17.6,"Regular",0.039189221,"Snack Foods",1.988295804,26,"High","Tier 3","Supermarket Type1",3.12830954700171
9.7,"Regular",0.129008866,"Baking Goods",2.355911816,6,"Small","Tier 2","Supermarket Type1",3.54584991742006
13.85,"LF",0.030795085,"Soft Drinks",2.15629286,16,"Small","Tier 1","Supermarket Type1",3.32226382289381
12.15,"Regular",0.13283066,"Fruits and Vegetables",2.280321542,6,"Small","Tier 2","Supermarket Type1",3.47155202330065
11.8,"LF",0.008559557,"Health and Hygiene",2.069109888,9,"Small","Tier 2","Supermarket Type1",3.23842774527287
14.35,"LF",0.017038777,"Health and Hygiene",2.051240531,16,"Small","Tier 1","Supermarket Type1",3.2134164273909
20,"LF",0.0814536,"Others",1.566071989,14,"Medium","Tier 1","Supermarket Type1",2.73386316936229
17.75,"LF",0.07607772,"Baking Goods",2.050976453,14,"Medium","Tier 1","Supermarket Type1",3.21984018936398
6.13,"LF",0.076891526,"Dairy",1.789253458,11,"Small","Tier 2","Supermarket Type1",2.92691454574627
20.25,"Regular",0.014793357,"Dairy",2.282205516,16,"Small","Tier 1","Supermarket Type1",3.43627870369354
19.85,"Regular",0.020858779,"Snack Foods",1.798093784,26,"High","Tier 3","Supermarket Type1",2.93257531238897
7.41,"LF",0,"Dairy",2.313296782,6,"Small","Tier 2","Supermarket Type1",3.48590573563161
15.7,"Regular",0.03079807,"Snack Foods",2.403073141,6,"Small","Tier 2","Supermarket Type1",3.58501104654384
20.1,"LF",0.077389797,"Health and Hygiene",1.784286275,26,"High","Tier 3","Supermarket Type1",2.92534845090699
12.6,"Regular",0.136592891,"Meat",2.376622209,28,"Small","Tier 1","Grocery Store",2.70572846362602
9.8,"Regular",0.072863893,"Snack Foods",2.074120574,9,"Small","Tier 2","Supermarket Type1",3.23700037041744
12.6,"LF",0.244102315,"Snack Foods",2.170484674,28,"Small","Tier 1","Grocery Store",2.47487324873061
20.35,"LF",0.141789197,"Snack Foods",2.086029356,9,"Small","Tier 2","Supermarket Type1",3.23735382086166
12.6,"LF",0.035414528,"Breads",2.338887785,28,"Medium","Tier 3","Supermarket Type3",3.74857567944329
6.85,"LF",0.022864238,"Frozen Foods",2.415072556,26,"High","Tier 3","Supermarket Type1",3.56109766653285
20.35,"LF",0.054011943,"Snack Foods",2.066499608,26,"High","Tier 3","Supermarket Type1",3.20016625108976
6.39,"Regular",0.123961415,"Snack Foods",1.522279875,11,"Small","Tier 2","Supermarket Type1",2.66408897985906
20.5,"LF",0.060847634,"Frozen Foods",1.875464102,15,"Small","Tier 3","Grocery Store",2.16259541532678
12.6,"LF",0,"Fruits and Vegetables",2.403181627,28,"Medium","Tier 3","Supermarket Type3",3.80170196674028
8.42,"Regular",0.030890618,"Canned",2.359333003,14,"Medium","Tier 1","Supermarket Type1",3.55574838310222
19.75,"LF",0.033883448,"Snack Foods",2.328970901,9,"Small","Tier 2","Supermarket Type1",3.4868119334733
17.85,"LF",0.052166995,"Snack Foods",2.085316271,9,"Small","Tier 2","Supermarket Type1",3.23802380818139
15,"Regular",0.161301097,"Canned",2.267468825,26,"High","Tier 3","Supermarket Type1",3.43067033898624
13.8,"Regular",0.064307102,"Fruits and Vegetables",1.888186236,14,"Medium","Tier 1","Supermarket Type1",3.06607345626384
18.7,"Regular",0.071091591,"Frozen Foods",2.359078126,6,"Small","Tier 2","Supermarket Type1",3.53638938236303
5.79,"Regular",0.0901292,"Fruits and Vegetables",1.953690122,15,"Small","Tier 3","Grocery Store",2.26921697279646
10.1,"Regular",0,"Fruits and Vegetables",2.352392473,26,"High","Tier 3","Supermarket Type1",3.51570656064501
16.75,"LF",0.032580547,"Health and Hygiene",2.283563988,9,"Small","Tier 2","Supermarket Type1",3.45582742491547
7.42,"LF",0.020391845,"Snack Foods",2.396040949,16,"Small","Tier 1","Supermarket Type1",3.55539303079048
13.15,"LF",0.036879539,"Frozen Foods",2.258631537,6,"Small","Tier 2","Supermarket Type1",3.42907065836976
10.9,"LF",0.137023446,"Dairy",2.421203665,14,"Medium","Tier 1","Supermarket Type1",3.59108003638762
20.7,"Regular",0.122208091,"Frozen Foods",2.078263191,6,"Small","Tier 2","Supermarket Type1",3.24771993555481
12.6,"LF",0.063800266,"Health and Hygiene",2.090051264,28,"Medium","Tier 3","Supermarket Type3",3.483912482977
17.35,"Regular",0.063207198,"Baking Goods",1.951254927,6,"Small","Tier 2","Supermarket Type1",3.12825980655727
17.7,"LF",0.011660463,"Frozen Foods",1.984711793,4,"Medium","Tier 3","Supermarket Type2",3.0550717303945
16.5,"LF",0.028579565,"Snack Foods",1.955757963,6,"Small","Tier 2","Supermarket Type1",3.11952768084942
9.6,"LF",0.011211251,"Household",2.222504213,15,"Small","Tier 3","Grocery Store",2.53307666196267
6.06,"LF",0.031103357,"Fruits and Vegetables",2.204005422,16,"Small","Tier 1","Supermarket Type1",3.37032235983988
6.87,"Regular",0.036042939,"Frozen Foods",2.388187554,6,"Small","Tier 2","Supermarket Type1",3.5715070745662
6.06,"LF",0.031230059,"Fruits and Vegetables",2.205090089,4,"Medium","Tier 3","Supermarket Type2",3.29899120760131
12.6,"Regular",0.22417463,"Snack Foods",2.227582335,28,"Small","Tier 1","Grocery Store",2.54040877951889
15.7,"Regular",0.030672457,"Snack Foods",2.403416359,14,"Medium","Tier 1","Supermarket Type1",3.58201121283156
9.2,"Regular",0.077995641,"Meat",2.030031084,26,"High","Tier 3","Supermarket Type1",3.18697536596494
13.85,"Regular",0.056432784,"Breakfast",2.370938479,11,"Small","Tier 2","Supermarket Type1",3.48607114235767
10.7,"LF",0.064022881,"Household",1.557324303,4,"Medium","Tier 3","Supermarket Type2",2.63030480037541
6.55,"Regular",0.034658144,"Breads",2.192647726,14,"Medium","Tier 1","Supermarket Type1",3.39403574553025
12.6,"LF",0.075691713,"Fruits and Vegetables",1.992292775,28,"Medium","Tier 3","Supermarket Type3",3.38059962391338
7.33,"LF",0.093765794,"Fruits and Vegetables",1.955757963,4,"Medium","Tier 3","Supermarket Type2",3.04284843460775
17.7,"Regular",0.016593506,"Fruits and Vegetables",1.671204326,9,"Small","Tier 2","Supermarket Type1",2.83210956583236
17,"Regular",0.015965308,"Snack Foods",2.360660048,16,"Small","Tier 1","Supermarket Type1",3.52195868883623
11.5,"LF",0.073029341,"Fruits and Vegetables",2.274049262,11,"Small","Tier 2","Supermarket Type1",3.4360800555359
18.85,"LF",0.055347985,"Baking Goods",2.119019537,9,"Small","Tier 2","Supermarket Type1",3.27894266427094
19.7,"LF",0.077849003,"Baking Goods",2.253255598,26,"High","Tier 3","Supermarket Type1",3.39849908356863
5.18,"Regular",0.04937018,"Snack Foods",2.028417515,15,"Small","Tier 3","Grocery Store",2.33510253146062
16.75,"LF",0.060792265,"Dairy",2.231496606,4,"Medium","Tier 3","Supermarket Type2",3.30628999927823
11.15,"LF",0.119852889,"Dairy",1.652965378,26,"High","Tier 3","Supermarket Type1",2.77651485558897
20.1,"LF",0.074778547,"Dairy",2.04423706,11,"Small","Tier 2","Supermarket Type1",3.18196227561524
18.25,"LF",0.0793795,"Frozen Foods",2.354312471,11,"Small","Tier 2","Supermarket Type1",3.50214126953333
19.5,"LF",0.01572192,"Household",2.268720217,9,"Small","Tier 2","Supermarket Type1",3.43325085261503
7.51,"LF",0.01742908,"Fruits and Vegetables",2.360973775,16,"Small","Tier 1","Supermarket Type1",3.5305052691554
12.5,"LF",0.081119484,"Meat",2.342580183,9,"Small","Tier 2","Supermarket Type1",3.51613766399142
11,"Regular",0.133145617,"Canned",2.33941129,16,"Small","Tier 1","Supermarket Type1",3.51812496900289
7.35,"LF",0.028652919,"Fruits and Vegetables",1.607941589,11,"Small","Tier 2","Supermarket Type1",2.75580177467166
16.35,"LF",0,"Fruits and Vegetables",2.293014538,4,"Medium","Tier 3","Supermarket Type2",3.38464344716096
16.75,"LF",0.104768536,"Snack Foods",2.190788168,26,"High","Tier 3","Supermarket Type1",3.32887115067626
12.5,"LF",0.020680499,"Breads",2.295070291,26,"High","Tier 3","Supermarket Type1",3.46173276840515
12.6,"Regular",0.123727659,"Dairy",2.403181627,15,"Small","Tier 3","Grocery Store",2.71153867274699
13.35,"LF",0.065082452,"Baking Goods",1.968858241,11,"Small","Tier 2","Supermarket Type1",3.11850003404556
6.61,"Regular",0.029129907,"Snack Foods",2.275287854,4,"Medium","Tier 3","Supermarket Type2",3.36658415323187
12.6,"LF",0.079440262,"Soft Drinks",1.938460681,28,"Small","Tier 1","Grocery Store",2.25306837910612
20,"Regular",0.060022526,"Baking Goods",2.227149063,11,"Small","Tier 2","Supermarket Type1",3.38713921747718
12.6,"LF",0.054723717,"Health and Hygiene",1.564516935,28,"Medium","Tier 3","Supermarket Type3",2.94567514301219
6.78,"LF",0.066724663,"Fruits and Vegetables",2.2735198,14,"Medium","Tier 1","Supermarket Type1",3.45682503037415
15.2,"LF",0.112896669,"Soft Drinks",1.557324303,16,"Small","Tier 1","Supermarket Type1",2.70791118239556
16.85,"LF",0,"Snack Foods",2.164578868,6,"Small","Tier 2","Supermarket Type1",3.33335225684313
11.15,"LF",0.073516952,"Others",1.818978985,11,"Small","Tier 2","Supermarket Type1",2.97760551138962
17,"LF",0.119285634,"Frozen Foods",2.393475874,26,"High","Tier 3","Supermarket Type1",3.53420211297794
20.7,"LF",0.04875891,"Fruits and Vegetables",1.572297583,16,"Small","Tier 1","Supermarket Type1",2.7168329553993
18.85,"Regular",0.067953506,"Dairy",2.075707511,16,"Small","Tier 1","Supermarket Type1",3.22520978063144
6.18,"Regular",0.179077475,"Meat",1.974857885,16,"Small","Tier 1","Supermarket Type1",3.1433651886217
14.5,"Regular",0.063863551,"Breads",2.418896629,16,"Small","Tier 1","Supermarket Type1",3.60644322762142
16,"LF",0.040938155,"Snack Foods",2.149679652,9,"Small","Tier 2","Supermarket Type1",3.30479557526741
16.7,"Regular",0.119439636,"Fruits and Vegetables",2.260542652,9,"Small","Tier 2","Supermarket Type1",3.4358160750288
12.6,"LF",0.081014461,"Baking Goods",1.994925706,28,"Small","Tier 1","Grocery Store",2.30246319940891
19.75,"Regular",0.030166924,"Frozen Foods",2.254707555,15,"Small","Tier 3","Grocery Store",2.55844766725303
12.15,"LF",0.01544786,"Frozen Foods",2.324884698,26,"High","Tier 3","Supermarket Type1",3.4664273880641
12.6,"LF",0.32111501,"Fruits and Vegetables",2.003331259,28,"Small","Tier 1","Grocery Store",2.3144661078061
8.21,"LF",0.010762387,"Hard Drinks",2.174755053,9,"Small","Tier 2","Supermarket Type1",3.34014760436915
17.5,"LF",0.02687089,"Frozen Foods",2.422410899,16,"Small","Tier 1","Supermarket Type1",3.57585400678503
12.6,"LF",0.099681705,"Baking Goods",2.031255727,28,"Small","Tier 1","Grocery Store",2.3396100041334
10.8,"LF",0.082534287,"Dairy",2.281375211,9,"Small","Tier 2","Supermarket Type1",3.43791483811791
7.47,"Regular",0.152024355,"Frozen Foods",2.325970654,26,"High","Tier 3","Supermarket Type1",3.47611229532152
19.85,"LF",0.045669236,"Fruits and Vegetables",2.101753946,16,"Small","Tier 1","Supermarket Type1",3.25950120614719
8.39,"Regular",0.024342578,"Frozen Foods",2.055445611,6,"Small","Tier 2","Supermarket Type1",3.23007643990284
17.35,"LF",0.168329848,"Household",2.24741151,6,"Small","Tier 2","Supermarket Type1",3.42537838268135
12.6,"LF",0.248301532,"Snack Foods",2.093796978,28,"Small","Tier 1","Grocery Store",2.39631309600607
16,"LF",0.090480206,"Dairy",2.153556954,6,"Small","Tier 2","Supermarket Type1",3.31822355333426
16.2,"LF",0.044291251,"Frozen Foods",1.636943015,14,"Medium","Tier 1","Supermarket Type1",2.78760492963633
12.6,"LF",0.070556945,"Fruits and Vegetables",2.281524683,28,"Medium","Tier 3","Supermarket Type3",3.6768571955391
15,"Regular",0.054599767,"Canned",1.774446889,4,"Medium","Tier 3","Supermarket Type2",2.8655440873909
15.2,"LF",0.021250528,"Canned",2.335623162,11,"Small","Tier 2","Supermarket Type1",3.50234178816433
7.42,"LF",0.0204332,"Snack Foods",2.396040949,11,"Small","Tier 2","Supermarket Type1",3.55193590182725
12.6,"Regular",0.055213281,"Baking Goods",2.236729679,28,"Small","Tier 1","Grocery Store",2.5572005254735
5.44,"LF",0.025519534,"Dairy",2.377950293,14,"Medium","Tier 1","Supermarket Type1",3.54955043116515
10.4,"Regular",0.091688111,"Baking Goods",1.69020317,6,"Small","Tier 2","Supermarket Type1",2.8638311446179
12.6,"Regular",0.165101585,"Fruits and Vegetables",1.943436144,28,"Small","Tier 1","Grocery Store",2.26063704869865
16.75,"Regular",0.024848788,"Soft Drinks",1.601866687,9,"Small","Tier 2","Supermarket Type1",2.76570254834953
12.6,"Regular",0.076868664,"Frozen Foods",1.793227252,28,"Small","Tier 1","Grocery Store",2.09392124050778
6.89,"Regular",0.140292495,"Canned",2.03552099,11,"Small","Tier 2","Supermarket Type1",3.20519092291106
12.15,"LF",0.025916883,"Starchy Foods",2.080063415,11,"Small","Tier 2","Supermarket Type1",3.24552150852961
7.44,"LF",0.122837694,"Starchy Foods",2.319655193,16,"Small","Tier 1","Supermarket Type1",3.49610978520775
4.64,"LF",0.141174838,"Breads",2.1041435,11,"Small","Tier 2","Supermarket Type1",3.27767741241442
8.96,"Regular",0.069078149,"Fruits and Vegetables",2.296175346,11,"Small","Tier 2","Supermarket Type1",3.46685526615838
11.65,"Regular",0.058822142,"Baking Goods",2.239405099,14,"Medium","Tier 1","Supermarket Type1",3.42255272451977
18.5,"Regular",0.076097035,"Dairy",2.163787906,15,"Small","Tier 3","Grocery Store",2.46392111809914
13.1,"Regular",0.044281996,"Fruits and Vegetables",2.251715584,11,"Small","Tier 2","Supermarket Type1",3.41958850970128
16.1,"LF",0.023613955,"Soft Drinks",2.285297555,14,"Medium","Tier 1","Supermarket Type1",3.46917347767397
12.35,"LF",0.164274416,"Household",2.078501768,11,"Small","Tier 2","Supermarket Type1",3.23203121147575
12.1,"LF",0.115107028,"Baking Goods",2.346375275,11,"Small","Tier 2","Supermarket Type1",3.5055419883033
10.65,"LF",0.023971463,"Fruits and Vegetables",1.73261246,16,"Small","Tier 1","Supermarket Type1",2.88552037960048
8.39,"Regular",0.024243294,"Frozen Foods",2.064523877,14,"Medium","Tier 1","Supermarket Type1",3.23602321803372
10.9,"LF",0.044991876,"Frozen Foods",2.030308206,15,"Small","Tier 3","Grocery Store",2.32545194003887
5.82,"Regular",0.077319079,"Fruits and Vegetables",2.407277004,16,"Small","Tier 1","Supermarket Type1",3.58545380306149
17.6,"Regular",0.041373331,"Snack Foods",1.581141499,9,"Small","Tier 2","Supermarket Type1",2.72876554082618
5.41,"Regular",0.053730029,"Canned",2.299014979,11,"Small","Tier 2","Supermarket Type1",3.47601246330112
12.6,"LF",0.079146113,"Frozen Foods",2.258795266,28,"Small","Tier 1","Grocery Store",2.56377581171967
5.99,"LF",0.096337184,"Frozen Foods",2.09783945,6,"Small","Tier 2","Supermarket Type1",3.2673176303604
16.2,"LF",0,"Soft Drinks",1.866107675,26,"High","Tier 3","Supermarket Type1",3.01220192250027
6.78,"Regular",0.08573655,"Fruits and Vegetables",2.360913999,26,"High","Tier 3","Supermarket Type1",3.52559765564705
19.1,"LF",0.092437711,"Others",2.267783535,6,"Small","Tier 2","Supermarket Type1",3.45628623474361
17.6,"LF",0.137807013,"Health and Hygiene",2.208957044,15,"Small","Tier 3","Grocery Store",2.52149058580232
15.35,"LF",0.014098693,"Frozen Foods",1.5707647,6,"Small","Tier 2","Supermarket Type1",2.72365005524278
9.8,"LF",0.106933748,"Fruits and Vegetables",2.243873572,11,"Small","Tier 2","Supermarket Type1",3.40580276454724
13.1,"LF",0.012148836,"Others",2.281835275,4,"Medium","Tier 3","Supermarket Type2",3.38204661610848
9.3,"Regular",0.014047825,"Snack Foods",2.29338112,11,"Small","Tier 2","Supermarket Type1",3.45297310640811
6.78,"LF",0.066608487,"Fruits and Vegetables",2.266288156,9,"Small","Tier 2","Supermarket Type1",3.43924071618765
12.6,"LF",0.024536199,"Household",2.160198927,28,"Medium","Tier 3","Supermarket Type3",3.54966794292411
7.98,"LF",0.014653896,"Baking Goods",1.916058956,14,"Medium","Tier 1","Supermarket Type1",3.08614359692167
16.7,"Regular",0.054618573,"Starchy Foods",1.816352677,9,"Small","Tier 2","Supermarket Type1",2.98933592549793
8.75,"Regular",0.074743226,"Fruits and Vegetables",2.273361529,14,"Medium","Tier 1","Supermarket Type1",3.46275900464189
9.7,"LF",0.070431235,"Hard Drinks",2.249282517,9,"Small","Tier 2","Supermarket Type1",3.41562501098764
19.75,"LF",0.041330512,"Fruits and Vegetables",2.063883292,26,"High","Tier 3","Supermarket Type1",3.20885105233893
11.8,"Regular",0.057746382,"Meat",2.183089254,6,"Small","Tier 2","Supermarket Type1",3.37368466816189
9.8,"Regular",0.045337184,"Baking Goods",1.566878045,14,"Medium","Tier 1","Supermarket Type1",2.73458660661075
12.6,"Regular",0.062797771,"Frozen Foods",2.017029163,14,"Medium","Tier 1","Supermarket Type1",3.18540177985378
19.75,"Regular",0.018096488,"Frozen Foods",2.254224108,4,"Medium","Tier 3","Supermarket Type2",3.33718083701008
13.1,"LF",0.037657459,"Fruits and Vegetables",2.245032211,11,"Small","Tier 2","Supermarket Type1",3.40577915429773
12.6,"LF",0.041091215,"Household",1.95207238,28,"Medium","Tier 3","Supermarket Type3",3.33644209321549
15,"LF",0.046336634,"Breads",2.079331052,26,"High","Tier 3","Supermarket Type1",3.2395833506254
11.6,"Regular",0.241055611,"Dairy",2.377528806,15,"Small","Tier 3","Grocery Store",2.68530330686954
7.66,"LF",0.05346916,"Canned",2.057472872,15,"Small","Tier 3","Grocery Store",2.37247415231627
13.65,"LF",0.040049609,"Frozen Foods",1.537262338,6,"Small","Tier 2","Supermarket Type1",2.68999254356375
12.6,"Regular",0.03941584,"Dairy",2.394117426,28,"Small","Tier 1","Grocery Store",2.70770326095343
11.8,"LF",0.058725131,"Health and Hygiene",1.915725829,9,"Small","Tier 2","Supermarket Type1",3.08115647092988
6.72,"Regular",0.122274118,"Baking Goods",1.605794026,6,"Small","Tier 2","Supermarket Type1",2.77888519330319
19.1,"LF",0.067239404,"Household",1.598567285,26,"High","Tier 3","Supermarket Type1",2.72937665259385
12.6,"LF",0.055566935,"Household",2.420930578,28,"Small","Tier 1","Grocery Store",2.74000711466478
12.35,"LF",0.041973712,"Health and Hygiene",1.552930903,6,"Small","Tier 2","Supermarket Type1",2.72291651438477
20.25,"LF",0.036474041,"Dairy",2.339149616,4,"Medium","Tier 3","Supermarket Type2",3.41510057378799
18,"LF",0.039231652,"Snack Foods",2.161792505,6,"Small","Tier 2","Supermarket Type1",3.32986100345636
12.35,"Regular",0.03382933,"Meat",2.294339667,11,"Small","Tier 2","Supermarket Type1",3.46492169274011
10.1,"LF",0.032075379,"Canned",1.706724608,26,"High","Tier 3","Supermarket Type1",2.85193922494773
10.3,"Regular",0.024875871,"Baking Goods",2.238152028,26,"High","Tier 3","Supermarket Type1",3.39431525528521
12.6,"Regular",0.028139761,"Canned",2.239905316,28,"Medium","Tier 3","Supermarket Type3",3.64600125520174
17.1,"Regular",0.073997843,"Fruits and Vegetables",2.31610418,26,"High","Tier 3","Supermarket Type1",3.47521997216038
