Item_Identifier,Item_Identifier_group,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Visibility_avg,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Years of Operation,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCO17,Non-Consumable,12.79,Non-Edible,0.128478462,1.948037096,Health and Hygiene,117.944,OUT019,1985,28,Small,Tier 1,Grocery Store,239.688
FDU50,Food,5.75,Regular,0.075107656,1.138809554,Dairy,112.8176,OUT013,1987,26,High,Tier 3,Supermarket Type1,1374.2112
FDT12,Food,12.79,Regular,0.049381406,0.74873881,Baking Goods,226.8062,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,4739.8302
FDK58,Food,11.35,Regular,0.045165796,0.6848202,Snack Foods,100.0016,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,1012.016
FDO08,Food,12.79,Regular,0.09415375,1.427593348,Fruits and Vegetables,165.7526,OUT019,1985,28,Small,Tier 1,Grocery Store,657.8104
NCW29,Non-Consumable,14,Non-Edible,0.028907832,0.438311046,Health and Hygiene,130.431,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,778.986
FDE04,Food,19.75,Regular,0.018059621,0.273826532,Frozen Foods,179.766,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,2336.958
NCB19,Non-Consumable,6.525,Non-Edible,0.090436094,1.371224898,Household,85.0882,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,2233.0932
FDV15,Food,10.3,Low Fat,0.146399712,2.219765596,Meat,103.9648,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,1661.8368
FDL58,Food,5.78,Regular,0.074264356,1.126023134,Snack Foods,264.7568,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,4745.8224
FDA08,Food,11.85,Regular,0.050186726,0.760949364,Fruits and Vegetables,164.1526,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,3124.5994
FDT43,Food,16.35,Low Fat,0.020631654,0.31282463,Fruits and Vegetables,50.1324,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,467.3916
NCX06,Non-Consumable,12.79,Non-Edible,0.01561108,0.236700864,Household,182.5976,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,5070.7328
FDT20,Food,10.5,Low Fat,0.041395445,0.627652769,Fruits and Vegetables,37.6164,OUT046,1997,16,Small,Tier 1,Supermarket Type1,540.6296
FDB41,Food,19,Regular,0.097313129,1.475497,Frozen Foods,48.0718,OUT046,1997,16,Small,Tier 1,Supermarket Type1,992.7078
NCN55,Non-Consumable,14.6,Non-Edible,0.059582996,0.903419022,Others,238.8538,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,6008.845
FDE40,Food,12.79,Regular,0.098663652,1.49597412,Dairy,62.9194,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,2105.2596
FDX49,Food,12.79,Regular,0.101338651,1.536533426,Canned,232.63,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,5359.69
NCM53,Non-Consumable,18.75,Non-Edible,0.052146456,0.790663502,Health and Hygiene,104.628,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,745.696
FDE36,Food,5.26,Regular,0.041764487,0.633248318,Baking Goods,161.8868,OUT035,2004,9,Small,Tier 2,Supermarket Type1,3275.736
FDN57,Food,18.25,Low Fat,0.054344186,0.823986282,Snack Foods,140.2154,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,1701.7848
FDI24,Food,12.79,Low Fat,0.078362484,1.188160438,Baking Goods,177.937,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,6704.606
FDI19,Food,15.1,Low Fat,0.052339069,0.79358397,Meat,242.7512,OUT046,1997,16,Small,Tier 1,Supermarket Type1,4119.9704
FDF24,Food,15.5,Regular,0.042464962,0.643869174,Baking Goods,81.5934,OUT010,1998,15,Medium,Tier 3,Grocery Store,327.5736
FDG52,Food,13.65,Low Fat,0.065732883,0.996665842,Frozen Foods,45.7402,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,780.9834
DRF36,Drinks,16.1,Low Fat,0.023625114,0.358212558,Soft Drinks,189.3846,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,3630.6074
FDS45,Food,12.79,Regular,0.051643608,0.783039138,Snack Foods,107.3622,OUT019,1985,28,Small,Tier 1,Grocery Store,317.5866
FDX40,Food,12.85,Low Fat,0.165694219,2.512315918,Frozen Foods,39.7164,OUT010,1998,15,Medium,Tier 3,Grocery Store,231.6984
DRK12,Drinks,9.5,Low Fat,0.041878397,0.634975463,Soft Drinks,32.99,OUT035,2004,9,Small,Tier 2,Supermarket Type1,133.16
DRC27,Drinks,13.8,Low Fat,0.058091482,0.880804145,Dairy,245.1802,OUT035,2004,9,Small,Tier 2,Supermarket Type1,5650.6446
FDL58,Food,5.78,Regular,0.06595278,1,Snack Foods,263.7568,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,2636.568
NCD30,Non-Consumable,19.7,Non-Edible,0.026903714,0.407923881,Household,96.0726,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,1272.3438
NCZ54,Non-Consumable,14.65,Non-Edible,0.06595278,1,Household,161.5552,OUT010,1998,15,Medium,Tier 3,Grocery Store,324.9104
FDE10,Food,6.67,Regular,0.150554711,2.2827652,Snack Foods,130.0626,OUT010,1998,15,Medium,Tier 3,Grocery Store,131.1626
FDR44,Food,6.11,Regular,0.06595278,1,Fruits and Vegetables,131.2968,OUT010,1998,15,Medium,Tier 3,Grocery Store,260.9936
FDP28,Food,13.65,Regular,0.134975628,2.046549486,Frozen Foods,260.0936,OUT010,1998,15,Medium,Tier 3,Grocery Store,260.9936
FDX15,Food,17.2,Low Fat,0.15616879,2.367887904,Meat,160.6578,OUT013,1987,26,High,Tier 3,Supermarket Type1,3690.5294
FDA39,Food,6.32,Low Fat,0.06595278,1,Meat,40.2822,OUT035,2004,9,Small,Tier 2,Supermarket Type1,1139.1838
FDY24,Food,4.88,Regular,0.133700752,2.027219353,Baking Goods,52.9298,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,1995.4026
FDC60,Food,5.425,Regular,0.115119905,1.745489803,Baking Goods,88.3514,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,1416.8224
FDH28,Food,15.85,Regular,0.110030997,1.668329932,Frozen Foods,37.2506,OUT046,1997,16,Small,Tier 1,Supermarket Type1,265.6542
FDT25,Food,7.5,Low Fat,0.051038045,0.773857372,Canned,121.7072,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,3552.7088
DRJ13,Drinks,12.65,Low Fat,0.062837968,0.952772089,Soft Drinks,161.5578,OUT013,1987,26,High,Tier 3,Supermarket Type1,2406.867
NCO07,Non-Consumable,12.79,Non-Edible,0.017116983,0.259533912,Others,211.956,OUT019,1985,28,Small,Tier 1,Grocery Store,213.056
FDW20,Food,20.75,Low Fat,0.024129332,0.365857694,Fruits and Vegetables,124.173,OUT013,1987,26,High,Tier 3,Supermarket Type1,2956.152
DRF27,Drinks,12.79,Low Fat,0.049754975,0.754402999,Dairy,152.134,OUT019,1985,28,Small,Tier 1,Grocery Store,153.134
FDS49,Food,9,Low Fat,0.06595278,1,Canned,79.7644,OUT035,2004,9,Small,Tier 2,Supermarket Type1,1649.8524
FDX25,Food,12.79,Low Fat,0.101561568,1.539913374,Canned,181.9292,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,3101.2964
NCX42,Non-Consumable,12.79,Non-Edible,0.005949644,0.090210663,Household,165.6526,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,4769.1254
FDG33,Food,12.79,Regular,0.13956116,2.116076987,Seafood,170.4764,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,3435.528
FDL56,Food,14.1,Low Fat,0.126035694,1.91099896,Fruits and Vegetables,86.4198,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,1133.8574
FDF14,Food,7.55,Low Fat,0.027164679,0.411880727,Canned,152.334,OUT035,2004,9,Small,Tier 2,Supermarket Type1,2603.278
NCD06,Non-Consumable,13,Non-Edible,0.099325278,1.506005933,Household,45.406,OUT046,1997,16,Small,Tier 1,Supermarket Type1,605.878
DRM47,Drinks,12.79,Low Fat,0.04357366,0.660679656,Hard Drinks,192.8846,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,2293.0152
FDS46,Food,12.79,Regular,0.082741482,1.254556396,Snack Foods,118.7782,OUT019,1985,28,Small,Tier 1,Grocery Store,119.1782
FDB35,Food,12.3,Regular,0.064565202,0.978961038,Starchy Foods,92.9804,OUT013,1987,26,High,Tier 3,Supermarket Type1,1929.4884
FDX21,Food,12.79,Low Fat,0.084554569,1.28204708,Snack Foods,109.8912,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,2074.6328
NCU05,Non-Consumable,12.79,Non-Edible,0.058451805,0.886267493,Health and Hygiene,79.9618,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,241.6854
NCR38,Non-Consumable,17.25,Non-Edible,0.113748685,1.724698868,Household,251.3724,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,6795.1548
NCR18,Non-Consumable,15.85,Non-Edible,0.020603511,0.312397916,Household,42.7112,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,639.168
NCU41,Non-Consumable,18.85,Non-Edible,0.052044976,0.789124825,Health and Hygiene,192.1846,OUT035,2004,9,Small,Tier 2,Supermarket Type1,3248.4382
FDY56,Food,16.35,Regular,0.062764429,0.951657064,Fruits and Vegetables,227.6062,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,7222.5984
DRJ51,Drinks,14.1,Low Fat,0.087977262,1.333943194,Dairy,229.0668,OUT035,2004,9,Small,Tier 2,Supermarket Type1,3225.1352
FDK21,Food,7.905,Low Fat,0.010010425,0.151781699,Snack Foods,249.0408,OUT035,2004,9,Small,Tier 2,Supermarket Type1,3755.112
FDY25,Food,12,Low Fat,0.033946163,0.51470405,Canned,179.3976,OUT013,1987,26,High,Tier 3,Supermarket Type1,3440.8544
FDU44,Food,12.15,Regular,0.058414678,0.88570456,Fruits and Vegetables,163.4552,OUT035,2004,9,Small,Tier 2,Supermarket Type1,974.7312
FDL43,Food,10.1,Low Fat,0.027106459,0.410997975,Meat,75.367,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,535.969
FDF05,Food,17.5,Low Fat,0.027022883,0.409730765,Frozen Foods,262.491,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,5259.82
DRF15,Drinks,12.79,Low Fat,0.058153409,0.881743105,Dairy,152.034,OUT019,1985,28,Small,Tier 1,Grocery Store,306.268
FDL20,Food,17.1,Low Fat,0.128937661,1.954999638,Fruits and Vegetables,112.3886,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,1779.0176
FDV32,Food,7.785,Low Fat,0.088846306,1.347119955,Fruits and Vegetables,61.451,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,759.012
FDJ34,Food,11.8,Regular,0.09357779,1.418860433,Snack Foods,125.9704,OUT013,1987,26,High,Tier 3,Supermarket Type1,1877.556
FDG08,Food,13.15,Regular,0.165694678,2.512322877,Fruits and Vegetables,171.8764,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,3779.0808
FDQ04,Food,12.79,Low Fat,0.148392623,2.249982836,Frozen Foods,41.5796,OUT019,1985,28,Small,Tier 1,Grocery Store,41.2796
FDW13,Food,8.5,Low Fat,0.098438394,1.492558676,Canned,51.1324,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,259.662
NCI17,Non-Consumable,8.645,Non-Edible,0.143303291,2.172816536,Health and Hygiene,96.341,OUT013,1987,26,High,Tier 3,Supermarket Type1,193.082
FDY03,Food,17.6,Regular,0.076276208,1.156527564,Meat,110.9202,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,1687.803
FDS12,Food,9.1,Low Fat,0.175103435,2.654981867,Baking Goods,127.5362,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,4655.9394
FDJ55,Food,12.8,Regular,0.023511371,0.356487945,Meat,225.9404,OUT013,1987,26,High,Tier 3,Supermarket Type1,4950.8888
DRK01,Drinks,7.63,Low Fat,0.06105276,0.925704117,Soft Drinks,95.4436,OUT035,2004,9,Small,Tier 2,Supermarket Type1,1418.154
FDG28,Food,9.285,Regular,0.049559042,0.751432191,Frozen Foods,246.4144,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,1225.072
FDY38,Food,13.6,Regular,0.119418124,1.810660961,Dairy,231.03,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,5359.69
FDN01,Food,8.895,Low Fat,0.072545601,1.099962746,Breakfast,176.237,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,1764.37
NCR54,Non-Consumable,16.35,Non-Edible,0.090486828,1.371994145,Household,195.211,OUT013,1987,26,High,Tier 3,Supermarket Type1,2553.343
FDG29,Food,17.6,Low Fat,0.056245075,0.852808252,Frozen Foods,43.3454,OUT013,1987,26,High,Tier 3,Supermarket Type1,1006.6896
FDG24,Food,7.975,Low Fat,0.014618973,0.221658177,Baking Goods,85.225,OUT013,1987,26,High,Tier 3,Supermarket Type1,1081.925
FDG59,Food,15.85,Low Fat,0.043479126,0.659246297,Starchy Foods,36.7164,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,308.9312
FDM28,Food,15.7,Low Fat,0.045166237,0.684826887,Frozen Foods,178.666,OUT013,1987,26,High,Tier 3,Supermarket Type1,2516.724
FDW04,Food,8.985,Regular,0.057827101,0.876795504,Frozen Foods,128.831,OUT046,1997,16,Small,Tier 1,Supermarket Type1,1428.141
FDS26,Food,20.35,Low Fat,0.089394766,1.355435904,Dairy,260.1594,OUT013,1987,26,High,Tier 3,Supermarket Type1,2093.2752
FDQ56,Food,6.59,Low Fat,0.10550944,1.599772443,Fruits and Vegetables,85.6908,OUT013,1987,26,High,Tier 3,Supermarket Type1,1929.4884
FDK51,Food,19.85,Low Fat,0.005234153,0.079362128,Dairy,264.0884,OUT035,2004,9,Small,Tier 2,Supermarket Type1,5829.7448
FDL22,Food,16.85,Low Fat,0.036390174,0.551761033,Snack Foods,91.4488,OUT046,1997,16,Small,Tier 1,Supermarket Type1,2082.6224
FDH19,Food,12.79,Low Fat,0.03292824,0.499269932,Meat,173.1738,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,7298.4996
FDY55,Food,16.75,Low Fat,0.081252534,1.231980426,Fruits and Vegetables,256.4988,OUT013,1987,26,High,Tier 3,Supermarket Type1,7452.9652
FDY03,Food,17.6,Regular,0.076552407,1.160715394,Meat,110.5202,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,450.0808
FDK21,Food,7.905,Low Fat,0.016758569,0.254099509,Snack Foods,250.4408,OUT010,1998,15,Medium,Tier 3,Grocery Store,500.6816
FDZ10,Food,12.79,Low Fat,0.044248175,0.670906897,Snack Foods,126.202,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,3668.558
FDZ32,Food,7.785,Regular,0.038288087,0.580537879,Fruits and Vegetables,103.1964,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,736.3748
NCZ18,Non-Consumable,7.825,Non-Edible,0.186032678,2.820695018,Household,253.0698,OUT035,2004,9,Small,Tier 2,Supermarket Type1,6088.0752
NCF07,Non-Consumable,12.79,Non-Edible,0.031867464,0.483186061,Household,101.0016,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,2125.2336
DRE49,Drinks,20.75,Low Fat,0.021370201,0.324022748,Soft Drinks,153.0024,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,2277.036
FDJ08,Food,12.79,Low Fat,0.193772568,2.938050041,Fruits and Vegetables,190.3846,OUT019,1985,28,Small,Tier 1,Grocery Store,573.2538
FDT39,Food,6.26,Regular,0.009866049,0.149592618,Meat,151.1366,OUT035,2004,9,Small,Tier 2,Supermarket Type1,2267.049
FDE08,Food,18.2,Low Fat,0.082551042,1.251668876,Fruits and Vegetables,147.3734,OUT010,1998,15,Medium,Tier 3,Grocery Store,296.9468
NCD06,Non-Consumable,13,Non-Edible,0.099729888,1.512140777,Household,46.306,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,559.272
FDB57,Food,20.25,Regular,0.018801549,0.285075913,Fruits and Vegetables,222.1772,OUT035,2004,9,Small,Tier 2,Supermarket Type1,5559.43
NCT54,Non-Consumable,8.695,Non-Edible,0.119721451,1.815260115,Household,95.5094,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,1237.7222
DRF49,Drinks,7.27,Low Fat,0.071222087,1.079895146,Soft Drinks,113.5518,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,569.259
FDM25,Food,12.79,Regular,0.060371962,0.915381611,Breakfast,174.0712,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,3866.9664
FDF20,Food,12.85,low fat,0.033287541,0.504717784,Fruits and Vegetables,198.4768,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,1379.5376
FDH27,Food,7.075,Low Fat,0.05858462,0.888281282,Dairy,142.7128,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,1869.5664
FDV60,Food,12.79,Regular,0.11679292,1.770856664,Baking Goods,196.211,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,5499.508
FDY59,Food,8.195,Low Fat,0.031452265,0.476890663,Baking Goods,94.3462,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,925.462
FDK36,Food,7.09,Low Fat,0.00721395,0.10938053,Baking Goods,47.9034,OUT035,2004,9,Small,Tier 2,Supermarket Type1,583.2408
NCM31,Non-Consumable,6.095,Non-Edible,0.081196619,1.231132622,Others,141.4154,OUT046,1997,16,Small,Tier 1,Supermarket Type1,1418.154
FDE33,Food,19.35,Regular,0.049916364,0.756850037,Fruits and Vegetables,80.2644,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,942.7728
FDU36,Food,6.15,Low Fat,0.04627095,0.701576946,Baking Goods,99.3384,OUT046,1997,16,Small,Tier 1,Supermarket Type1,2364.9216
FDV13,Food,12.79,Regular,0.02747716,0.416618678,Canned,87.9856,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,3251.7672
FDV20,Food,12.79,Regular,0.104704537,1.587568212,Fruits and Vegetables,125.2678,OUT019,1985,28,Small,Tier 1,Grocery Store,254.3356
NCQ54,Non-Consumable,17.7,Non-Edible,0.012540003,0.190136079,Household,167.0474,OUT035,2004,9,Small,Tier 2,Supermarket Type1,5895.659
FDO23,Food,17.85,Low Fat,0.147023834,2.22922876,Breads,93.7436,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,1134.5232
DRE60,Drinks,9.395,Low Fat,0.159657596,2.420786448,Soft Drinks,224.972,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,7696.648
DRP47,Drinks,15.75,Low Fat,0.141398626,2.143937314,Hard Drinks,250.5382,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,2775.7202
FDB21,Food,7.475,Low Fat,0.148821808,2.256490295,Fruits and Vegetables,241.2854,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,5317.0788
FDR04,Food,7.075,Low Fat,0.06595278,1,Frozen Foods,98.0068,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,874.8612
FDX23,Food,6.445,Low Fat,0.029691762,0.450197278,Baking Goods,92.6436,OUT046,1997,16,Small,Tier 1,Supermarket Type1,1039.9796
FDX19,Food,19.1,Low Fat,0.096715523,1.46643588,Fruits and Vegetables,235.0958,OUT035,2004,9,Small,Tier 2,Supermarket Type1,3038.0454
FDD40,Food,20.25,Regular,0.014790559,0.224259827,Dairy,193.6162,OUT035,2004,9,Small,Tier 2,Supermarket Type1,3848.324
FDA01,Food,15,Regular,0.054378253,0.824502819,Canned,59.1904,OUT046,1997,16,Small,Tier 1,Supermarket Type1,527.3136
FDS33,Food,6.67,Regular,0.123428594,1.871469163,Snack Foods,89.1514,OUT046,1997,16,Small,Tier 1,Supermarket Type1,2390.8878
FDM50,Food,12.79,Regular,0.029943463,0.454013659,Canned,60.222,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,1677.816
FDB29,Food,16.7,Regular,0.052368061,0.794023557,Frozen Foods,112.7176,OUT013,1987,26,High,Tier 3,Supermarket Type1,801.6232
FDF46,Food,7.07,Low Fat,0.093861144,1.423156749,Snack Foods,115.5834,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,1267.0174
FDA33,Food,6.48,Low Fat,0.033968647,0.515044961,Snack Foods,148.0076,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,886.8456
FDC08,Food,19,Regular,0.173154079,2.625425024,Fruits and Vegetables,228.272,OUT010,1998,15,Medium,Tier 3,Grocery Store,452.744
FDB53,Food,13.35,Low Fat,0.139735226,2.118716239,Frozen Foods,147.5392,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,3877.6192
FDY31,Food,12.79,Low Fat,0.043351896,0.65731719,Fruits and Vegetables,146.6418,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,4414.254
DRQ35,Drinks,12.79,Low Fat,0.042086652,0.638133101,Hard Drinks,122.4388,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,5448.9072
FDX36,Food,9.695,Regular,0.12848269,1.948101202,Baking Goods,223.9404,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,4950.8888
DRD13,Drinks,15,Low Fat,0.049357077,0.748369925,Soft Drinks,62.6168,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,958.752
FDC52,Food,11.15,Regular,0.008326735,0.12625298,Dairy,149.9708,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,1956.1204
FDB45,Food,20.85,Low Fat,0.021362955,0.323912881,Fruits and Vegetables,103.2306,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,2404.2038
NCK19,Non-Consumable,9.8,Non-Edible,0.151420934,2.295899187,Others,194.3478,OUT010,1998,15,Medium,Tier 3,Grocery Store,387.4956
FDV51,Food,16.35,Low Fat,0.032511818,0.492955991,Meat,165.0842,OUT013,1987,26,High,Tier 3,Supermarket Type1,994.7052
FDZ35,Food,9.6,Regular,0.022323658,0.338479409,Breads,101.299,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,1754.383
NCW17,Non-Consumable,12.79,Non-Edible,0.019292355,0.292517692,Health and Hygiene,129.9994,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,3340.9844
FDV59,Food,13.35,Low Fat,0.048124443,0.72968028,Breads,216.7166,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,3918.8988
DRH39,Drinks,20.7,Low Fat,0.09261307,1.404232998,Dairy,76.367,OUT013,1987,26,High,Tier 3,Supermarket Type1,306.268
FDN60,Food,12.79,Low Fat,0.094697274,1.435834456,Baking Goods,158.4604,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,4278.4308
FDU55,Food,16.2,Low Fat,0.035984104,0.545604052,Fruits and Vegetables,260.6278,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,4425.5726
FDN58,Food,12.79,Regular,0.056596985,0.858144039,Snack Foods,230.9984,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,9267.936
FDC41,Food,12.79,Low Fat,0.2047,3.103735733,Frozen Foods,76.867,OUT019,1985,28,Small,Tier 1,Grocery Store,229.701
FDO01,Food,12.79,Regular,0.020618324,0.312622516,Breakfast,129.3994,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,2055.9904
NCO43,Non-Consumable,5.5,Non-Edible,0.04709821,0.714120163,Others,101.3016,OUT046,1997,16,Small,Tier 1,Supermarket Type1,3339.6528
FDQ07,Food,15.1,Regular,0.087584126,1.327982323,Fruits and Vegetables,221.7456,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,6410.3224
FDF28,Food,15.7,Regular,0.038078899,0.577366094,Frozen Foods,122.9046,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,1992.0736
FDM01,Food,7.895,Regular,0.095102092,1.441972454,Breakfast,104.4332,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,2870.9296
FDY49,Food,12.79,Regular,0.011953902,0.181249403,Canned,164.5184,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,2807.0128
FDR24,Food,17.35,Regular,0.062799379,0.952186989,Baking Goods,88.183,OUT013,1987,26,High,Tier 3,Supermarket Type1,539.298
NCY18,Non-Consumable,7.285,Non-Edible,0.031125709,0.471939303,Household,174.3054,OUT013,1987,26,High,Tier 3,Supermarket Type1,4377.635
NCY30,Non-Consumable,20.25,Non-Edible,0.026005891,0.394310763,Household,180.9976,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,2716.464
FDJ22,Food,12.79,Low Fat,0.09246392,1.401971532,Snack Foods,190.9504,OUT019,1985,28,Small,Tier 1,Grocery Store,383.5008
DRI37,Drinks,15.85,Low Fat,0.107765165,1.633974565,Soft Drinks,59.5904,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,703.0848
FDL27,Food,6.17,Low Fat,0.010647477,0.161440913,Meat,66.3826,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,1937.478
NCO30,Non-Consumable,19.5,Non-Edible,0.015749341,0.238797227,Household,182.2608,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,3307.6944
NCB07,Non-Consumable,19.2,Non-Edible,0.077628053,1.177024729,Household,197.611,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,3142.576
FDX25,Food,16.7,Low Fat,0.06595278,1,Canned,181.2292,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,2554.0088
FDP59,Food,20.85,Regular,0.056695731,0.859641262,Breads,104.0648,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,1869.5664
FDR59,Food,14.5,Regular,0.063993068,0.970286135,Breads,260.4594,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,5494.8474
FDT27,Food,11.395,Regular,0.069529262,1.054227919,Meat,233.1616,OUT013,1987,26,High,Tier 3,Supermarket Type1,6093.4016
DRI01,Drinks,7.97,Low Fat,0.034452949,0.522388124,Soft Drinks,174.0422,OUT046,1997,16,Small,Tier 1,Supermarket Type1,2586.633
FDU09,Food,7.71,Regular,0.06670068,1.011339931,Snack Foods,55.2956,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,1255.6988
FDH26,Food,19.25,Regular,0.034699737,0.526130013,Canned,141.7496,OUT046,1997,16,Small,Tier 1,Supermarket Type1,4093.3384
FDH27,Food,7.075,Low Fat,0.058346939,0.884677477,Dairy,142.2128,OUT046,1997,16,Small,Tier 1,Supermarket Type1,3163.8816
