"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","MRP","Outlet_Identifier","Establishment_Age","Outlet_Size","Outlet_Location_Type","Outlet_Type","Sales"
"FDA50",16.25,"LF",0.087158654,"Dairy",95,"OUT035",9,"Small","Tier 2","Supermarket Type1",2220
"DRE12",12.6,"LF",0.0704378,"Soft Drinks",113,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2943
"DRC25",5.73,"LF",0.045463871,"Soft Drinks",85,"OUT045",11,"Small","Tier 2","Supermarket Type1",2061
"FDU19",8.77,"Regular",0.047036036,"Fruits and Vegetables",171,"OUT017",6,"Small","Tier 2","Supermarket Type1",2759
"FDR59",14.5,"Regular",0.063863551,"Breads",262,"OUT046",16,"Small","Tier 1","Supermarket Type1",4448
"FDM50",13,"Regular",0.030211742,"Canned",59,"OUT018",4,"Medium","Tier 3","Supermarket Type2",539
"DRC13",8.26,"Regular",0,"Soft Drinks",123,"OUT045",11,"Small","Tier 2","Supermarket Type1",739
"NCQ18",12.6,"LF",0.134418705,"Household",100,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2597
"FDR59",12.6,"Regular",0.063554289,"Breads",264,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3402
"FDA19",7.52,"LF",0.055127499,"Fruits and Vegetables",128,"OUT046",16,"Small","Tier 1","Supermarket Type1",3983
"NCA17",20.6,"LF",0.045380404,"Health and Hygiene",148,"OUT013",26,"High","Tier 3","Supermarket Type1",1790
"FDT19",7.59,"Regular",0.14492016,"Fruits and Vegetables",175,"OUT013",26,"High","Tier 3","Supermarket Type1",2943
"FDP11",12.6,"LF",0.120986139,"Breads",216,"OUT019",28,"Small","Tier 1","Grocery Store",435
"FDW23",5.77,"LF",0.0821398,"Baking Goods",37,"OUT049",14,"Medium","Tier 1","Supermarket Type1",579
"DRH15",12.6,"LF",0.19244045,"Dairy",44,"OUT019",28,"Small","Tier 1","Grocery Store",132
"FDH50",15,"Regular",0.16143544,"Canned",185,"OUT046",16,"Small","Tier 1","Supermarket Type1",2766
"FDZ38",17.6,"LF",0.00799436,"Dairy",172,"OUT013",26,"High","Tier 3","Supermarket Type1",3794
"NCS06",7.94,"LF",0,"Household",264,"OUT046",16,"Small","Tier 1","Supermarket Type1",789
"FDN27",20.85,"LF",0.039555016,"Meat",117,"OUT035",9,"Small","Tier 2","Supermarket Type1",820
"FDP40",4.56,"Regular",0.034410585,"Frozen Foods",111,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1342
"NCP06",20.7,"LF",0.039238384,"Household",153,"OUT035",9,"Small","Tier 2","Supermarket Type1",2569
"NCF07",9,"LF",0.032203667,"Household",101,"OUT017",6,"Small","Tier 2","Supermarket Type1",1113
"FDR60",14.3,"LF",0.130390458,"Baking Goods",77,"OUT035",9,"Small","Tier 2","Supermarket Type1",232
"FDO04",16.6,"LF",0.026537206,"Frozen Foods",57,"OUT046",16,"Small","Tier 1","Supermarket Type1",1050
"FDQ51",16,"Regular",0.029377239,"Meat",46,"OUT010",15,"Small","Tier 3","Grocery Store",95
"FDB26",14,"Regular",0.031444357,"Canned",54,"OUT017",6,"Small","Tier 2","Supermarket Type1",799
"DRJ59",11.65,"LF",0.019356132,"Hard Drinks",39,"OUT013",26,"High","Tier 3","Supermarket Type1",309
"FDO39",6.99,"Regular",0.137645467,"Meat",185,"OUT045",11,"Small","Tier 2","Supermarket Type1",2940
"FDC14",14.5,"Regular",0.06904249,"Canned",41,"OUT010",15,"Small","Tier 3","Grocery Store",42
"NCK17",12.6,"LF",0,"Health and Hygiene",40,"OUT019",28,"Small","Tier 1","Grocery Store",80
"DRJ51",14.1,"LF",0.087977262,"Dairy",229,"OUT035",9,"Small","Tier 2","Supermarket Type1",3225
"FDU52",12.6,"LF",0.063462048,"Frozen Foods",158,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1721
"DRE49",20.75,"LF",0,"Soft Drinks",153,"OUT035",9,"Small","Tier 2","Supermarket Type1",2429
"NCL30",18.1,"LF",0.048931174,"Household",127,"OUT035",9,"Small","Tier 2","Supermarket Type1",1151
"FDA15",9.3,"LF",0.016054884,"Dairy",250,"OUT045",11,"Small","Tier 2","Supermarket Type1",5976
"FDY13",12.1,"LF",0.030188505,"Canned",77,"OUT045",11,"Small","Tier 2","Supermarket Type1",613
"NCH54",13.5,"LF",0.07266912,"Household",160,"OUT046",16,"Small","Tier 1","Supermarket Type1",1438
"FDR02",16.7,"LF",0.022047313,"Dairy",110,"OUT013",26,"High","Tier 3","Supermarket Type1",1890
"FDN49",17.25,"Regular",0.125224466,"Breakfast",41,"OUT046",16,"Small","Tier 1","Supermarket Type1",679
"FDU08",12.6,"LF",0.027183141,"Fruits and Vegetables",100,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3869
"FDD04",12.6,"LF",0.157528118,"Dairy",143,"OUT019",28,"Small","Tier 1","Grocery Store",142
"DRL35",15.7,"LF",0.030751366,"Hard Drinks",43,"OUT049",14,"Medium","Tier 1","Supermarket Type1",952
"DRH03",17.25,"LF",0.035064318,"Dairy",92,"OUT046",16,"Small","Tier 1","Supermarket Type1",1305
"DRC27",13.8,"LF",0.058091482,"Dairy",245,"OUT035",9,"Small","Tier 2","Supermarket Type1",5651
"FDE02",8.71,"LF",0.121936216,"Canned",94,"OUT017",6,"Small","Tier 2","Supermarket Type1",2629
"NCL31",7.39,"LF",0.120258245,"Others",142,"OUT035",9,"Small","Tier 2","Supermarket Type1",2290
"FDW47",15,"LF",0.046447328,"Breads",122,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2437
"FDX49",4.62,"Regular",0.101812521,"Canned",232,"OUT035",9,"Small","Tier 2","Supermarket Type1",5127
"FDX36",9.7,"Regular",0.128805815,"Baking Goods",224,"OUT018",4,"Medium","Tier 3","Supermarket Type2",5851
"FDB16",8.21,"LF",0.044925784,"Dairy",86,"OUT046",16,"Small","Tier 1","Supermarket Type1",1570
"FDG34",11.5,"Regular",0.062885197,"Snack Foods",107,"OUT010",15,"Small","Tier 3","Grocery Store",543
"NCP05",19.6,"LF",0.042324556,"Health and Hygiene",151,"OUT010",15,"Small","Tier 3","Grocery Store",304
"FDK10",5.79,"Regular",0.040587146,"Snack Foods",180,"OUT017",6,"Small","Tier 2","Supermarket Type1",1258
"FDE21",12.8,"LF",0.02299122,"Fruits and Vegetables",115,"OUT045",11,"Small","Tier 2","Supermarket Type1",1738
"FDM13",6.43,"LF",0.105742544,"Breakfast",131,"OUT010",15,"Small","Tier 3","Grocery Store",131
"FDT04",17.25,"LF",0,"Frozen Foods",38,"OUT010",15,"Small","Tier 3","Grocery Store",196
"FDC02",21.35,"LF",0.068809463,"Canned",259,"OUT035",9,"Small","Tier 2","Supermarket Type1",5207
"FDU44",12.15,"Regular",0.058663727,"Fruits and Vegetables",164,"OUT018",4,"Medium","Tier 3","Supermarket Type2",3249
"FDN13",18.6,"LF",0.152294691,"Breakfast",99,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1508
"FDT03",21.25,"LF",0.01001904,"Meat",185,"OUT045",11,"Small","Tier 2","Supermarket Type1",368
"FDJ41",6.85,"LF",0.02288328,"Frozen Foods",261,"OUT046",16,"Small","Tier 1","Supermarket Type1",2878
"FDB16",8.21,"LF",0.044917289,"Dairy",89,"OUT035",9,"Small","Tier 2","Supermarket Type1",1134
"FDJ50",8.65,"LF",0.021581922,"Canned",53,"OUT035",9,"Small","Tier 2","Supermarket Type1",1210
"FDQ32",17.85,"Regular",0.046608497,"Fruits and Vegetables",123,"OUT046",16,"Small","Tier 1","Supermarket Type1",3096
"FDL44",18.25,"LF",0.012264903,"Fruits and Vegetables",163,"OUT013",26,"High","Tier 3","Supermarket Type1",3398
"FDQ04",6.4,"LF",0.084885375,"Frozen Foods",39,"OUT049",14,"Medium","Tier 1","Supermarket Type1",702
"NCO18",13.15,"LF",0.024701262,"Household",177,"OUT045",11,"Small","Tier 2","Supermarket Type1",2133
"FDF12",8.24,"LF",0.0828941,"Baking Goods",149,"OUT017",6,"Small","Tier 2","Supermarket Type1",1921
"FDD41",6.77,"Regular",0.087260103,"Frozen Foods",105,"OUT046",16,"Small","Tier 1","Supermarket Type1",2091
"NCA29",10.5,"LF",0.027271252,"Household",172,"OUT035",9,"Small","Tier 2","Supermarket Type1",2567
"FDP11",15.85,"LF",0.069100548,"Breads",217,"OUT046",16,"Small","Tier 1","Supermarket Type1",4137
"FDP40",4.56,"Regular",0.034357169,"Frozen Foods",113,"OUT046",16,"Small","Tier 1","Supermarket Type1",2685
"FDJ48",12.6,"LF",0.056161529,"Baking Goods",247,"OUT027",28,"Medium","Tier 3","Supermarket Type3",5681
"FDO57",20.75,"LF",0.108930629,"Snack Foods",161,"OUT045",11,"Small","Tier 2","Supermarket Type1",1444
"FDJ22",18.75,"LF",0.052766297,"Snack Foods",190,"OUT013",26,"High","Tier 3","Supermarket Type1",2493
"FDT58",9,"LF",0.085938463,"Snack Foods",169,"OUT035",9,"Small","Tier 2","Supermarket Type1",1342
"NCU42",9,"LF",0.019586115,"Household",170,"OUT018",4,"Medium","Tier 3","Supermarket Type2",4211
"NCL29",9.7,"LF",0.114170506,"Health and Hygiene",159,"OUT045",11,"Small","Tier 2","Supermarket Type1",1743
"FDT36",12.3,"LF",0,"Baking Goods",37,"OUT013",26,"High","Tier 3","Supermarket Type1",706
"FDC53",8.68,"LF",0.01478914,"Frozen Foods",98,"OUT010",15,"Small","Tier 3","Grocery Store",99
"FDB57",20.25,"Regular",0.018789455,"Fruits and Vegetables",222,"OUT013",26,"High","Tier 3","Supermarket Type1",3113
"FDA10",20.35,"LF",0.142393712,"Snack Foods",123,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1470
"FDR08",18.7,"LF",0.03761584,"Fruits and Vegetables",109,"OUT035",9,"Small","Tier 2","Supermarket Type1",1890
"NCK17",11,"LF",0.037971697,"Health and Hygiene",39,"OUT045",11,"Small","Tier 2","Supermarket Type1",519
"FDW11",12.6,"LF",0.048741487,"Breads",60,"OUT013",26,"High","Tier 3","Supermarket Type1",991
"FDQ03",15,"Regular",0.077949334,"Meat",239,"OUT013",26,"High","Tier 3","Supermarket Type1",2133
"NCW53",18.35,"LF",0.030619301,"Health and Hygiene",194,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2886
"FDL34",16,"LF",0.040945898,"Snack Foods",143,"OUT046",16,"Small","Tier 1","Supermarket Type1",2258
"FDY27",12.6,"LF",0.031743707,"Dairy",179,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1606
"FDA16",12.6,"LF",0.033777629,"Frozen Foods",223,"OUT027",28,"Medium","Tier 3","Supermarket Type3",7073
"NCZ30",6.59,"LF",0.026238087,"Household",122,"OUT045",11,"Small","Tier 2","Supermarket Type1",2410
"FDS55",7.02,"LF",0,"Fruits and Vegetables",148,"OUT018",4,"Medium","Tier 3","Supermarket Type2",891
"NCW29",12.6,"LF",0.028723187,"Health and Hygiene",132,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3635
"DRH49",19.7,"LF",0.024756031,"Soft Drinks",84,"OUT018",4,"Medium","Tier 3","Supermarket Type2",248
"FDN02",16.5,"LF",0.074245348,"Canned",208,"OUT017",6,"Small","Tier 2","Supermarket Type1",4762
"FDL45",12.6,"LF",0.037505332,"Snack Foods",126,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4256
"NCS42",8.6,"LF",0.069809115,"Household",91,"OUT017",6,"Small","Tier 2","Supermarket Type1",730
"FDU12",12.6,"Regular",0.132630345,"Baking Goods",264,"OUT019",28,"Small","Tier 1","Grocery Store",791
"FDN58",13.8,"Regular",0.056872392,"Snack Foods",231,"OUT046",16,"Small","Tier 1","Supermarket Type1",5097
"FDD47",7.6,"Regular",0.238366442,"Starchy Foods",172,"OUT010",15,"Small","Tier 3","Grocery Store",852
"FDX59",10.2,"LF",0.051661272,"Breads",33,"OUT046",16,"Small","Tier 1","Supermarket Type1",849
"FDP40",4.56,"Regular",0.034328578,"Frozen Foods",110,"OUT013",26,"High","Tier 3","Supermarket Type1",1230
"FDI56",7.33,"LF",0.093765794,"Fruits and Vegetables",90,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1733
"NCP02",7.11,"LF",0.075000682,"Household",61,"OUT010",15,"Small","Tier 3","Grocery Store",296
"NCP50",12.6,"LF",0.020460284,"Others",82,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2175
"FDB60",9.3,"LF",0.028516696,"Baking Goods",195,"OUT035",9,"Small","Tier 2","Supermarket Type1",3111
"FDS49",9,"LF",0,"Canned",80,"OUT035",9,"Small","Tier 2","Supermarket Type1",1650
"FDQ24",15.7,"LF",0.073816097,"Baking Goods",253,"OUT045",11,"Small","Tier 2","Supermarket Type1",2013
"NCN54",20.35,"LF",0.021413346,"Household",76,"OUT018",4,"Medium","Tier 3","Supermarket Type2",463
"FDX40",12.6,"LF",0.173324207,"Frozen Foods",40,"OUT019",28,"Small","Tier 1","Grocery Store",39
"NCX18",14.15,"LF",0.008811818,"Household",197,"OUT045",11,"Small","Tier 2","Supermarket Type1",2750
"FDL33",7.24,"LF",0,"Snack Foods",197,"OUT035",9,"Small","Tier 2","Supermarket Type1",2349
"NCR38",17.25,"LF",0.113518466,"Household",254,"OUT046",16,"Small","Tier 1","Supermarket Type1",5033
"FDB04",12.6,"Regular",0.1107011,"Dairy",89,"OUT019",28,"Small","Tier 1","Grocery Store",352
"FDQ09",7.24,"LF",0.058121214,"Snack Foods",116,"OUT035",9,"Small","Tier 2","Supermarket Type1",1382
"FDZ10",12.6,"LF",0.044248175,"Snack Foods",126,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3669
"FDM45",8.66,"Regular",0.088693595,"Snack Foods",123,"OUT017",6,"Small","Tier 2","Supermarket Type1",2181
"FDR22",19.35,"Regular",0.018667601,"Snack Foods",113,"OUT017",6,"Small","Tier 2","Supermarket Type1",2908
"FDS15",9.2,"Regular",0.078502143,"Meat",109,"OUT017",6,"Small","Tier 2","Supermarket Type1",2589
"FDV24",5.64,"LF",0,"Baking Goods",149,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1198
"FDW27",5.86,"Regular",0.151087845,"Meat",155,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1551
"FDD21",10.3,"Regular",0.030563449,"Fruits and Vegetables",114,"OUT035",9,"Small","Tier 2","Supermarket Type1",2634
"NCA05",20.75,"LF",0.025130632,"Health and Hygiene",150,"OUT046",16,"Small","Tier 1","Supermarket Type1",2524
"FDC15",18.1,"LF",0.178694026,"Dairy",159,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1571
"DRH39",20.7,"LF",0.092834313,"Dairy",78,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2220
"NCH55",16.35,"LF",0.034726222,"Household",126,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3036
"FDZ40",8.94,"LF",0.04026424,"Frozen Foods",53,"OUT045",11,"Small","Tier 2","Supermarket Type1",809
"FDB03",17.75,"Regular",0.156831826,"Dairy",241,"OUT046",16,"Small","Tier 1","Supermarket Type1",1202
"FDD40",20.25,"Regular",0.014781046,"Dairy",194,"OUT013",26,"High","Tier 3","Supermarket Type1",3463
"NCD06",13,"LF",0.099887103,"Household",46,"OUT017",6,"Small","Tier 2","Supermarket Type1",839
"DRL47",19.7,"LF",0.038815341,"Hard Drinks",124,"OUT045",11,"Small","Tier 2","Supermarket Type1",1888
"FDE45",12.1,"LF",0.040521714,"Fruits and Vegetables",179,"OUT018",4,"Medium","Tier 3","Supermarket Type2",5552
"NCY17",18.2,"LF",0.162960415,"Health and Hygiene",44,"OUT013",26,"High","Tier 3","Supermarket Type1",1071
"DRG36",14.15,"LF",0.095378221,"Soft Drinks",171,"OUT046",16,"Small","Tier 1","Supermarket Type1",2396
"FDX35",5.04,"Regular",0.080072603,"Breads",228,"OUT045",11,"Small","Tier 2","Supermarket Type1",2505
"FDS60",20.85,"LF",0.032580705,"Baking Goods",180,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2157
"FDT58",9,"LF",0.08630486,"Snack Foods",168,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2181
"FDR15",12.6,"Regular",0.033276066,"Meat",154,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3723
"NCP14",8.28,"LF",0.110739031,"Household",103,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2404
"FDP31",21.1,"Regular",0.161504957,"Fruits and Vegetables",65,"OUT046",16,"Small","Tier 1","Supermarket Type1",639
"FDT09",12.6,"Regular",0.012203915,"Snack Foods",133,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4350
"FDX35",5.04,"Regular",0,"Breads",228,"OUT046",16,"Small","Tier 1","Supermarket Type1",4782
"FDJ32",12.6,"LF",0.057512481,"Fruits and Vegetables",63,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1593
"FDK27",11,"LF",0.008960445,"Meat",119,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1696
"FDH02",7.27,"Regular",0.020865797,"Canned",90,"OUT018",4,"Medium","Tier 3","Supermarket Type2",815
"FDC28",12.6,"LF",0.054720642,"Frozen Foods",108,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2388
"FDN23",6.58,"Regular",0.07549348,"Breads",144,"OUT035",9,"Small","Tier 2","Supermarket Type1",3338
"NCY29",13.65,"LF",0.077390746,"Health and Hygiene",55,"OUT045",11,"Small","Tier 2","Supermarket Type1",679
"FDC57",20.1,"Regular",0.054549098,"Fruits and Vegetables",194,"OUT013",26,"High","Tier 3","Supermarket Type1",1158
"FDF56",16.7,"Regular",0.120137953,"Fruits and Vegetables",181,"OUT017",6,"Small","Tier 2","Supermarket Type1",3079
"FDZ08",12.5,"Regular",0.109971578,"Fruits and Vegetables",83,"OUT035",9,"Small","Tier 2","Supermarket Type1",578
"FDP49",9,"Regular",0.069196376,"Breakfast",54,"OUT049",14,"Medium","Tier 1","Supermarket Type1",718
"FDQ56",6.59,"LF",0.105577348,"Fruits and Vegetables",86,"OUT035",9,"Small","Tier 2","Supermarket Type1",1929
"FDS58",9.29,"Regular",0.021049215,"Snack Foods",161,"OUT045",11,"Small","Tier 2","Supermarket Type1",2407
"FDG52",13.65,"LF",0.065576228,"Frozen Foods",48,"OUT013",26,"High","Tier 3","Supermarket Type1",643
"NCY05",13.5,"LF",0.055301055,"Health and Hygiene",35,"OUT017",6,"Small","Tier 2","Supermarket Type1",318
"FDF16",12.6,"LF",0.085715273,"Frozen Foods",147,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1774
"FDA21",13.65,"LF",0.03595391,"Snack Foods",185,"OUT035",9,"Small","Tier 2","Supermarket Type1",3147
"FDX48",12.6,"Regular",0.066336811,"Baking Goods",154,"OUT019",28,"Small","Tier 1","Grocery Store",618
"NCO07",9.06,"LF",0.009816092,"Others",212,"OUT018",4,"Medium","Tier 3","Supermarket Type2",3622
"NCY30",20.25,"LF",0.02593166,"Household",183,"OUT013",26,"High","Tier 3","Supermarket Type1",3079
"NCO06",19.25,"LF",0.107940533,"Household",36,"OUT013",26,"High","Tier 3","Supermarket Type1",306
"FDV50",14.3,"LF",0.122761775,"Dairy",124,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2094
"FDA23",9.8,"LF",0.047178116,"Baking Goods",99,"OUT035",9,"Small","Tier 2","Supermarket Type1",2429
"FDI28",14.3,"LF",0.026299797,"Frozen Foods",79,"OUT013",26,"High","Tier 3","Supermarket Type1",1743
"FDX04",12.6,"Regular",0.07278643,"Frozen Foods",49,"OUT019",28,"Small","Tier 1","Grocery Store",192
"DRM23",16.6,"LF",0.135620265,"Hard Drinks",173,"OUT013",26,"High","Tier 3","Supermarket Type1",2932
"DRK12",12.6,"LF",0.041683481,"Soft Drinks",31,"OUT027",28,"Medium","Tier 3","Supermarket Type3",899
"NCY18",7.29,"LF",0.031151633,"Household",173,"OUT046",16,"Small","Tier 1","Supermarket Type1",4903
"FDC33",8.96,"Regular",0.068925304,"Fruits and Vegetables",197,"OUT035",9,"Small","Tier 2","Supermarket Type1",2759
"NCA53",11.4,"LF",0.009878459,"Health and Hygiene",48,"OUT046",16,"Small","Tier 1","Supermarket Type1",1312
"FDR10",17.6,"LF",0.010096684,"Snack Foods",160,"OUT017",6,"Small","Tier 2","Supermarket Type1",2599
"FDW39",6.69,"Regular",0.036910398,"Meat",175,"OUT046",16,"Small","Tier 1","Supermarket Type1",2117
"FDR46",16.85,"LF",0.233356571,"Snack Foods",147,"OUT010",15,"Small","Tier 3","Grocery Store",439
"NCM18",12.6,"LF",0.082440705,"Household",61,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2043
"FDP08",20.5,"Regular",0.112410046,"Fruits and Vegetables",192,"OUT046",16,"Small","Tier 1","Supermarket Type1",3875
"FDV56",12.6,"Regular",0.013529884,"Fruits and Vegetables",106,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1402
"NCA30",19,"LF",0.216478153,"Household",190,"OUT010",15,"Small","Tier 3","Grocery Store",567
"DRG37",16.2,"LF",0.01940856,"Soft Drinks",157,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3739
"NCS42",8.6,"LF",0.069524391,"Household",92,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2372
"FDA07",7.55,"Regular",0.031007381,"Fruits and Vegetables",123,"OUT045",11,"Small","Tier 2","Supermarket Type1",2083
"NCG30",20.2,"LF",0.112495847,"Household",124,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1121
"NCF06",6.24,"LF",0.020229757,"Household",261,"OUT049",14,"Medium","Tier 1","Supermarket Type1",5957
"NCG30",12.6,"LF",0.196659953,"Household",126,"OUT019",28,"Small","Tier 1","Grocery Store",249
"FDX04",19.6,"Regular",0.041806702,"Frozen Foods",49,"OUT017",6,"Small","Tier 2","Supermarket Type1",527
"FDK51",19.85,"LF",0.008762556,"Dairy",267,"OUT010",15,"Small","Tier 3","Grocery Store",265
"FDI60",7.22,"Regular",0.038477325,"Baking Goods",63,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1139
"FDK60",16.5,"Regular",0,"Baking Goods",96,"OUT046",16,"Small","Tier 1","Supermarket Type1",3013
"FDU07",11.1,"LF",0.059968347,"Fruits and Vegetables",153,"OUT045",11,"Small","Tier 2","Supermarket Type1",1663
"FDK16",12.6,"LF",0.114771298,"Frozen Foods",94,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3904
"FDF58",13.3,"LF",0.009581155,"Snack Foods",65,"OUT046",16,"Small","Tier 1","Supermarket Type1",1645
"NCD18",16,"LF",0.072608647,"Household",228,"OUT013",26,"High","Tier 3","Supermarket Type1",5298
"FDN02",16.5,"LF",0.07376631,"Canned",209,"OUT013",26,"High","Tier 3","Supermarket Type1",2692
"DRM59",12.6,"LF",0.003574698,"Hard Drinks",155,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3230
"FDG29",12.6,"LF",0.056019324,"Frozen Foods",40,"OUT027",28,"Medium","Tier 3","Supermarket Type3",419
"FDB29",16.7,"Regular",0.052517969,"Frozen Foods",115,"OUT045",11,"Small","Tier 2","Supermarket Type1",687
"FDN46",7.21,"Regular",0.14460413,"Snack Foods",103,"OUT035",9,"Small","Tier 2","Supermarket Type1",2153
"NCV41",12.6,"LF",0.016956266,"Health and Hygiene",109,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2432
"FDE17",20.1,"Regular",0.054410179,"Frozen Foods",151,"OUT013",26,"High","Tier 3","Supermarket Type1",2720
"FDN40",5.88,"LF",0,"Frozen Foods",154,"OUT046",16,"Small","Tier 1","Supermarket Type1",1999
"NCM07",9.4,"LF",0.040187877,"Others",86,"OUT017",6,"Small","Tier 2","Supermarket Type1",1594
"FDS37",7.66,"LF",0.032009653,"Canned",117,"OUT045",11,"Small","Tier 2","Supermarket Type1",2433
"NCI06",11.3,"LF",0.04767798,"Household",181,"OUT013",26,"High","Tier 3","Supermarket Type1",3775
"FDZ52",19.2,"LF",0.100055601,"Frozen Foods",112,"OUT035",9,"Small","Tier 2","Supermarket Type1",1223
"FDX37",16.2,"LF",0.105498192,"Canned",101,"OUT010",15,"Small","Tier 3","Grocery Store",399
"FDG60",20.35,"LF",0.060699725,"Baking Goods",233,"OUT046",16,"Small","Tier 1","Supermarket Type1",6093
"FDY36",12.3,"LF",0.009429612,"Baking Goods",71,"OUT045",11,"Small","Tier 2","Supermarket Type1",1099
"FDU33",12.6,"Regular",0.235859408,"Snack Foods",46,"OUT019",28,"Small","Tier 1","Grocery Store",46
"NCH55",16.35,"LF",0.058034349,"Household",125,"OUT010",15,"Small","Tier 3","Grocery Store",253
