Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,MRP,Outlet_Identifier,Establishment_Age,Outlet_Size,Outlet_Location_Type,Outlet_Type,Sales
FDG08,13.15,Regular,0.165694678,Fruits and Vegetables,172,OUT045,11,Small,Tier 2,Supermarket Type1,3779
FDQ04,12.6,LF,0.148392623,Frozen Foods,42,OUT019,28,Small,Tier 1,Grocery Store,41
FDW13,8.5,LF,0.098438394,Canned,51,OUT017,6,Small,Tier 2,Supermarket Type1,260
NCI17,8.65,LF,0.143303291,Health and Hygiene,96,OUT013,26,High,Tier 3,Supermarket Type1,193
FDY03,17.6,Regular,0.076276208,Meat,111,OUT045,11,Small,Tier 2,Supermarket Type1,1688
FDS12,9.1,LF,0.175103435,Baking Goods,128,OUT017,6,Small,Tier 2,Supermarket Type1,4656
FDJ55,12.8,Regular,0.023511371,Meat,226,OUT013,26,High,Tier 3,Supermarket Type1,4951
DRK01,7.63,LF,0.06105276,Soft Drinks,95,OUT035,9,Small,Tier 2,Supermarket Type1,1418
FDG28,9.29,Regular,0.049559042,Frozen Foods,246,OUT017,6,Small,Tier 2,Supermarket Type1,1225
FDY38,13.6,Regular,0.119418124,Dairy,231,OUT045,11,Small,Tier 2,Supermarket Type1,5360
FDN01,8.9,LF,0.072545601,Breakfast,176,OUT045,11,Small,Tier 2,Supermarket Type1,1764
NCR54,16.35,LF,0.090486828,Household,195,OUT013,26,High,Tier 3,Supermarket Type1,2553
FDG29,17.6,LF,0.056245075,Frozen Foods,43,OUT013,26,High,Tier 3,Supermarket Type1,1007
FDG24,7.98,LF,0.014618973,Baking Goods,85,OUT013,26,High,Tier 3,Supermarket Type1,1082
FDG59,15.85,LF,0.043479126,Starchy Foods,37,OUT017,6,Small,Tier 2,Supermarket Type1,309
FDM28,15.7,LF,0.045166237,Frozen Foods,179,OUT013,26,High,Tier 3,Supermarket Type1,2517
FDW04,8.99,Regular,0.057827101,Frozen Foods,129,OUT046,16,Small,Tier 1,Supermarket Type1,1428
FDS26,20.35,LF,0.089394766,Dairy,260,OUT013,26,High,Tier 3,Supermarket Type1,2093
FDQ56,6.59,LF,0.10550944,Fruits and Vegetables,86,OUT013,26,High,Tier 3,Supermarket Type1,1929
FDK51,19.85,LF,0.005234153,Dairy,264,OUT035,9,Small,Tier 2,Supermarket Type1,5830
FDL22,16.85,LF,0.036390174,Snack Foods,91,OUT046,16,Small,Tier 1,Supermarket Type1,2083
FDH19,12.6,LF,0.03292824,Meat,173,OUT027,28,Medium,Tier 3,Supermarket Type3,7298
FDY55,16.75,LF,0.081252534,Fruits and Vegetables,256,OUT013,26,High,Tier 3,Supermarket Type1,7453
FDY03,17.6,Regular,0.076552407,Meat,111,OUT017,6,Small,Tier 2,Supermarket Type1,450
FDK21,7.91,LF,0.016758569,Snack Foods,250,OUT010,15,Small,Tier 3,Grocery Store,501
FDZ10,12.6,LF,0.044248175,Snack Foods,126,OUT027,28,Medium,Tier 3,Supermarket Type3,3669
FDZ32,7.79,Regular,0.038288087,Fruits and Vegetables,103,OUT018,4,Medium,Tier 3,Supermarket Type2,736
NCZ18,7.83,LF,0.186032678,Household,253,OUT035,9,Small,Tier 2,Supermarket Type1,6088
NCF07,12.6,LF,0.031867464,Household,101,OUT027,28,Medium,Tier 3,Supermarket Type3,2125
DRE49,20.75,LF,0.021370201,Soft Drinks,153,OUT017,6,Small,Tier 2,Supermarket Type1,2277
FDJ08,12.6,LF,0.193772568,Fruits and Vegetables,190,OUT019,28,Small,Tier 1,Grocery Store,573
FDT39,6.26,Regular,0.009866049,Meat,151,OUT035,9,Small,Tier 2,Supermarket Type1,2267
FDE08,18.2,LF,0.082551042,Fruits and Vegetables,147,OUT010,15,Small,Tier 3,Grocery Store,297
NCD06,13,LF,0.099729888,Household,46,OUT018,4,Medium,Tier 3,Supermarket Type2,559
FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,222,OUT035,9,Small,Tier 2,Supermarket Type1,5559
NCT54,8.7,LF,0.119721451,Household,96,OUT049,14,Medium,Tier 1,Supermarket Type1,1238
DRF49,7.27,LF,0.071222087,Soft Drinks,114,OUT045,11,Small,Tier 2,Supermarket Type1,569
FDM25,12.6,Regular,0.060371962,Breakfast,174,OUT027,28,Medium,Tier 3,Supermarket Type3,3867
FDF20,12.85,LF,0.033287541,Fruits and Vegetables,198,OUT045,11,Small,Tier 2,Supermarket Type1,1380
FDH27,7.08,LF,0.05858462,Dairy,143,OUT018,4,Medium,Tier 3,Supermarket Type2,1870
FDV60,12.6,Regular,0.11679292,Baking Goods,196,OUT027,28,Medium,Tier 3,Supermarket Type3,5500
FDY59,8.2,LF,0.031452265,Baking Goods,94,OUT049,14,Medium,Tier 1,Supermarket Type1,925
FDK36,7.09,LF,0.00721395,Baking Goods,48,OUT035,9,Small,Tier 2,Supermarket Type1,583
NCM31,6.1,LF,0.081196619,Others,141,OUT046,16,Small,Tier 1,Supermarket Type1,1418
FDE33,19.35,Regular,0.049916364,Fruits and Vegetables,80,OUT017,6,Small,Tier 2,Supermarket Type1,943
FDU36,6.15,LF,0.04627095,Baking Goods,99,OUT046,16,Small,Tier 1,Supermarket Type1,2365
FDV13,12.6,Regular,0.02747716,Canned,88,OUT027,28,Medium,Tier 3,Supermarket Type3,3252
FDV20,12.6,Regular,0.104704537,Fruits and Vegetables,125,OUT019,28,Small,Tier 1,Grocery Store,254
NCQ54,17.7,LF,0.012540003,Household,167,OUT035,9,Small,Tier 2,Supermarket Type1,5896
FDO23,17.85,LF,0.147023834,Breads,94,OUT018,4,Medium,Tier 3,Supermarket Type2,1135
DRE60,9.4,LF,0.159657596,Soft Drinks,225,OUT045,11,Small,Tier 2,Supermarket Type1,7697
DRP47,15.75,LF,0.141398626,Hard Drinks,251,OUT017,6,Small,Tier 2,Supermarket Type1,2776
FDB21,7.48,LF,0.148821808,Fruits and Vegetables,241,OUT045,11,Small,Tier 2,Supermarket Type1,5317
FDR04,7.08,LF,0,Frozen Foods,98,OUT018,4,Medium,Tier 3,Supermarket Type2,875
FDX23,6.45,LF,0.029691762,Baking Goods,93,OUT046,16,Small,Tier 1,Supermarket Type1,1040
FDX19,19.1,LF,0.096715523,Fruits and Vegetables,235,OUT035,9,Small,Tier 2,Supermarket Type1,3038
FDD40,20.25,Regular,0.014790559,Dairy,194,OUT035,9,Small,Tier 2,Supermarket Type1,3848
FDA01,15,Regular,0.054378253,Canned,59,OUT046,16,Small,Tier 1,Supermarket Type1,527
FDS33,6.67,Regular,0.123428594,Snack Foods,89,OUT046,16,Small,Tier 1,Supermarket Type1,2391
FDM50,12.6,Regular,0.029943463,Canned,60,OUT027,28,Medium,Tier 3,Supermarket Type3,1678
FDB29,16.7,Regular,0.052368061,Frozen Foods,113,OUT013,26,High,Tier 3,Supermarket Type1,802
FDF46,7.07,LF,0.093861144,Snack Foods,116,OUT045,11,Small,Tier 2,Supermarket Type1,1267
FDA33,6.48,LF,0.033968647,Snack Foods,148,OUT045,11,Small,Tier 2,Supermarket Type1,887
FDC08,19,Regular,0.173154079,Fruits and Vegetables,228,OUT010,15,Small,Tier 3,Grocery Store,453
FDB53,13.35,LF,0.139735226,Frozen Foods,148,OUT045,11,Small,Tier 2,Supermarket Type1,3878
FDY31,12.6,LF,0.043351896,Fruits and Vegetables,147,OUT027,28,Medium,Tier 3,Supermarket Type3,4414
DRQ35,12.6,LF,0.042086652,Hard Drinks,122,OUT027,28,Medium,Tier 3,Supermarket Type3,5449
FDX36,9.7,Regular,0.12848269,Baking Goods,224,OUT049,14,Medium,Tier 1,Supermarket Type1,4951
DRD13,15,LF,0.049357077,Soft Drinks,63,OUT017,6,Small,Tier 2,Supermarket Type1,959
FDC52,11.15,Regular,0.008326735,Dairy,150,OUT017,6,Small,Tier 2,Supermarket Type1,1956
FDB45,20.85,LF,0.021362955,Fruits and Vegetables,103,OUT049,14,Medium,Tier 1,Supermarket Type1,2404
NCK19,9.8,LF,0.151420934,Others,194,OUT010,15,Small,Tier 3,Grocery Store,387
FDV51,16.35,LF,0.032511818,Meat,165,OUT013,26,High,Tier 3,Supermarket Type1,995
FDZ35,9.6,Regular,0.022323658,Breads,101,OUT045,11,Small,Tier 2,Supermarket Type1,1754
NCW17,12.6,LF,0.019292355,Health and Hygiene,130,OUT027,28,Medium,Tier 3,Supermarket Type3,3341
FDV59,13.35,LF,0.048124443,Breads,217,OUT045,11,Small,Tier 2,Supermarket Type1,3919
DRH39,20.7,LF,0.09261307,Dairy,76,OUT013,26,High,Tier 3,Supermarket Type1,306
FDN60,12.6,LF,0.094697274,Baking Goods,158,OUT027,28,Medium,Tier 3,Supermarket Type3,4278
FDU55,16.2,LF,0.035984104,Fruits and Vegetables,261,OUT045,11,Small,Tier 2,Supermarket Type1,4426
FDN58,12.6,Regular,0.056596985,Snack Foods,231,OUT027,28,Medium,Tier 3,Supermarket Type3,9268
FDC41,12.6,LF,0.2047,Frozen Foods,77,OUT019,28,Small,Tier 1,Grocery Store,230
FDO01,12.6,Regular,0.020618324,Breakfast,129,OUT027,28,Medium,Tier 3,Supermarket Type3,2056
NCO43,5.5,LF,0.04709821,Others,101,OUT046,16,Small,Tier 1,Supermarket Type1,3340
FDQ07,15.1,Regular,0.087584126,Fruits and Vegetables,222,OUT045,11,Small,Tier 2,Supermarket Type1,6410
FDF28,15.7,Regular,0.038078899,Frozen Foods,123,OUT017,6,Small,Tier 2,Supermarket Type1,1992
FDM01,7.9,Regular,0.095102092,Breakfast,104,OUT017,6,Small,Tier 2,Supermarket Type1,2871
FDY49,12.6,Regular,0.011953902,Canned,165,OUT027,28,Medium,Tier 3,Supermarket Type3,2807
FDR24,17.35,Regular,0.062799379,Baking Goods,88,OUT013,26,High,Tier 3,Supermarket Type1,539
NCY18,7.29,LF,0.031125709,Household,174,OUT013,26,High,Tier 3,Supermarket Type1,4378
NCY30,20.25,LF,0.026005891,Household,181,OUT045,11,Small,Tier 2,Supermarket Type1,2716
FDJ22,12.6,LF,0.09246392,Snack Foods,191,OUT019,28,Small,Tier 1,Grocery Store,384
DRI37,15.85,LF,0.107765165,Soft Drinks,60,OUT049,14,Medium,Tier 1,Supermarket Type1,703
FDL27,6.17,LF,0.010647477,Meat,66,OUT049,14,Medium,Tier 1,Supermarket Type1,1937
NCO30,19.5,LF,0.015749341,Household,182,OUT049,14,Medium,Tier 1,Supermarket Type1,3308
NCB07,19.2,LF,0.077628053,Household,198,OUT049,14,Medium,Tier 1,Supermarket Type1,3143
FDX25,16.7,LF,0,Canned,181,OUT018,4,Medium,Tier 3,Supermarket Type2,2554
FDP59,20.85,Regular,0.056695731,Breads,104,OUT018,4,Medium,Tier 3,Supermarket Type2,1870
FDR59,14.5,Regular,0.063993068,Breads,260,OUT045,11,Small,Tier 2,Supermarket Type1,5495
FDT27,11.4,Regular,0.069529262,Meat,233,OUT013,26,High,Tier 3,Supermarket Type1,6093
DRI01,7.97,LF,0.034452949,Soft Drinks,174,OUT046,16,Small,Tier 1,Supermarket Type1,2587
FDU09,7.71,Regular,0.06670068,Snack Foods,55,OUT049,14,Medium,Tier 1,Supermarket Type1,1256
FDH26,19.25,Regular,0.034699737,Canned,142,OUT046,16,Small,Tier 1,Supermarket Type1,4093
FDH27,7.08,LF,0.058346939,Dairy,142,OUT046,16,Small,Tier 1,Supermarket Type1,3164
FDN39,12.6,Regular,0.065203103,Meat,166,OUT027,28,Medium,Tier 3,Supermarket Type3,5033
FDH40,11.6,Regular,0.078929571,Frozen Foods,80,OUT046,16,Small,Tier 1,Supermarket Type1,1137
FDJ56,12.6,LF,0.182514881,Fruits and Vegetables,99,OUT027,28,Medium,Tier 3,Supermarket Type3,2696
DRN47,12.1,LF,0.016895293,Hard Drinks,179,OUT018,4,Medium,Tier 3,Supermarket Type2,899
NCO17,10,LF,0.073379745,Health and Hygiene,118,OUT046,16,Small,Tier 1,Supermarket Type1,2756
FDX60,14.35,LF,0.08075758,Baking Goods,82,OUT045,11,Small,Tier 2,Supermarket Type1,879
FDT22,10.4,LF,0.112271498,Snack Foods,58,OUT049,14,Medium,Tier 1,Supermarket Type1,659
FDX26,12.6,LF,0.153741385,Dairy,183,OUT019,28,Small,Tier 1,Grocery Store,182
FDG45,8.1,LF,0.127929521,Fruits and Vegetables,211,OUT013,26,High,Tier 3,Supermarket Type1,3611
FDD44,8.05,Regular,0.07838564,Fruits and Vegetables,256,OUT035,9,Small,Tier 2,Supermarket Type1,5153
FDS15,9.2,Regular,0.078502143,Meat,109,OUT017,6,Small,Tier 2,Supermarket Type1,2589
FDL51,20.7,Regular,0.047684831,Dairy,213,OUT018,4,Medium,Tier 3,Supermarket Type2,1286
FDL32,15.7,Regular,0.123159656,Fruits and Vegetables,110,OUT017,6,Small,Tier 2,Supermarket Type1,1230
FDZ07,12.6,Regular,0,Fruits and Vegetables,60,OUT027,28,Medium,Tier 3,Supermarket Type3,1734
NCW53,12.6,LF,0.053392944,Health and Hygiene,194,OUT019,28,Small,Tier 1,Grocery Store,385
NCA54,16.5,LF,0.036715907,Household,180,OUT045,11,Small,Tier 2,Supermarket Type1,3969
FDX09,9,LF,0.065236932,Snack Foods,176,OUT035,9,Small,Tier 2,Supermarket Type1,7763
FDO51,6.79,Regular,0.041947547,Meat,41,OUT013,26,High,Tier 3,Supermarket Type1,810
FDW49,19.5,LF,0.082888496,Canned,179,OUT018,4,Medium,Tier 3,Supermarket Type2,1254
FDB27,7.58,LF,0.055390121,Dairy,195,OUT046,16,Small,Tier 1,Supermarket Type1,5715
FDF45,18.2,Regular,0.012194556,Fruits and Vegetables,58,OUT013,26,High,Tier 3,Supermarket Type1,1465
FDV02,16.75,LF,0.060495243,Dairy,170,OUT013,26,High,Tier 3,Supermarket Type1,3251
FDY28,7.47,Regular,0,Frozen Foods,214,OUT035,9,Small,Tier 2,Supermarket Type1,4274
FDX31,12.6,Regular,0.014753811,Fruits and Vegetables,232,OUT027,28,Medium,Tier 3,Supermarket Type3,5375
FDR43,12.6,LF,0.160707489,Fruits and Vegetables,38,OUT027,28,Medium,Tier 3,Supermarket Type3,1318
FDP51,13.85,Regular,0.085622362,Meat,119,OUT018,4,Medium,Tier 3,Supermarket Type2,2252
FDL52,6.64,Regular,0.046350909,Frozen Foods,37,OUT017,6,Small,Tier 2,Supermarket Type1,1176
FDR44,6.11,Regular,0.102920886,Fruits and Vegetables,130,OUT046,16,Small,Tier 1,Supermarket Type1,3523
FDB34,15.25,LF,0.026604781,Snack Foods,86,OUT035,9,Small,Tier 2,Supermarket Type1,611
FDC50,15.85,LF,0,Canned,96,OUT035,9,Small,Tier 2,Supermarket Type1,1238
FDT57,15.2,LF,0.031860325,Snack Foods,235,OUT010,15,Small,Tier 3,Grocery Store,474
FDP22,12.6,Regular,0,Snack Foods,53,OUT027,28,Medium,Tier 3,Supermarket Type3,718
DRE49,20.75,LF,0.021250002,Soft Drinks,151,OUT046,16,Small,Tier 1,Supermarket Type1,2581
FDM40,10.2,LF,0.159936948,Frozen Foods,143,OUT046,16,Small,Tier 1,Supermarket Type1,2553
FDY32,7.61,LF,0.129503146,Fruits and Vegetables,164,OUT045,11,Small,Tier 2,Supermarket Type1,3915
FDW07,18,Regular,0.142688846,Fruits and Vegetables,89,OUT046,16,Small,Tier 1,Supermarket Type1,797
FDU02,12.6,LF,0.179484411,Dairy,229,OUT019,28,Small,Tier 1,Grocery Store,916
NCF18,18.35,LF,0.089163056,Household,191,OUT045,11,Small,Tier 2,Supermarket Type1,3260
FDQ56,6.59,LF,0.105761491,Fruits and Vegetables,85,OUT049,14,Medium,Tier 1,Supermarket Type1,1678
FDN58,13.8,Regular,0.056960814,Snack Foods,230,OUT049,14,Medium,Tier 1,Supermarket Type1,3707
FDG35,21.2,Regular,0.00704098,Starchy Foods,174,OUT046,16,Small,Tier 1,Supermarket Type1,2954
FDY34,10.5,Regular,0.011026594,Snack Foods,166,OUT018,4,Medium,Tier 3,Supermarket Type2,2653
NCE19,8.97,LF,0.093203257,Household,53,OUT045,11,Small,Tier 2,Supermarket Type1,1037
NCK31,12.6,LF,0.026916794,Others,51,OUT027,28,Medium,Tier 3,Supermarket Type3,718
NCJ29,10.6,LF,0.035264298,Health and Hygiene,86,OUT045,11,Small,Tier 2,Supermarket Type1,426
FDT59,13.65,LF,0.015908424,Breads,231,OUT035,9,Small,Tier 2,Supermarket Type1,6911
NCX41,19,LF,0.017719277,Health and Hygiene,211,OUT046,16,Small,Tier 1,Supermarket Type1,3811
FDU45,12.6,Regular,0.035334201,Snack Foods,115,OUT027,28,Medium,Tier 3,Supermarket Type3,2277
FDW24,12.6,LF,0.065652494,Baking Goods,49,OUT019,28,Small,Tier 1,Grocery Store,49
FDF22,6.87,LF,0.056919038,Snack Foods,213,OUT049,14,Medium,Tier 1,Supermarket Type1,5770
FDM60,10.8,Regular,0.048143292,Baking Goods,40,OUT046,16,Small,Tier 1,Supermarket Type1,690
FDR02,16.7,LF,0.022047313,Dairy,110,OUT013,26,High,Tier 3,Supermarket Type1,1890
DRP35,12.6,LF,0.090427268,Hard Drinks,126,OUT027,28,Medium,Tier 3,Supermarket Type3,3196
FDS48,15.15,LF,0.027779254,Baking Goods,150,OUT046,16,Small,Tier 1,Supermarket Type1,1505
NCZ42,10.5,LF,0,Household,238,OUT010,15,Small,Tier 3,Grocery Store,711
FDZ38,17.6,LF,0.008033611,Dairy,174,OUT018,4,Medium,Tier 3,Supermarket Type2,4311
FDH19,19.35,LF,0.033088472,Meat,175,OUT046,16,Small,Tier 1,Supermarket Type1,521
NCB55,15.7,LF,0.160663021,Household,59,OUT046,16,Small,Tier 1,Supermarket Type1,830
FDC15,18.1,LF,0.178975721,Dairy,156,OUT017,6,Small,Tier 2,Supermarket Type1,1571
FDF11,10.2,Regular,0.017627888,Starchy Foods,240,OUT035,9,Small,Tier 2,Supermarket Type1,2404
FDW35,12.6,LF,0.0194158,Breads,42,OUT019,28,Small,Tier 1,Grocery Store,84
FDB44,6.66,LF,0.016993225,Fruits and Vegetables,211,OUT045,11,Small,Tier 2,Supermarket Type1,844
NCC06,19,LF,0.027139013,Household,127,OUT017,6,Small,Tier 2,Supermarket Type1,2940
FDR04,7.08,LF,0.03777249,Frozen Foods,98,OUT010,15,Small,Tier 3,Grocery Store,292
FDB17,13.15,LF,0.036746479,Frozen Foods,181,OUT045,11,Small,Tier 2,Supermarket Type1,3260
FDW43,20.1,Regular,0.022460102,Fruits and Vegetables,227,OUT049,14,Medium,Tier 1,Supermarket Type1,3416
FDA27,20.35,Regular,0,Dairy,257,OUT018,4,Medium,Tier 3,Supermarket Type2,5625
NCU41,18.85,LF,0.05213575,Health and Hygiene,190,OUT049,14,Medium,Tier 1,Supermarket Type1,6688
FDY56,16.35,Regular,0.062508438,Fruits and Vegetables,227,OUT049,14,Medium,Tier 1,Supermarket Type1,5643
FDV39,11.3,LF,0.007309544,Meat,196,OUT018,4,Medium,Tier 3,Supermarket Type2,4944
FDN32,17.5,LF,0.015623754,Fruits and Vegetables,183,OUT018,4,Medium,Tier 3,Supermarket Type2,3135
FDW07,18,Regular,0.142978223,Fruits and Vegetables,87,OUT045,11,Small,Tier 2,Supermarket Type1,797
FDZ27,7.94,LF,0.017191055,Dairy,52,OUT045,11,Small,Tier 2,Supermarket Type1,849
FDW23,12.6,LF,0.143592939,Baking Goods,37,OUT019,28,Small,Tier 1,Grocery Store,39
FDU01,20.25,Regular,0.011995271,Canned,185,OUT046,16,Small,Tier 1,Supermarket Type1,4997
FDF10,15.5,Regular,0.15717236,Snack Foods,149,OUT049,14,Medium,Tier 1,Supermarket Type1,589
DRH03,12.6,LF,0.061393095,Dairy,92,OUT019,28,Small,Tier 1,Grocery Store,373
FDW27,12.6,Regular,0.264124669,Meat,156,OUT019,28,Small,Tier 1,Grocery Store,155
DRI13,15.35,LF,0.020310046,Soft Drinks,218,OUT013,26,High,Tier 3,Supermarket Type1,3039
NCR05,10.1,LF,0.054630834,Health and Hygiene,200,OUT046,16,Small,Tier 1,Supermarket Type1,1587
FDB29,16.7,Regular,0.052517969,Frozen Foods,115,OUT045,11,Small,Tier 2,Supermarket Type1,687
FDL51,20.7,Regular,0.047565208,Dairy,213,OUT049,14,Medium,Tier 1,Supermarket Type1,1929
FDB11,16,LF,0.060797393,Starchy Foods,224,OUT013,26,High,Tier 3,Supermarket Type1,3601
FDI35,14,LF,0.041291169,Starchy Foods,181,OUT046,16,Small,Tier 1,Supermarket Type1,2181
FDX08,12.85,LF,0.022604051,Fruits and Vegetables,181,OUT046,16,Small,Tier 1,Supermarket Type1,3428
FDP59,20.85,Regular,0.056580228,Breads,106,OUT045,11,Small,Tier 2,Supermarket Type1,623
NCJ18,12.35,LF,0.164196823,Household,121,OUT049,14,Medium,Tier 1,Supermarket Type1,2133
FDJ41,6.85,LF,0.022976497,Frozen Foods,262,OUT018,4,Medium,Tier 3,Supermarket Type2,3402
FDU08,10.3,LF,0.027310252,Fruits and Vegetables,101,OUT035,9,Small,Tier 2,Supermarket Type1,1290
FDS09,12.6,Regular,0.141975462,Snack Foods,50,OUT019,28,Small,Tier 1,Grocery Store,51
DRH15,8.78,LF,0,Dairy,46,OUT013,26,High,Tier 3,Supermarket Type1,791
NCV17,18.85,LF,0.01619866,Health and Hygiene,129,OUT017,6,Small,Tier 2,Supermarket Type1,3148
NCO54,12.6,LF,0.014205168,Household,57,OUT027,28,Medium,Tier 3,Supermarket Type3,2487
FDE24,14.85,LF,0.09344495,Baking Goods,141,OUT035,9,Small,Tier 2,Supermarket Type1,1140
FDH53,20.5,Regular,0.019199733,Frozen Foods,84,OUT046,16,Small,Tier 1,Supermarket Type1,1816
FDZ13,7.84,Regular,0.154120252,Canned,52,OUT018,4,Medium,Tier 3,Supermarket Type2,200
FDW28,18.25,LF,0.089004389,Frozen Foods,197,OUT045,11,Small,Tier 2,Supermarket Type1,979
FDU46,10.3,Regular,0.011117041,Snack Foods,86,OUT013,26,High,Tier 3,Supermarket Type1,2683
NCE43,12.5,LF,0.103422709,Household,170,OUT035,9,Small,Tier 2,Supermarket Type1,2898
FDS26,12.6,LF,0.089035961,Dairy,261,OUT027,28,Medium,Tier 3,Supermarket Type3,9158
FDB14,20.25,Regular,0.102723919,Canned,93,OUT046,16,Small,Tier 1,Supermarket Type1,1957
DRB48,12.6,Regular,0.024733134,Soft Drinks,40,OUT027,28,Medium,Tier 3,Supermarket Type3,1296
NCC42,15,LF,0.044871033,Health and Hygiene,140,OUT013,26,High,Tier 3,Supermarket Type1,2529
FDQ20,8.33,LF,0.029760052,Fruits and Vegetables,39,OUT013,26,High,Tier 3,Supermarket Type1,284
FDA13,15.85,LF,0.078999287,Canned,39,OUT017,6,Small,Tier 2,Supermarket Type1,759
FDZ15,13.1,LF,0.020870744,Dairy,117,OUT046,16,Small,Tier 1,Supermarket Type1,1788
NCV42,6.26,LF,0.031599715,Household,111,OUT017,6,Small,Tier 2,Supermarket Type1,2432
DRI51,17.25,LF,0.042413704,Dairy,173,OUT018,4,Medium,Tier 3,Supermarket Type2,4466
FDO28,5.77,LF,0.072284689,Frozen Foods,120,OUT035,9,Small,Tier 2,Supermarket Type1,2049
NCS54,13.6,LF,0.009984847,Household,175,OUT013,26,High,Tier 3,Supermarket Type1,1941
FDH16,10.5,LF,0.052852621,Frozen Foods,89,OUT017,6,Small,Tier 2,Supermarket Type1,2067
FDG24,7.98,LF,0.014660821,Baking Goods,85,OUT045,11,Small,Tier 2,Supermarket Type1,2663
FDR52,12.65,Regular,0.076354362,Frozen Foods,192,OUT018,4,Medium,Tier 3,Supermarket Type2,1147
NCH06,12.3,LF,0.076709639,Household,248,OUT045,11,Small,Tier 2,Supermarket Type1,3449
FDA36,5.99,LF,0.005677876,Baking Goods,185,OUT045,11,Small,Tier 2,Supermarket Type1,1666
FDU56,12.6,LF,0,Fruits and Vegetables,185,OUT027,28,Medium,Tier 3,Supermarket Type3,8115
FDT09,15.15,Regular,0.012282366,Snack Foods,133,OUT049,14,Medium,Tier 1,Supermarket Type1,1714
FDU25,12.35,LF,0.026681262,Canned,56,OUT046,16,Small,Tier 1,Supermarket Type1,811
FDK41,14.3,LF,0.127541722,Frozen Foods,85,OUT046,16,Small,Tier 1,Supermarket Type1,1193
NCT54,8.7,LF,0.119513002,Household,93,OUT035,9,Small,Tier 2,Supermarket Type1,857
FDV51,16.35,LF,0.054463442,Meat,164,OUT010,15,Small,Tier 3,Grocery Store,166
FDM24,6.14,Regular,0,Baking Goods,151,OUT045,11,Small,Tier 2,Supermarket Type1,1058
NCO30,19.5,LF,0.015756784,Household,185,OUT045,11,Small,Tier 2,Supermarket Type1,2205
FDQ45,9.5,Regular,0.010907967,Snack Foods,182,OUT013,26,High,Tier 3,Supermarket Type1,2940
DRK59,8.9,LF,0.07543556,Hard Drinks,236,OUT035,9,Small,Tier 2,Supermarket Type1,3047
FDW28,18.25,LF,0,Frozen Foods,197,OUT046,16,Small,Tier 1,Supermarket Type1,3328
FDC02,21.35,LF,0.115194717,Canned,258,OUT010,15,Small,Tier 3,Grocery Store,521
FDR21,19.7,LF,0.066922802,Snack Foods,175,OUT035,9,Small,Tier 2,Supermarket Type1,2999
FDN48,12.6,LF,0.064636203,Baking Goods,90,OUT027,28,Medium,Tier 3,Supermarket Type3,2113
FDT44,16.6,LF,0.103195401,Fruits and Vegetables,118,OUT045,11,Small,Tier 2,Supermarket Type1,943
FDX14,12.6,LF,0.13121032,Dairy,74,OUT019,28,Small,Tier 1,Grocery Store,75
FDH57,10.9,LF,0.035747522,Fruits and Vegetables,134,OUT046,16,Small,Tier 1,Supermarket Type1,1582
FDH28,12.6,Regular,0.192650072,Frozen Foods,37,OUT019,28,Small,Tier 1,Grocery Store,38
NCT41,12.6,LF,0.098031771,Health and Hygiene,151,OUT019,28,Small,Tier 1,Grocery Store,152
FDO11,12.6,Regular,0.030118338,Breads,249,OUT027,28,Medium,Tier 3,Supermarket Type3,3486
NCP42,8.51,LF,0.016201845,Household,195,OUT017,6,Small,Tier 2,Supermarket Type1,4262
FDN09,14.15,LF,0.05837308,Snack Foods,244,OUT010,15,Small,Tier 3,Grocery Store,731
FDP32,6.65,LF,0.087652908,Fruits and Vegetables,129,OUT035,9,Small,Tier 2,Supermarket Type1,1399
FDV57,15.25,Regular,0.065999008,Snack Foods,178,OUT049,14,Medium,Tier 1,Supermarket Type1,2337
FDW28,18.25,LF,0.088750333,Frozen Foods,197,OUT013,26,High,Tier 3,Supermarket Type1,2349
FDR56,12.6,Regular,0.100277876,Fruits and Vegetables,197,OUT027,28,Medium,Tier 3,Supermarket Type3,7095
FDA40,16,Regular,0.099252438,Frozen Foods,87,OUT035,9,Small,Tier 2,Supermarket Type1,1055
NCG42,19.2,LF,0,Household,128,OUT045,11,Small,Tier 2,Supermarket Type1,1298
NCK54,12.15,LF,0,Household,118,OUT017,6,Small,Tier 2,Supermarket Type1,2330
FDE16,8.9,LF,0.026384672,Frozen Foods,209,OUT049,14,Medium,Tier 1,Supermarket Type1,4585
FDB15,10.9,LF,0.228993134,Dairy,263,OUT010,15,Small,Tier 3,Grocery Store,527
FDC40,16,Regular,0.065431917,Dairy,76,OUT017,6,Small,Tier 2,Supermarket Type1,1870
FDE53,12.6,LF,0.026749991,Frozen Foods,107,OUT027,28,Medium,Tier 3,Supermarket Type3,2876
FDK24,9.2,LF,0,Baking Goods,44,OUT018,4,Medium,Tier 3,Supermarket Type2,407
FDW31,11.35,Regular,0.043333912,Fruits and Vegetables,201,OUT018,4,Medium,Tier 3,Supermarket Type2,2190
NCX29,10,LF,0.089656812,Health and Hygiene,144,OUT017,6,Small,Tier 2,Supermarket Type1,1604
NCM07,9.4,LF,0.039954281,Others,82,OUT035,9,Small,Tier 2,Supermarket Type1,2013
