"Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","MRP","Outlet_Identifier","Establishment_Age","Outlet_Size","Outlet_Location_Type","Outlet_Type","Sales"
6.99,"Regular",0.137645467,"Meat",185,"OUT045",11,"Small","Tier 2","Supermarket Type1",2940
14.5,"Regular",0.06904249,"Canned",41,"OUT010",15,"Small","Tier 3","Grocery Store",42
12.6,"LF",0,"Health and Hygiene",40,"OUT019",28,"Small","Tier 1","Grocery Store",80
14.1,"LF",0.087977262,"Dairy",229,"OUT035",9,"Small","Tier 2","Supermarket Type1",3225
12.6,"LF",0.063462048,"Frozen Foods",158,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1721
20.75,"LF",0,"Soft Drinks",153,"OUT035",9,"Small","Tier 2","Supermarket Type1",2429
18.1,"LF",0.048931174,"Household",127,"OUT035",9,"Small","Tier 2","Supermarket Type1",1151
9.3,"LF",0.016054884,"Dairy",250,"OUT045",11,"Small","Tier 2","Supermarket Type1",5976
12.1,"LF",0.030188505,"Canned",77,"OUT045",11,"Small","Tier 2","Supermarket Type1",613
13.5,"LF",0.07266912,"Household",160,"OUT046",16,"Small","Tier 1","Supermarket Type1",1438
16.7,"LF",0.022047313,"Dairy",110,"OUT013",26,"High","Tier 3","Supermarket Type1",1890
17.25,"Regular",0.125224466,"Breakfast",41,"OUT046",16,"Small","Tier 1","Supermarket Type1",679
12.6,"LF",0.027183141,"Fruits and Vegetables",100,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3869
12.6,"LF",0.157528118,"Dairy",143,"OUT019",28,"Small","Tier 1","Grocery Store",142
15.7,"LF",0.030751366,"Hard Drinks",43,"OUT049",14,"Medium","Tier 1","Supermarket Type1",952
17.25,"LF",0.035064318,"Dairy",92,"OUT046",16,"Small","Tier 1","Supermarket Type1",1305
13.8,"LF",0.058091482,"Dairy",245,"OUT035",9,"Small","Tier 2","Supermarket Type1",5651
8.71,"LF",0.121936216,"Canned",94,"OUT017",6,"Small","Tier 2","Supermarket Type1",2629
7.39,"LF",0.120258245,"Others",142,"OUT035",9,"Small","Tier 2","Supermarket Type1",2290
15,"LF",0.046447328,"Breads",122,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2437
4.62,"Regular",0.101812521,"Canned",232,"OUT035",9,"Small","Tier 2","Supermarket Type1",5127
9.7,"Regular",0.128805815,"Baking Goods",224,"OUT018",4,"Medium","Tier 3","Supermarket Type2",5851
8.21,"LF",0.044925784,"Dairy",86,"OUT046",16,"Small","Tier 1","Supermarket Type1",1570
11.5,"Regular",0.062885197,"Snack Foods",107,"OUT010",15,"Small","Tier 3","Grocery Store",543
19.6,"LF",0.042324556,"Health and Hygiene",151,"OUT010",15,"Small","Tier 3","Grocery Store",304
5.79,"Regular",0.040587146,"Snack Foods",180,"OUT017",6,"Small","Tier 2","Supermarket Type1",1258
12.8,"LF",0.02299122,"Fruits and Vegetables",115,"OUT045",11,"Small","Tier 2","Supermarket Type1",1738
6.43,"LF",0.105742544,"Breakfast",131,"OUT010",15,"Small","Tier 3","Grocery Store",131
17.25,"LF",0,"Frozen Foods",38,"OUT010",15,"Small","Tier 3","Grocery Store",196
21.35,"LF",0.068809463,"Canned",259,"OUT035",9,"Small","Tier 2","Supermarket Type1",5207
12.15,"Regular",0.058663727,"Fruits and Vegetables",164,"OUT018",4,"Medium","Tier 3","Supermarket Type2",3249
18.6,"LF",0.152294691,"Breakfast",99,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1508
21.25,"LF",0.01001904,"Meat",185,"OUT045",11,"Small","Tier 2","Supermarket Type1",368
6.85,"LF",0.02288328,"Frozen Foods",261,"OUT046",16,"Small","Tier 1","Supermarket Type1",2878
8.21,"LF",0.044917289,"Dairy",89,"OUT035",9,"Small","Tier 2","Supermarket Type1",1134
8.65,"LF",0.021581922,"Canned",53,"OUT035",9,"Small","Tier 2","Supermarket Type1",1210
17.85,"Regular",0.046608497,"Fruits and Vegetables",123,"OUT046",16,"Small","Tier 1","Supermarket Type1",3096
18.25,"LF",0.012264903,"Fruits and Vegetables",163,"OUT013",26,"High","Tier 3","Supermarket Type1",3398
6.4,"LF",0.084885375,"Frozen Foods",39,"OUT049",14,"Medium","Tier 1","Supermarket Type1",702
13.15,"LF",0.024701262,"Household",177,"OUT045",11,"Small","Tier 2","Supermarket Type1",2133
8.24,"LF",0.0828941,"Baking Goods",149,"OUT017",6,"Small","Tier 2","Supermarket Type1",1921
6.77,"Regular",0.087260103,"Frozen Foods",105,"OUT046",16,"Small","Tier 1","Supermarket Type1",2091
10.5,"LF",0.027271252,"Household",172,"OUT035",9,"Small","Tier 2","Supermarket Type1",2567
15.85,"LF",0.069100548,"Breads",217,"OUT046",16,"Small","Tier 1","Supermarket Type1",4137
4.56,"Regular",0.034357169,"Frozen Foods",113,"OUT046",16,"Small","Tier 1","Supermarket Type1",2685
12.6,"LF",0.056161529,"Baking Goods",247,"OUT027",28,"Medium","Tier 3","Supermarket Type3",5681
20.75,"LF",0.108930629,"Snack Foods",161,"OUT045",11,"Small","Tier 2","Supermarket Type1",1444
18.75,"LF",0.052766297,"Snack Foods",190,"OUT013",26,"High","Tier 3","Supermarket Type1",2493
9,"LF",0.085938463,"Snack Foods",169,"OUT035",9,"Small","Tier 2","Supermarket Type1",1342
9,"LF",0.019586115,"Household",170,"OUT018",4,"Medium","Tier 3","Supermarket Type2",4211
9.7,"LF",0.114170506,"Health and Hygiene",159,"OUT045",11,"Small","Tier 2","Supermarket Type1",1743
12.3,"LF",0,"Baking Goods",37,"OUT013",26,"High","Tier 3","Supermarket Type1",706
8.68,"LF",0.01478914,"Frozen Foods",98,"OUT010",15,"Small","Tier 3","Grocery Store",99
20.25,"Regular",0.018789455,"Fruits and Vegetables",222,"OUT013",26,"High","Tier 3","Supermarket Type1",3113
20.35,"LF",0.142393712,"Snack Foods",123,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1470
18.7,"LF",0.03761584,"Fruits and Vegetables",109,"OUT035",9,"Small","Tier 2","Supermarket Type1",1890
11,"LF",0.037971697,"Health and Hygiene",39,"OUT045",11,"Small","Tier 2","Supermarket Type1",519
12.6,"LF",0.048741487,"Breads",60,"OUT013",26,"High","Tier 3","Supermarket Type1",991
15,"Regular",0.077949334,"Meat",239,"OUT013",26,"High","Tier 3","Supermarket Type1",2133
18.35,"LF",0.030619301,"Health and Hygiene",194,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2886
16,"LF",0.040945898,"Snack Foods",143,"OUT046",16,"Small","Tier 1","Supermarket Type1",2258
12.6,"LF",0.031743707,"Dairy",179,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1606
12.6,"LF",0.033777629,"Frozen Foods",223,"OUT027",28,"Medium","Tier 3","Supermarket Type3",7073
6.59,"LF",0.026238087,"Household",122,"OUT045",11,"Small","Tier 2","Supermarket Type1",2410
7.02,"LF",0,"Fruits and Vegetables",148,"OUT018",4,"Medium","Tier 3","Supermarket Type2",891
12.6,"LF",0.028723187,"Health and Hygiene",132,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3635
19.7,"LF",0.024756031,"Soft Drinks",84,"OUT018",4,"Medium","Tier 3","Supermarket Type2",248
16.5,"LF",0.074245348,"Canned",208,"OUT017",6,"Small","Tier 2","Supermarket Type1",4762
12.6,"LF",0.037505332,"Snack Foods",126,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4256
8.6,"LF",0.069809115,"Household",91,"OUT017",6,"Small","Tier 2","Supermarket Type1",730
12.6,"Regular",0.132630345,"Baking Goods",264,"OUT019",28,"Small","Tier 1","Grocery Store",791
13.8,"Regular",0.056872392,"Snack Foods",231,"OUT046",16,"Small","Tier 1","Supermarket Type1",5097
7.6,"Regular",0.238366442,"Starchy Foods",172,"OUT010",15,"Small","Tier 3","Grocery Store",852
10.2,"LF",0.051661272,"Breads",33,"OUT046",16,"Small","Tier 1","Supermarket Type1",849
4.56,"Regular",0.034328578,"Frozen Foods",110,"OUT013",26,"High","Tier 3","Supermarket Type1",1230
7.33,"LF",0.093765794,"Fruits and Vegetables",90,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1733
7.11,"LF",0.075000682,"Household",61,"OUT010",15,"Small","Tier 3","Grocery Store",296
12.6,"LF",0.020460284,"Others",82,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2175
9.3,"LF",0.028516696,"Baking Goods",195,"OUT035",9,"Small","Tier 2","Supermarket Type1",3111
9,"LF",0,"Canned",80,"OUT035",9,"Small","Tier 2","Supermarket Type1",1650
15.7,"LF",0.073816097,"Baking Goods",253,"OUT045",11,"Small","Tier 2","Supermarket Type1",2013
20.35,"LF",0.021413346,"Household",76,"OUT018",4,"Medium","Tier 3","Supermarket Type2",463
12.6,"LF",0.173324207,"Frozen Foods",40,"OUT019",28,"Small","Tier 1","Grocery Store",39
14.15,"LF",0.008811818,"Household",197,"OUT045",11,"Small","Tier 2","Supermarket Type1",2750
7.24,"LF",0,"Snack Foods",197,"OUT035",9,"Small","Tier 2","Supermarket Type1",2349
17.25,"LF",0.113518466,"Household",254,"OUT046",16,"Small","Tier 1","Supermarket Type1",5033
12.6,"Regular",0.1107011,"Dairy",89,"OUT019",28,"Small","Tier 1","Grocery Store",352
7.24,"LF",0.058121214,"Snack Foods",116,"OUT035",9,"Small","Tier 2","Supermarket Type1",1382
12.6,"LF",0.044248175,"Snack Foods",126,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3669
8.66,"Regular",0.088693595,"Snack Foods",123,"OUT017",6,"Small","Tier 2","Supermarket Type1",2181
19.35,"Regular",0.018667601,"Snack Foods",113,"OUT017",6,"Small","Tier 2","Supermarket Type1",2908
9.2,"Regular",0.078502143,"Meat",109,"OUT017",6,"Small","Tier 2","Supermarket Type1",2589
5.64,"LF",0,"Baking Goods",149,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1198
5.86,"Regular",0.151087845,"Meat",155,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1551
10.3,"Regular",0.030563449,"Fruits and Vegetables",114,"OUT035",9,"Small","Tier 2","Supermarket Type1",2634
20.75,"LF",0.025130632,"Health and Hygiene",150,"OUT046",16,"Small","Tier 1","Supermarket Type1",2524
18.1,"LF",0.178694026,"Dairy",159,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1571
20.7,"LF",0.092834313,"Dairy",78,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2220
16.35,"LF",0.034726222,"Household",126,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3036
8.94,"LF",0.04026424,"Frozen Foods",53,"OUT045",11,"Small","Tier 2","Supermarket Type1",809
17.75,"Regular",0.156831826,"Dairy",241,"OUT046",16,"Small","Tier 1","Supermarket Type1",1202
20.25,"Regular",0.014781046,"Dairy",194,"OUT013",26,"High","Tier 3","Supermarket Type1",3463
13,"LF",0.099887103,"Household",46,"OUT017",6,"Small","Tier 2","Supermarket Type1",839
19.7,"LF",0.038815341,"Hard Drinks",124,"OUT045",11,"Small","Tier 2","Supermarket Type1",1888
12.1,"LF",0.040521714,"Fruits and Vegetables",179,"OUT018",4,"Medium","Tier 3","Supermarket Type2",5552
18.2,"LF",0.162960415,"Health and Hygiene",44,"OUT013",26,"High","Tier 3","Supermarket Type1",1071
14.15,"LF",0.095378221,"Soft Drinks",171,"OUT046",16,"Small","Tier 1","Supermarket Type1",2396
5.04,"Regular",0.080072603,"Breads",228,"OUT045",11,"Small","Tier 2","Supermarket Type1",2505
20.85,"LF",0.032580705,"Baking Goods",180,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2157
9,"LF",0.08630486,"Snack Foods",168,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2181
12.6,"Regular",0.033276066,"Meat",154,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3723
8.28,"LF",0.110739031,"Household",103,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2404
21.1,"Regular",0.161504957,"Fruits and Vegetables",65,"OUT046",16,"Small","Tier 1","Supermarket Type1",639
12.6,"Regular",0.012203915,"Snack Foods",133,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4350
5.04,"Regular",0,"Breads",228,"OUT046",16,"Small","Tier 1","Supermarket Type1",4782
12.6,"LF",0.057512481,"Fruits and Vegetables",63,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1593
11,"LF",0.008960445,"Meat",119,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1696
7.27,"Regular",0.020865797,"Canned",90,"OUT018",4,"Medium","Tier 3","Supermarket Type2",815
12.6,"LF",0.054720642,"Frozen Foods",108,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2388
6.58,"Regular",0.07549348,"Breads",144,"OUT035",9,"Small","Tier 2","Supermarket Type1",3338
13.65,"LF",0.077390746,"Health and Hygiene",55,"OUT045",11,"Small","Tier 2","Supermarket Type1",679
20.1,"Regular",0.054549098,"Fruits and Vegetables",194,"OUT013",26,"High","Tier 3","Supermarket Type1",1158
16.7,"Regular",0.120137953,"Fruits and Vegetables",181,"OUT017",6,"Small","Tier 2","Supermarket Type1",3079
12.5,"Regular",0.109971578,"Fruits and Vegetables",83,"OUT035",9,"Small","Tier 2","Supermarket Type1",578
9,"Regular",0.069196376,"Breakfast",54,"OUT049",14,"Medium","Tier 1","Supermarket Type1",718
6.59,"LF",0.105577348,"Fruits and Vegetables",86,"OUT035",9,"Small","Tier 2","Supermarket Type1",1929
9.29,"Regular",0.021049215,"Snack Foods",161,"OUT045",11,"Small","Tier 2","Supermarket Type1",2407
13.65,"LF",0.065576228,"Frozen Foods",48,"OUT013",26,"High","Tier 3","Supermarket Type1",643
13.5,"LF",0.055301055,"Health and Hygiene",35,"OUT017",6,"Small","Tier 2","Supermarket Type1",318
12.6,"LF",0.085715273,"Frozen Foods",147,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1774
13.65,"LF",0.03595391,"Snack Foods",185,"OUT035",9,"Small","Tier 2","Supermarket Type1",3147
12.6,"Regular",0.066336811,"Baking Goods",154,"OUT019",28,"Small","Tier 1","Grocery Store",618
9.06,"LF",0.009816092,"Others",212,"OUT018",4,"Medium","Tier 3","Supermarket Type2",3622
20.25,"LF",0.02593166,"Household",183,"OUT013",26,"High","Tier 3","Supermarket Type1",3079
19.25,"LF",0.107940533,"Household",36,"OUT013",26,"High","Tier 3","Supermarket Type1",306
14.3,"LF",0.122761775,"Dairy",124,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2094
9.8,"LF",0.047178116,"Baking Goods",99,"OUT035",9,"Small","Tier 2","Supermarket Type1",2429
14.3,"LF",0.026299797,"Frozen Foods",79,"OUT013",26,"High","Tier 3","Supermarket Type1",1743
12.6,"Regular",0.07278643,"Frozen Foods",49,"OUT019",28,"Small","Tier 1","Grocery Store",192
16.6,"LF",0.135620265,"Hard Drinks",173,"OUT013",26,"High","Tier 3","Supermarket Type1",2932
12.6,"LF",0.041683481,"Soft Drinks",31,"OUT027",28,"Medium","Tier 3","Supermarket Type3",899
7.29,"LF",0.031151633,"Household",173,"OUT046",16,"Small","Tier 1","Supermarket Type1",4903
8.96,"Regular",0.068925304,"Fruits and Vegetables",197,"OUT035",9,"Small","Tier 2","Supermarket Type1",2759
11.4,"LF",0.009878459,"Health and Hygiene",48,"OUT046",16,"Small","Tier 1","Supermarket Type1",1312
17.6,"LF",0.010096684,"Snack Foods",160,"OUT017",6,"Small","Tier 2","Supermarket Type1",2599
6.69,"Regular",0.036910398,"Meat",175,"OUT046",16,"Small","Tier 1","Supermarket Type1",2117
16.85,"LF",0.233356571,"Snack Foods",147,"OUT010",15,"Small","Tier 3","Grocery Store",439
12.6,"LF",0.082440705,"Household",61,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2043
20.5,"Regular",0.112410046,"Fruits and Vegetables",192,"OUT046",16,"Small","Tier 1","Supermarket Type1",3875
12.6,"Regular",0.013529884,"Fruits and Vegetables",106,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1402
19,"LF",0.216478153,"Household",190,"OUT010",15,"Small","Tier 3","Grocery Store",567
16.2,"LF",0.01940856,"Soft Drinks",157,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3739
8.6,"LF",0.069524391,"Household",92,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2372
7.55,"Regular",0.031007381,"Fruits and Vegetables",123,"OUT045",11,"Small","Tier 2","Supermarket Type1",2083
20.2,"LF",0.112495847,"Household",124,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1121
6.24,"LF",0.020229757,"Household",261,"OUT049",14,"Medium","Tier 1","Supermarket Type1",5957
12.6,"LF",0.196659953,"Household",126,"OUT019",28,"Small","Tier 1","Grocery Store",249
19.6,"Regular",0.041806702,"Frozen Foods",49,"OUT017",6,"Small","Tier 2","Supermarket Type1",527
19.85,"LF",0.008762556,"Dairy",267,"OUT010",15,"Small","Tier 3","Grocery Store",265
7.22,"Regular",0.038477325,"Baking Goods",63,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1139
16.5,"Regular",0,"Baking Goods",96,"OUT046",16,"Small","Tier 1","Supermarket Type1",3013
11.1,"LF",0.059968347,"Fruits and Vegetables",153,"OUT045",11,"Small","Tier 2","Supermarket Type1",1663
12.6,"LF",0.114771298,"Frozen Foods",94,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3904
13.3,"LF",0.009581155,"Snack Foods",65,"OUT046",16,"Small","Tier 1","Supermarket Type1",1645
16,"LF",0.072608647,"Household",228,"OUT013",26,"High","Tier 3","Supermarket Type1",5298
16.5,"LF",0.07376631,"Canned",209,"OUT013",26,"High","Tier 3","Supermarket Type1",2692
12.6,"LF",0.003574698,"Hard Drinks",155,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3230
12.6,"LF",0.056019324,"Frozen Foods",40,"OUT027",28,"Medium","Tier 3","Supermarket Type3",419
16.7,"Regular",0.052517969,"Frozen Foods",115,"OUT045",11,"Small","Tier 2","Supermarket Type1",687
7.21,"Regular",0.14460413,"Snack Foods",103,"OUT035",9,"Small","Tier 2","Supermarket Type1",2153
12.6,"LF",0.016956266,"Health and Hygiene",109,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2432
20.1,"Regular",0.054410179,"Frozen Foods",151,"OUT013",26,"High","Tier 3","Supermarket Type1",2720
5.88,"LF",0,"Frozen Foods",154,"OUT046",16,"Small","Tier 1","Supermarket Type1",1999
9.4,"LF",0.040187877,"Others",86,"OUT017",6,"Small","Tier 2","Supermarket Type1",1594
7.66,"LF",0.032009653,"Canned",117,"OUT045",11,"Small","Tier 2","Supermarket Type1",2433
11.3,"LF",0.04767798,"Household",181,"OUT013",26,"High","Tier 3","Supermarket Type1",3775
19.2,"LF",0.100055601,"Frozen Foods",112,"OUT035",9,"Small","Tier 2","Supermarket Type1",1223
16.2,"LF",0.105498192,"Canned",101,"OUT010",15,"Small","Tier 3","Grocery Store",399
20.35,"LF",0.060699725,"Baking Goods",233,"OUT046",16,"Small","Tier 1","Supermarket Type1",6093
12.3,"LF",0.009429612,"Baking Goods",71,"OUT045",11,"Small","Tier 2","Supermarket Type1",1099
12.6,"Regular",0.235859408,"Snack Foods",46,"OUT019",28,"Small","Tier 1","Grocery Store",46
16.35,"LF",0.058034349,"Household",125,"OUT010",15,"Small","Tier 3","Grocery Store",253
20.1,"Regular",0,"Frozen Foods",152,"OUT010",15,"Small","Tier 3","Grocery Store",151
12.6,"LF",0.032024659,"Meat",63,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1858
19.6,"LF",0.034093203,"Soft Drinks",57,"OUT017",6,"Small","Tier 2","Supermarket Type1",1492
21.25,"LF",0.016735879,"Meat",185,"OUT010",15,"Small","Tier 3","Grocery Store",184
12.35,"LF",0.100164204,"Fruits and Vegetables",114,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1594
11.8,"LF",0.022843501,"Health and Hygiene",178,"OUT046",16,"Small","Tier 1","Supermarket Type1",4622
12.6,"Regular",0.133347119,"Dairy",193,"OUT019",28,"Small","Tier 1","Grocery Store",975
7.94,"LF",0.031801103,"Household",262,"OUT045",11,"Small","Tier 2","Supermarket Type1",3156
12.6,"LF",0.015359722,"Household",164,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1973
20.35,"LF",0.089394766,"Dairy",260,"OUT013",26,"High","Tier 3","Supermarket Type1",2093
12.85,"LF",0.137786856,"Snack Foods",158,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2660
8.24,"LF",0.082427854,"Baking Goods",149,"OUT046",16,"Small","Tier 1","Supermarket Type1",2808
16.2,"LF",0.050545502,"Household",192,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1732
12.6,"Regular",0.08234117,"Meat",186,"OUT019",28,"Small","Tier 1","Grocery Store",1470
12.6,"LF",0.093010026,"Baking Goods",143,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3705
20.25,"Regular",0.102932246,"Canned",93,"OUT045",11,"Small","Tier 2","Supermarket Type1",1305
5.74,"LF",0.05696122,"Fruits and Vegetables",176,"OUT046",16,"Small","Tier 1","Supermarket Type1",1764
5.68,"Regular",0.023496967,"Snack Foods",156,"OUT046",16,"Small","Tier 1","Supermarket Type1",2828
5.88,"LF",0.0249887,"Household",150,"OUT018",4,"Medium","Tier 3","Supermarket Type2",447
8.97,"LF",0.093203257,"Household",53,"OUT045",11,"Small","Tier 2","Supermarket Type1",1037
12.6,"Regular",0.089120516,"Snack Foods",150,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3611
12.6,"LF",0.095919472,"Breads",163,"OUT027",28,"Medium","Tier 3","Supermarket Type3",5686
15.5,"Regular",0.07575107,"Baking Goods",263,"OUT046",16,"Small","Tier 1","Supermarket Type1",5800
15.85,"LF",0.13727,"Canned",94,"OUT017",6,"Small","Tier 2","Supermarket Type1",1904
4.61,"LF",0.123346085,"Hard Drinks",173,"OUT017",6,"Small","Tier 2","Supermarket Type1",3663
6.78,"LF",0.066892471,"Fruits and Vegetables",186,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1305
8.98,"Regular",0.088257771,"Canned",84,"OUT010",15,"Small","Tier 3","Grocery Store",170
8.8,"LF",0.071369947,"Snack Foods",209,"OUT013",26,"High","Tier 3","Supermarket Type1",2091
17.7,"Regular",0.042649476,"Frozen Foods",163,"OUT018",4,"Medium","Tier 3","Supermarket Type2",979
12.6,"Regular",0.075142108,"Breads",146,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3774
11.1,"LF",0.176069023,"Baking Goods",157,"OUT013",26,"High","Tier 3","Supermarket Type1",1902
14.35,"LF",0.080527065,"Baking Goods",79,"OUT013",26,"High","Tier 3","Supermarket Type1",719
8.93,"LF",0,"Household",54,"OUT013",26,"High","Tier 3","Supermarket Type1",995
12.6,"LF",0.088828418,"Breakfast",192,"OUT027",28,"Medium","Tier 3","Supermarket Type3",7944
9.1,"Regular",0.008027701,"Frozen Foods",81,"OUT013",26,"High","Tier 3","Supermarket Type1",2256
10.1,"LF",0.024201905,"Canned",115,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2796
14.75,"LF",0.033024328,"Health and Hygiene",237,"OUT018",4,"Medium","Tier 3","Supermarket Type2",3090
12.6,"LF",0.085538477,"Snack Foods",169,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3523
