Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,log_MRP,Outlet_Identifier,Establishment_Age,Outlet_Size,Outlet_Location_Type,Outlet_Type,log_sales
DRJ13,12.65,LF,0.062837968,Soft Drinks,2.208327931,OUT013,26,High,Tier 3,Supermarket Type1,3.381452092
NCO07,12.6,LF,0.017116983,Others,2.326245715,OUT019,28,Small,Tier 1,Grocery Store,2.328493769
FDW20,20.75,LF,0.024129332,Fruits and Vegetables,2.094027174,OUT013,26,High,Tier 3,Supermarket Type1,3.470726761
DRF27,12.6,LF,0.049754975,Dairy,2.182226284,OUT019,28,Small,Tier 1,Grocery Store,2.185071627
FDS49,9,LF,0,Canned,1.901809103,OUT035,9,Small,Tier 2,Supermarket Type1,3.217445093
FDX25,12.6,LF,0.101561568,Canned,2.25990241,OUT027,28,Medium,Tier 3,Supermarket Type3,3.491543275
NCX42,12.6,LF,0.005949644,Household,2.219198257,OUT027,28,Medium,Tier 3,Supermarket Type3,3.678438742
FDG33,12.6,Regular,0.13956116,Seafood,2.231664266,OUT027,28,Medium,Tier 3,Supermarket Type3,3.535993492
FDL56,14.1,LF,0.126035694,Fruits and Vegetables,1.936613257,OUT045,11,Small,Tier 2,Supermarket Type1,3.054558439
FDF14,7.55,LF,0.027164679,Canned,2.182796846,OUT035,9,Small,Tier 2,Supermarket Type1,3.415520548
NCD06,13,LF,0.099325278,Household,1.657113245,OUT046,16,Small,Tier 1,Supermarket Type1,2.782385183
DRM47,12.6,LF,0.04357366,Hard Drinks,2.285297555,OUT027,28,Medium,Tier 3,Supermarket Type3,3.360406934
FDS46,12.6,Regular,0.082741482,Snack Foods,2.07473674,OUT019,28,Small,Tier 1,Grocery Store,2.076196822
FDB35,12.3,Regular,0.064565202,Starchy Foods,1.96839141,OUT013,26,High,Tier 3,Supermarket Type1,3.285442172
FDX21,12.6,LF,0.084554569,Snack Foods,2.040962916,OUT027,28,Medium,Tier 3,Supermarket Type3,3.31694124
NCU05,12.6,LF,0.058451805,Health and Hygiene,1.902882562,OUT027,28,Medium,Tier 3,Supermarket Type3,2.383250416
NCR38,17.25,LF,0.113748685,Household,2.400317592,OUT045,11,Small,Tier 2,Supermarket Type1,3.832199355
NCR18,15.85,LF,0.020603511,Household,1.630541773,OUT017,6,Small,Tier 2,Supermarket Type1,2.805615024
NCU41,18.85,LF,0.052044976,Health and Hygiene,2.283718584,OUT035,9,Small,Tier 2,Supermarket Type1,3.511674609
FDY56,16.35,Regular,0.062764429,Fruits and Vegetables,2.357184088,OUT017,6,Small,Tier 2,Supermarket Type1,3.858693467
DRJ51,14.1,LF,0.087977262,Dairy,2.359962149,OUT035,9,Small,Tier 2,Supermarket Type1,3.508547925
FDK21,7.91,LF,0.010010425,Snack Foods,2.396270503,OUT035,9,Small,Tier 2,Supermarket Type1,3.574622895
FDY25,12,LF,0.033946163,Canned,2.253816629,OUT013,26,High,Tier 3,Supermarket Type1,3.536666296
FDU44,12.15,Regular,0.058414678,Fruits and Vegetables,2.213398741,OUT035,9,Small,Tier 2,Supermarket Type1,2.988884868
FDL43,10.1,LF,0.027106459,Meat,1.877181228,OUT049,14,Medium,Tier 1,Supermarket Type1,2.729139671
FDF05,17.5,LF,0.027022883,Frozen Foods,2.419114417,OUT017,6,Small,Tier 2,Supermarket Type1,3.720970882
DRF15,12.6,LF,0.058153409,Dairy,2.181940722,OUT019,28,Small,Tier 1,Grocery Store,2.486101623
FDL20,17.1,LF,0.128937661,Fruits and Vegetables,2.050722261,OUT018,4,Medium,Tier 3,Supermarket Type2,3.250180245
FDV32,7.79,LF,0.088846306,Fruits and Vegetables,1.788528955,OUT049,14,Medium,Tier 1,Supermarket Type1,2.880248642
FDJ34,11.8,Regular,0.09357779,Snack Foods,2.100268508,OUT013,26,High,Tier 3,Supermarket Type1,3.273592899
FDG08,13.15,Regular,0.165694678,Fruits and Vegetables,2.235216249,OUT045,11,Small,Tier 2,Supermarket Type1,3.577386178
FDQ04,12.6,LF,0.148392623,Frozen Foods,1.618880307,OUT019,28,Small,Tier 1,Grocery Store,1.61573548
FDW13,8.5,LF,0.098438394,Canned,1.708696178,OUT017,6,Small,Tier 2,Supermarket Type1,2.414408398
NCI17,8.65,LF,0.143303291,Health and Hygiene,1.98381115,OUT013,26,High,Tier 3,Supermarket Type1,2.285741789
FDY03,17.6,Regular,0.076276208,Meat,2.045010644,OUT045,11,Small,Tier 2,Supermarket Type1,3.227321754
FDS12,9.1,LF,0.175103435,Baking Goods,2.105633473,OUT017,6,Small,Tier 2,Supermarket Type1,3.668007319
FDJ55,12.8,Regular,0.023511371,Meat,2.353993893,OUT013,26,High,Tier 3,Supermarket Type1,3.694683172
DRK01,7.63,LF,0.06105276,Soft Drinks,1.979746812,OUT035,9,Small,Tier 2,Supermarket Type1,3.151723394
FDG28,9.29,Regular,0.049559042,Frozen Foods,2.391666084,OUT017,6,Small,Tier 2,Supermarket Type1,3.088161614
FDY38,13.6,Regular,0.119418124,Dairy,2.363668378,OUT045,11,Small,Tier 2,Supermarket Type1,3.729139671
FDN01,8.9,LF,0.072545601,Breakfast,2.246097091,OUT045,11,Small,Tier 2,Supermarket Type1,3.246589665
NCR54,16.35,LF,0.090486828,Household,2.290504286,OUT013,26,High,Tier 3,Supermarket Type1,3.407109159
FDG29,17.6,LF,0.056245075,Frozen Foods,1.636943015,OUT013,26,High,Tier 3,Supermarket Type1,3.002895582
FDG24,7.98,LF,0.014618973,Baking Goods,1.93056701,OUT013,26,High,Tier 3,Supermarket Type1,3.034197156
FDG59,15.85,LF,0.043479126,Starchy Foods,1.564860093,OUT017,6,Small,Tier 2,Supermarket Type1,2.489861771
FDM28,15.7,LF,0.045166237,Frozen Foods,2.252041914,OUT013,26,High,Tier 3,Supermarket Type1,3.400835591
FDW04,8.99,Regular,0.057827101,Frozen Foods,2.110020378,OUT046,16,Small,Tier 1,Supermarket Type1,3.154771087
FDS26,20.35,LF,0.089394766,Dairy,2.415239522,OUT013,26,High,Tier 3,Supermarket Type1,3.320826328
FDQ56,6.59,LF,0.10550944,Fruits and Vegetables,1.932934197,OUT013,26,High,Tier 3,Supermarket Type1,3.285442172
FDK51,19.85,LF,0.005234153,Dairy,2.421749325,OUT035,9,Small,Tier 2,Supermarket Type1,3.765649544
FDL22,16.85,LF,0.036390174,Snack Foods,1.961178011,OUT046,16,Small,Tier 1,Supermarket Type1,3.318610535
FDH19,12.6,LF,0.03292824,Meat,2.238482187,OUT027,28,Medium,Tier 3,Supermarket Type3,3.863233589
FDY55,16.75,LF,0.081252534,Fruits and Vegetables,2.409085338,OUT013,26,High,Tier 3,Supermarket Type1,3.872329093
FDY03,17.6,Regular,0.076552407,Meat,2.043441662,OUT017,6,Small,Tier 2,Supermarket Type1,2.653290487
FDK21,7.91,LF,0.016758569,Snack Foods,2.398705082,OUT010,15,Small,Tier 3,Grocery Store,2.699561631
FDZ10,12.6,LF,0.044248175,Snack Foods,2.101066237,OUT027,28,Medium,Tier 3,Supermarket Type3,3.56449539
FDZ32,7.79,Regular,0.038288087,Fruits and Vegetables,2.013664547,OUT018,4,Medium,Tier 3,Supermarket Type2,2.867098918
NCZ18,7.83,LF,0.186032678,Household,2.403240322,OUT035,9,Small,Tier 2,Supermarket Type1,3.784480008
NCF07,12.6,LF,0.031867464,Household,2.004328254,OUT027,28,Medium,Tier 3,Supermarket Type3,3.327406673
DRE49,20.75,LF,0.021370201,Soft Drinks,2.184698243,OUT017,6,Small,Tier 2,Supermarket Type1,3.357369897
FDJ08,12.6,LF,0.193772568,Fruits and Vegetables,2.279631816,OUT019,28,Small,Tier 1,Grocery Store,2.758346942
FDT39,6.26,Regular,0.009866049,Meat,2.179369648,OUT035,9,Small,Tier 2,Supermarket Type1,3.355460907
FDE08,18.2,LF,0.082551042,Fruits and Vegetables,2.168419103,OUT010,15,Small,Tier 3,Grocery Store,2.47267865
NCD06,13,LF,0.099729888,Household,1.665637267,OUT018,4,Medium,Tier 3,Supermarket Type2,2.747623077
FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,2.346699489,OUT035,9,Small,Tier 2,Supermarket Type1,3.745030266
NCT54,8.7,LF,0.119721451,Household,1.980046117,OUT049,14,Medium,Tier 1,Supermarket Type1,3.092623181
DRF49,7.27,LF,0.071222087,Soft Drinks,2.055194023,OUT045,11,Small,Tier 2,Supermarket Type1,2.755309906
FDM25,12.6,Regular,0.060371962,Breakfast,2.240726923,OUT027,28,Medium,Tier 3,Supermarket Type3,3.587370399
FDF20,12.85,LF,0.033287541,Fruits and Vegetables,2.297709749,OUT045,11,Small,Tier 2,Supermarket Type1,3.139733542
FDH27,7.08,LF,0.05858462,Dairy,2.154462927,OUT018,4,Medium,Tier 3,Supermarket Type2,3.271740894
FDV60,12.6,Regular,0.11679292,Baking Goods,2.292723351,OUT027,28,Medium,Tier 3,Supermarket Type3,3.740323838
FDY59,8.2,LF,0.031452265,Baking Goods,1.974724413,OUT049,14,Medium,Tier 1,Supermarket Type1,2.966358591
FDK36,7.09,LF,0.00721395,Baking Goods,1.680366339,OUT035,9,Small,Tier 2,Supermarket Type1,2.765847897
NCM31,6.1,LF,0.081196619,Others,2.150496706,OUT046,16,Small,Tier 1,Supermarket Type1,3.151723394
FDE33,19.35,Regular,0.049916364,Fruits and Vegetables,1.904522964,OUT017,6,Small,Tier 2,Supermarket Type1,2.974407044
FDU36,6.15,LF,0.04627095,Baking Goods,1.997117161,OUT046,16,Small,Tier 1,Supermarket Type1,3.373816748
FDV13,12.6,Regular,0.02747716,Canned,1.9444116,OUT027,28,Medium,Tier 3,Supermarket Type3,3.512119446
FDV20,12.6,Regular,0.104704537,Fruits and Vegetables,2.09783945,OUT019,28,Small,Tier 1,Grocery Store,2.405407154
NCQ54,17.7,LF,0.012540003,Household,2.22283972,OUT035,9,Small,Tier 2,Supermarket Type1,3.770532356
FDO23,17.85,LF,0.147023834,Breads,1.971941628,OUT018,4,Medium,Tier 3,Supermarket Type2,3.054813381
DRE60,9.4,LF,0.159657596,Soft Drinks,2.352128469,OUT045,11,Small,Tier 2,Supermarket Type1,3.886301625
DRP47,15.75,LF,0.141398626,Hard Drinks,2.398873953,OUT017,6,Small,Tier 2,Supermarket Type1,3.443375686
FDB21,7.48,LF,0.148821808,Fruits and Vegetables,2.382531044,OUT045,11,Small,Tier 2,Supermarket Type1,3.725673097
FDR04,7.08,LF,0,Frozen Foods,1.991256209,OUT018,4,Medium,Tier 3,Supermarket Type2,2.941939156
FDX23,6.45,LF,0.029691762,Baking Goods,1.966815423,OUT046,16,Small,Tier 1,Supermarket Type1,3.01702482
FDX19,19.1,LF,0.096715523,Fruits and Vegetables,2.37124487,OUT035,9,Small,Tier 2,Supermarket Type1,3.48259426
FDD40,20.25,Regular,0.014790559,Dairy,2.286941692,OUT035,9,Small,Tier 2,Supermarket Type1,3.585271629
FDA01,15,Regular,0.054378253,Canned,1.772251275,OUT046,16,Small,Tier 1,Supermarket Type1,2.722068972
FDS33,6.67,Regular,0.123428594,Snack Foods,1.950128168,OUT046,16,Small,Tier 1,Supermarket Type1,3.378559196
FDM50,12.6,Regular,0.029943463,Canned,1.779755175,OUT027,28,Medium,Tier 3,Supermarket Type3,3.224744332
FDB29,16.7,Regular,0.052368061,Frozen Foods,2.051991733,OUT013,26,High,Tier 3,Supermarket Type1,2.903970278
FDF46,7.07,LF,0.093861144,Snack Foods,2.062895466,OUT045,11,Small,Tier 2,Supermarket Type1,3.102782579
FDA33,6.48,LF,0.033968647,Snack Foods,2.170284016,OUT045,11,Small,Tier 2,Supermarket Type1,2.947848016
FDC08,19,Regular,0.173154079,Fruits and Vegetables,2.358452644,OUT010,15,Small,Tier 3,Grocery Store,2.655852704
FDB53,13.35,LF,0.139735226,Frozen Foods,2.168907424,OUT045,11,Small,Tier 2,Supermarket Type1,3.588565157
FDY31,12.6,LF,0.043351896,Fruits and Vegetables,2.166257783,OUT027,28,Medium,Tier 3,Supermarket Type3,3.644857319
DRQ35,12.6,LF,0.042086652,Hard Drinks,2.087919065,OUT027,28,Medium,Tier 3,Supermarket Type3,3.736309412
FDX36,9.7,Regular,0.12848269,Baking Goods,2.35013245,OUT049,14,Medium,Tier 1,Supermarket Type1,3.694683172
DRD13,15,LF,0.049357077,Soft Drinks,1.796690869,OUT017,6,Small,Tier 2,Supermarket Type1,2.981706283
FDC52,11.15,Regular,0.008326735,Dairy,2.176006708,OUT017,6,Small,Tier 2,Supermarket Type1,3.291395582
FDB45,20.85,LF,0.021362955,Fruits and Vegetables,2.013808452,OUT049,14,Medium,Tier 1,Supermarket Type1,3.380971279
NCK19,9.8,LF,0.151420934,Others,2.288579629,OUT010,15,Small,Tier 3,Grocery Store,2.588266775
FDV51,16.35,LF,0.032511818,Meat,2.217705509,OUT013,26,High,Tier 3,Supermarket Type1,2.997694388
FDZ35,9.6,Regular,0.022323658,Breads,2.005605158,OUT045,11,Small,Tier 2,Supermarket Type1,3.24412441
NCW17,12.6,LF,0.019292355,Health and Hygiene,2.113941348,OUT027,28,Medium,Tier 3,Supermarket Type3,3.523874448
FDV59,13.35,LF,0.048124443,Breads,2.335892179,OUT045,11,Small,Tier 2,Supermarket Type1,3.593164049
DRH39,20.7,LF,0.09261307,Dairy,1.88290573,OUT013,26,High,Tier 3,Supermarket Type1,2.486101623
FDN60,12.6,LF,0.094697274,Baking Goods,2.199920748,OUT027,28,Medium,Tier 3,Supermarket Type3,3.631284512
FDU55,16.2,LF,0.035984104,Fruits and Vegetables,2.416020738,OUT045,11,Small,Tier 2,Supermarket Type1,3.64596947
FDN58,12.6,Regular,0.056596985,Snack Foods,2.363608972,OUT027,28,Medium,Tier 3,Supermarket Type3,3.966983026
FDC41,12.6,LF,0.2047,Frozen Foods,1.885739932,OUT019,28,Small,Tier 1,Grocery Store,2.361162886
FDO01,12.6,Regular,0.020618324,Breakfast,2.111932263,OUT027,28,Medium,Tier 3,Supermarket Type3,3.313021082
NCO43,5.5,LF,0.04709821,Others,2.005616305,OUT046,16,Small,Tier 1,Supermarket Type1,3.523701319
FDQ07,15.1,Regular,0.087584126,Fruits and Vegetables,2.345855011,OUT045,11,Small,Tier 2,Supermarket Type1,3.806879872
FDF28,15.7,Regular,0.038078899,Frozen Foods,2.089568138,OUT017,6,Small,Tier 2,Supermarket Type1,3.29930538
FDM01,7.9,Regular,0.095102092,Breakfast,2.018838586,OUT017,6,Small,Tier 2,Supermarket Type1,3.458022543
FDY49,12.6,Regular,0.011953902,Canned,2.216214477,OUT027,28,Medium,Tier 3,Supermarket Type3,3.448244393
FDR24,17.35,Regular,0.062799379,Baking Goods,1.94538487,OUT013,26,High,Tier 3,Supermarket Type1,2.73182881
NCY18,7.29,LF,0.031125709,Household,2.241310842,OUT013,26,High,Tier 3,Supermarket Type1,3.641239548
NCY30,20.25,LF,0.026005891,Household,2.257672816,OUT045,11,Small,Tier 2,Supermarket Type1,3.434003954
FDJ22,12.6,LF,0.09246392,Snack Foods,2.280920572,OUT019,28,Small,Tier 1,Grocery Store,2.583766274
DRI37,15.85,LF,0.107765165,Soft Drinks,1.775176301,OUT049,14,Medium,Tier 1,Supermarket Type1,2.847007709
FDL27,6.17,LF,0.010647477,Meat,1.822054258,OUT049,14,Medium,Tier 1,Supermarket Type1,3.28723678
NCO30,19.5,LF,0.015749341,Household,2.260693272,OUT049,14,Medium,Tier 1,Supermarket Type1,3.519525378
NCB07,19.2,LF,0.077628053,Household,2.295811116,OUT049,14,Medium,Tier 1,Supermarket Type1,3.497285789
FDX25,16.7,LF,0,Canned,2.258228173,OUT018,4,Medium,Tier 3,Supermarket Type2,3.407222389
FDP59,20.85,Regular,0.056695731,Breads,2.017303854,OUT018,4,Medium,Tier 3,Supermarket Type2,3.271740894
FDR59,14.5,Regular,0.063993068,Breads,2.415740036,OUT045,11,Small,Tier 2,Supermarket Type1,3.739955636
FDT27,11.4,Regular,0.069529262,Meat,2.367657027,OUT013,26,High,Tier 3,Supermarket Type1,3.784859802
DRI01,7.97,LF,0.034452949,Soft Drinks,2.240654564,OUT046,16,Small,Tier 1,Supermarket Type1,3.412734814
FDU09,7.71,Regular,0.06670068,Snack Foods,1.742690575,OUT049,14,Medium,Tier 1,Supermarket Type1,3.098885479
FDH26,19.25,Regular,0.034699737,Canned,2.151521842,OUT046,16,Small,Tier 1,Supermarket Type1,3.61207765
FDH27,7.08,LF,0.058346939,Dairy,2.152938687,OUT046,16,Small,Tier 1,Supermarket Type1,3.500220223
FDN39,12.6,Regular,0.065203103,Meat,2.22032152,OUT027,28,Medium,Tier 3,Supermarket Type3,3.701865586
FDH40,11.6,Regular,0.078929571,Frozen Foods,1.902696773,OUT046,16,Small,Tier 1,Supermarket Type1,3.055831657
FDJ56,12.6,LF,0.182514881,Fruits and Vegetables,1.994625054,OUT027,28,Medium,Tier 3,Supermarket Type3,3.430798814
DRN47,12.1,LF,0.016895293,Hard Drinks,2.25179877,OUT018,4,Medium,Tier 3,Supermarket Type2,2.953677559
NCO17,10,LF,0.073379745,Health and Hygiene,2.072779113,OUT046,16,Small,Tier 1,Supermarket Type1,3.440344132
FDX60,14.35,LF,0.08075758,Baking Goods,1.91326269,OUT045,11,Small,Tier 2,Supermarket Type1,2.943917722
FDT22,10.4,LF,0.112271498,Snack Foods,1.76508712,OUT049,14,Medium,Tier 1,Supermarket Type1,2.818978985
FDX26,12.6,LF,0.153741385,Dairy,2.261570217,OUT019,28,Small,Tier 1,Grocery Store,2.261094354
FDG45,8.1,LF,0.127929521,Fruits and Vegetables,2.325290248,OUT013,26,High,Tier 3,Supermarket Type1,3.557583395
FDD44,8.05,Regular,0.07838564,Fruits and Vegetables,2.409027428,OUT035,9,Small,Tier 2,Supermarket Type1,3.712084752
FDS15,9.2,Regular,0.078502143,Meat,2.036467602,OUT017,6,Small,Tier 2,Supermarket Type1,3.413070047
FDL51,20.7,Regular,0.047684831,Dairy,2.327537929,OUT018,4,Medium,Tier 3,Supermarket Type2,3.109350913
FDL32,15.7,Regular,0.123159656,Fruits and Vegetables,2.042001849,OUT017,6,Small,Tier 2,Supermarket Type1,3.090045758
FDZ07,12.6,Regular,0,Fruits and Vegetables,1.779736424,OUT027,28,Medium,Tier 3,Supermarket Type3,3.238984771
NCW53,12.6,LF,0.053392944,Health and Hygiene,2.287390074,OUT019,28,Small,Tier 1,Grocery Store,2.585271629
NCA54,16.5,LF,0.036715907,Household,2.255349224,OUT045,11,Small,Tier 2,Supermarket Type1,3.598735763
FDX09,9,LF,0.065236932,Snack Foods,2.246589665,OUT035,9,Small,Tier 2,Supermarket Type1,3.890042341
FDO51,6.79,Regular,0.041947547,Meat,1.615015261,OUT013,26,High,Tier 3,Supermarket Type1,2.908277366
FDW49,19.5,LF,0.082888496,Canned,2.251881941,OUT018,4,Medium,Tier 3,Supermarket Type2,3.098194111
FDB27,7.58,LF,0.055390121,Dairy,2.29065065,OUT046,16,Small,Tier 1,Supermarket Type1,3.7570335
FDF45,18.2,Regular,0.012194556,Fruits and Vegetables,1.7618557,OUT013,26,High,Tier 3,Supermarket Type1,3.165766472
FDV02,16.75,LF,0.060495243,Dairy,2.229964796,OUT013,26,High,Tier 3,Supermarket Type1,3.512030515
FDY28,7.47,Regular,0,Frozen Foods,2.331066348,OUT035,9,Small,Tier 2,Supermarket Type1,3.630878819
FDX31,12.6,Regular,0.014753811,Fruits and Vegetables,2.365105563,OUT027,28,Medium,Tier 3,Supermarket Type3,3.730378743
FDR43,12.6,LF,0.160707489,Fruits and Vegetables,1.58000069,OUT027,28,Medium,Tier 3,Supermarket Type3,3.120008981
FDP51,13.85,Regular,0.085622362,Meat,2.077049427,OUT018,4,Medium,Tier 3,Supermarket Type2,3.352517394
FDL52,6.64,Regular,0.046350909,Frozen Foods,1.57345878,OUT017,6,Small,Tier 2,Supermarket Type1,3.07058034
FDR44,6.11,Regular,0.102920886,Fruits and Vegetables,2.115599862,OUT046,16,Small,Tier 1,Supermarket Type1,3.546963626
FDB34,15.25,LF,0.026604781,Snack Foods,1.935607011,OUT035,9,Small,Tier 2,Supermarket Type1,2.785713126
FDC50,15.85,LF,0,Canned,1.98411938,OUT035,9,Small,Tier 2,Supermarket Type1,3.092623181
FDT57,15.2,LF,0.031860325,Snack Foods,2.371298439,OUT010,15,Small,Tier 3,Grocery Store,2.675823784
FDP22,12.6,Regular,0,Snack Foods,1.721535282,OUT027,28,Medium,Tier 3,Supermarket Type3,2.855962552
DRE49,20.75,LF,0.021250002,Soft Drinks,2.177543426,OUT046,16,Small,Tier 1,Supermarket Type1,3.411727559
FDM40,10.2,LF,0.159936948,Frozen Foods,2.15598972,OUT046,16,Small,Tier 1,Supermarket Type1,3.406995899
FDY32,7.61,LF,0.129503146,Fruits and Vegetables,2.214899455,OUT045,11,Small,Tier 2,Supermarket Type1,3.592721117
FDW07,18,Regular,0.142688846,Fruits and Vegetables,1.947195432,OUT046,16,Small,Tier 1,Supermarket Type1,2.901437941
FDU02,12.6,LF,0.179484411,Dairy,2.359712573,OUT019,28,Small,Tier 1,Grocery Store,2.961962225
NCF18,18.35,LF,0.089163056,Household,2.281829374,OUT045,11,Small,Tier 2,Supermarket Type1,3.5131852
FDQ56,6.59,LF,0.105761491,Fruits and Vegetables,1.928860626,OUT049,14,Medium,Tier 1,Supermarket Type1,3.224744332
FDN58,13.8,Regular,0.056960814,Snack Foods,2.361913599,OUT049,14,Medium,Tier 1,Supermarket Type1,3.569043017
FDG35,21.2,Regular,0.00704098,Starchy Foods,2.239484171,OUT046,16,Small,Tier 1,Supermarket Type1,3.47043322
FDY34,10.5,Regular,0.011026594,Snack Foods,2.221373024,OUT018,4,Medium,Tier 3,Supermarket Type2,3.423663121
NCE19,8.97,LF,0.093203257,Household,1.72259773,OUT045,11,Small,Tier 2,Supermarket Type1,3.015911244
NCK31,12.6,LF,0.026916794,Others,1.707285663,OUT027,28,Medium,Tier 3,Supermarket Type3,2.855962552
NCJ29,10.6,LF,0.035264298,Health and Hygiene,1.935116124,OUT045,11,Small,Tier 2,Supermarket Type1,2.629523765
FDT59,13.65,LF,0.015908424,Breads,2.363925461,OUT035,9,Small,Tier 2,Supermarket Type1,3.839541144
NCX41,19,LF,0.017719277,Health and Hygiene,2.324332674,OUT046,16,Small,Tier 1,Supermarket Type1,3.581043416
FDU45,12.6,Regular,0.035334201,Snack Foods,2.062024376,OUT027,28,Medium,Tier 3,Supermarket Type3,3.357369897
FDW24,12.6,LF,0.065652494,Baking Goods,1.689339054,OUT019,28,Small,Tier 1,Grocery Store,1.686666651
FDF22,6.87,LF,0.056919038,Snack Foods,2.328016112,OUT049,14,Medium,Tier 1,Supermarket Type1,3.761212587
FDM60,10.8,Regular,0.048143292,Baking Goods,1.604375114,OUT046,16,Small,Tier 1,Supermarket Type1,2.839122547
FDR02,16.7,LF,0.022047313,Dairy,2.042530624,OUT013,26,High,Tier 3,Supermarket Type1,3.276509183
DRP35,12.6,LF,0.090427268,Hard Drinks,2.101174968,OUT027,28,Medium,Tier 3,Supermarket Type3,3.504585028
FDS48,15.15,LF,0.027779254,Baking Goods,2.176585494,OUT046,16,Small,Tier 1,Supermarket Type1,3.17745223
NCZ42,10.5,LF,0,Household,2.377169237,OUT010,15,Small,Tier 3,Grocery Store,2.851915044
FDZ38,17.6,LF,0.008033611,Dairy,2.241153346,OUT018,4,Medium,Tier 3,Supermarket Type2,3.634583564
FDH19,19.35,LF,0.033088472,Meat,2.244212281,OUT046,16,Small,Tier 1,Supermarket Type1,2.717105553
NCB55,15.7,LF,0.160663021,Household,1.774197149,OUT046,16,Small,Tier 1,Supermarket Type1,2.918861833
FDC15,18.1,LF,0.178975721,Dairy,2.191810821,OUT017,6,Small,Tier 2,Supermarket Type1,3.196255794
FDF11,10.2,Regular,0.017627888,Starchy Foods,2.37958432,OUT035,9,Small,Tier 2,Supermarket Type1,3.380850993
FDW35,12.6,LF,0.0194158,Breads,1.619567038,OUT019,28,Small,Tier 1,Grocery Store,1.923714336
FDB44,6.66,LF,0.016993225,Fruits and Vegetables,2.324403053,OUT045,11,Small,Tier 2,Supermarket Type1,2.926463044
NCC06,19,LF,0.027139013,Household,2.104943018,OUT017,6,Small,Tier 2,Supermarket Type1,3.468372856
FDR04,7.08,LF,0.03777249,Frozen Foods,1.991256209,OUT010,15,Small,Tier 3,Grocery Store,2.464817901
FDB17,13.15,LF,0.036746479,Frozen Foods,2.258392055,OUT045,11,Small,Tier 2,Supermarket Type1,3.5131852
FDW43,20.1,Regular,0.022460102,Fruits and Vegetables,2.355649944,OUT049,14,Medium,Tier 1,Supermarket Type1,3.533461156
FDA27,20.35,Regular,0,Dairy,2.409539545,OUT018,4,Medium,Tier 3,Supermarket Type2,3.750097696
NCU41,18.85,LF,0.05213575,Health and Hygiene,2.279175347,OUT049,14,Medium,Tier 1,Supermarket Type1,3.825293732
FDY56,16.35,Regular,0.062508438,Fruits and Vegetables,2.356228991,OUT049,14,Medium,Tier 1,Supermarket Type1,3.751483498
FDV39,11.3,LF,0.007309544,Meat,2.292793289,OUT018,4,Medium,Tier 3,Supermarket Type2,3.694040249
FDN32,17.5,LF,0.015623754,Fruits and Vegetables,2.261564034,OUT018,4,Medium,Tier 3,Supermarket Type2,3.496272481
FDW07,18,Regular,0.142978223,Fruits and Vegetables,1.941766766,OUT045,11,Small,Tier 2,Supermarket Type1,2.901437941
FDZ27,7.94,LF,0.017191055,Dairy,1.71210228,OUT045,11,Small,Tier 2,Supermarket Type1,2.928853976
FDW23,12.6,LF,0.143592939,Baking Goods,1.57189974,OUT019,28,Small,Tier 1,Grocery Store,1.586771784
FDU01,20.25,Regular,0.011995271,Canned,2.266213816,OUT046,16,Small,Tier 1,Supermarket Type1,3.698752351
FDF10,15.5,Regular,0.15717236,Snack Foods,2.17359938,OUT049,14,Medium,Tier 1,Supermarket Type1,2.769796056
DRH03,12.6,LF,0.061393095,Dairy,1.962899448,OUT019,28,Small,Tier 1,Grocery Store,2.571531818
