Item_Identifier,Item_type_combined,Item_Weight,Item_Fat_Content,Item_Visibility_avg,Item_MRP,Outlet_Identifier,Years of Operation,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDG33,Food,12.79,Regular,2.116076987,170.4764,OUT027,28,Medium,Tier 3,Supermarket Type3,3435.528
FDL56,Food,14.1,Low Fat,1.91099896,86.4198,OUT045,11,Medium,Tier 2,Supermarket Type1,1133.8574
FDF14,Food,7.55,Low Fat,0.411880727,152.334,OUT035,9,Small,Tier 2,Supermarket Type1,2603.278
NCD06,Non-Consumable,13,Non-Edible,1.506005933,45.406,OUT046,16,Small,Tier 1,Supermarket Type1,605.878
DRM47,Drinks,12.79,Low Fat,0.660679656,192.8846,OUT027,28,Medium,Tier 3,Supermarket Type3,2293.0152
FDS46,Food,12.79,Regular,1.254556396,118.7782,OUT019,28,Small,Tier 1,Grocery Store,119.1782
FDB35,Food,12.3,Regular,0.978961038,92.9804,OUT013,26,High,Tier 3,Supermarket Type1,1929.4884
FDX21,Food,12.79,Low Fat,1.28204708,109.8912,OUT027,28,Medium,Tier 3,Supermarket Type3,2074.6328
NCU05,Non-Consumable,12.79,Non-Edible,0.886267493,79.9618,OUT027,28,Medium,Tier 3,Supermarket Type3,241.6854
NCR38,Non-Consumable,17.25,Non-Edible,1.724698868,251.3724,OUT045,11,Medium,Tier 2,Supermarket Type1,6795.1548
NCR18,Non-Consumable,15.85,Non-Edible,0.312397916,42.7112,OUT017,6,Medium,Tier 2,Supermarket Type1,639.168
NCU41,Non-Consumable,18.85,Non-Edible,0.789124825,192.1846,OUT035,9,Small,Tier 2,Supermarket Type1,3248.4382
FDY56,Food,16.35,Regular,0.951657064,227.6062,OUT017,6,Medium,Tier 2,Supermarket Type1,7222.5984
DRJ51,Drinks,14.1,Low Fat,1.333943194,229.0668,OUT035,9,Small,Tier 2,Supermarket Type1,3225.1352
FDK21,Food,7.905,Low Fat,0.151781699,249.0408,OUT035,9,Small,Tier 2,Supermarket Type1,3755.112
FDY25,Food,12,Low Fat,0.51470405,179.3976,OUT013,26,High,Tier 3,Supermarket Type1,3440.8544
FDU44,Food,12.15,Regular,0.88570456,163.4552,OUT035,9,Small,Tier 2,Supermarket Type1,974.7312
FDL43,Food,10.1,Low Fat,0.410997975,75.367,OUT049,14,Medium,Tier 1,Supermarket Type1,535.969
FDF05,Food,17.5,Low Fat,0.409730765,262.491,OUT017,6,Medium,Tier 2,Supermarket Type1,5259.82
DRF15,Drinks,12.79,Low Fat,0.881743105,152.034,OUT019,28,Small,Tier 1,Grocery Store,306.268
FDL20,Food,17.1,Low Fat,1.954999638,112.3886,OUT018,4,Medium,Tier 3,Supermarket Type2,1779.0176
FDV32,Food,7.785,Low Fat,1.347119955,61.451,OUT049,14,Medium,Tier 1,Supermarket Type1,759.012
FDJ34,Food,11.8,Regular,1.418860433,125.9704,OUT013,26,High,Tier 3,Supermarket Type1,1877.556
FDG08,Food,13.15,Regular,2.512322877,171.8764,OUT045,11,Medium,Tier 2,Supermarket Type1,3779.0808
FDQ04,Food,12.79,Low Fat,2.249982836,41.5796,OUT019,28,Small,Tier 1,Grocery Store,41.2796
FDW13,Food,8.5,Low Fat,1.492558676,51.1324,OUT017,6,Medium,Tier 2,Supermarket Type1,259.662
NCI17,Non-Consumable,8.645,Non-Edible,2.172816536,96.341,OUT013,26,High,Tier 3,Supermarket Type1,193.082
FDY03,Food,17.6,Regular,1.156527564,110.9202,OUT045,11,Medium,Tier 2,Supermarket Type1,1687.803
FDS12,Food,9.1,Low Fat,2.654981867,127.5362,OUT017,6,Medium,Tier 2,Supermarket Type1,4655.9394
FDJ55,Food,12.8,Regular,0.356487945,225.9404,OUT013,26,High,Tier 3,Supermarket Type1,4950.8888
DRK01,Drinks,7.63,Low Fat,0.925704117,95.4436,OUT035,9,Small,Tier 2,Supermarket Type1,1418.154
FDG28,Food,9.285,Regular,0.751432191,246.4144,OUT017,6,Medium,Tier 2,Supermarket Type1,1225.072
FDY38,Food,13.6,Regular,1.810660961,231.03,OUT045,11,Medium,Tier 2,Supermarket Type1,5359.69
FDN01,Food,8.895,Low Fat,1.099962746,176.237,OUT045,11,Medium,Tier 2,Supermarket Type1,1764.37
NCR54,Non-Consumable,16.35,Non-Edible,1.371994145,195.211,OUT013,26,High,Tier 3,Supermarket Type1,2553.343
FDG29,Food,17.6,Low Fat,0.852808252,43.3454,OUT013,26,High,Tier 3,Supermarket Type1,1006.6896
FDG24,Food,7.975,Low Fat,0.221658177,85.225,OUT013,26,High,Tier 3,Supermarket Type1,1081.925
FDG59,Food,15.85,Low Fat,0.659246297,36.7164,OUT017,6,Medium,Tier 2,Supermarket Type1,308.9312
FDM28,Food,15.7,Low Fat,0.684826887,178.666,OUT013,26,High,Tier 3,Supermarket Type1,2516.724
FDW04,Food,8.985,Regular,0.876795504,128.831,OUT046,16,Small,Tier 1,Supermarket Type1,1428.141
FDS26,Food,20.35,Low Fat,1.355435904,260.1594,OUT013,26,High,Tier 3,Supermarket Type1,2093.2752
FDQ56,Food,6.59,Low Fat,1.599772443,85.6908,OUT013,26,High,Tier 3,Supermarket Type1,1929.4884
FDK51,Food,19.85,Low Fat,0.079362128,264.0884,OUT035,9,Small,Tier 2,Supermarket Type1,5829.7448
FDL22,Food,16.85,Low Fat,0.551761033,91.4488,OUT046,16,Small,Tier 1,Supermarket Type1,2082.6224
FDH19,Food,12.79,Low Fat,0.499269932,173.1738,OUT027,28,Medium,Tier 3,Supermarket Type3,7298.4996
FDY55,Food,16.75,Low Fat,1.231980426,256.4988,OUT013,26,High,Tier 3,Supermarket Type1,7452.9652
FDY03,Food,17.6,Regular,1.160715394,110.5202,OUT017,6,Medium,Tier 2,Supermarket Type1,450.0808
FDK21,Food,7.905,Low Fat,0.254099509,250.4408,OUT010,15,Medium,Tier 3,Grocery Store,500.6816
FDZ10,Food,12.79,Low Fat,0.670906897,126.202,OUT027,28,Medium,Tier 3,Supermarket Type3,3668.558
FDZ32,Food,7.785,Regular,0.580537879,103.1964,OUT018,4,Medium,Tier 3,Supermarket Type2,736.3748
NCZ18,Non-Consumable,7.825,Non-Edible,2.820695018,253.0698,OUT035,9,Small,Tier 2,Supermarket Type1,6088.0752
NCF07,Non-Consumable,12.79,Non-Edible,0.483186061,101.0016,OUT027,28,Medium,Tier 3,Supermarket Type3,2125.2336
DRE49,Drinks,20.75,Low Fat,0.324022748,153.0024,OUT017,6,Medium,Tier 2,Supermarket Type1,2277.036
FDJ08,Food,12.79,Low Fat,2.938050041,190.3846,OUT019,28,Small,Tier 1,Grocery Store,573.2538
FDT39,Food,6.26,Regular,0.149592618,151.1366,OUT035,9,Small,Tier 2,Supermarket Type1,2267.049
FDE08,Food,18.2,Low Fat,1.251668876,147.3734,OUT010,15,Medium,Tier 3,Grocery Store,296.9468
NCD06,Non-Consumable,13,Non-Edible,1.512140777,46.306,OUT018,4,Medium,Tier 3,Supermarket Type2,559.272
FDB57,Food,20.25,Regular,0.285075913,222.1772,OUT035,9,Small,Tier 2,Supermarket Type1,5559.43
NCT54,Non-Consumable,8.695,Non-Edible,1.815260115,95.5094,OUT049,14,Medium,Tier 1,Supermarket Type1,1237.7222
DRF49,Drinks,7.27,Low Fat,1.079895146,113.5518,OUT045,11,Medium,Tier 2,Supermarket Type1,569.259
FDM25,Food,12.79,Regular,0.915381611,174.0712,OUT027,28,Medium,Tier 3,Supermarket Type3,3866.9664
FDF20,Food,12.85,Low Fat,0.504717784,198.4768,OUT045,11,Medium,Tier 2,Supermarket Type1,1379.5376
FDH27,Food,7.075,Low Fat,0.888281282,142.7128,OUT018,4,Medium,Tier 3,Supermarket Type2,1869.5664
FDV60,Food,12.79,Regular,1.770856664,196.211,OUT027,28,Medium,Tier 3,Supermarket Type3,5499.508
FDY59,Food,8.195,Low Fat,0.476890663,94.3462,OUT049,14,Medium,Tier 1,Supermarket Type1,925.462
FDK36,Food,7.09,Low Fat,0.10938053,47.9034,OUT035,9,Small,Tier 2,Supermarket Type1,583.2408
NCM31,Non-Consumable,6.095,Non-Edible,1.231132622,141.4154,OUT046,16,Small,Tier 1,Supermarket Type1,1418.154
FDE33,Food,19.35,Regular,0.756850037,80.2644,OUT017,6,Medium,Tier 2,Supermarket Type1,942.7728
FDU36,Food,6.15,Low Fat,0.701576946,99.3384,OUT046,16,Small,Tier 1,Supermarket Type1,2364.9216
FDV13,Food,12.79,Regular,0.416618678,87.9856,OUT027,28,Medium,Tier 3,Supermarket Type3,3251.7672
FDV20,Food,12.79,Regular,1.587568212,125.2678,OUT019,28,Small,Tier 1,Grocery Store,254.3356
NCQ54,Non-Consumable,17.7,Non-Edible,0.190136079,167.0474,OUT035,9,Small,Tier 2,Supermarket Type1,5895.659
FDO23,Food,17.85,Low Fat,2.22922876,93.7436,OUT018,4,Medium,Tier 3,Supermarket Type2,1134.5232
DRE60,Drinks,9.395,Low Fat,2.420786448,224.972,OUT045,11,Medium,Tier 2,Supermarket Type1,7696.648
DRP47,Drinks,15.75,Low Fat,2.143937314,250.5382,OUT017,6,Medium,Tier 2,Supermarket Type1,2775.7202
FDB21,Food,7.475,Low Fat,2.256490295,241.2854,OUT045,11,Medium,Tier 2,Supermarket Type1,5317.0788
FDR04,Food,7.075,Low Fat,1,98.0068,OUT018,4,Medium,Tier 3,Supermarket Type2,874.8612
FDX23,Food,6.445,Low Fat,0.450197278,92.6436,OUT046,16,Small,Tier 1,Supermarket Type1,1039.9796
FDX19,Food,19.1,Low Fat,1.46643588,235.0958,OUT035,9,Small,Tier 2,Supermarket Type1,3038.0454
FDD40,Food,20.25,Regular,0.224259827,193.6162,OUT035,9,Small,Tier 2,Supermarket Type1,3848.324
FDA01,Food,15,Regular,0.824502819,59.1904,OUT046,16,Small,Tier 1,Supermarket Type1,527.3136
FDS33,Food,6.67,Regular,1.871469163,89.1514,OUT046,16,Small,Tier 1,Supermarket Type1,2390.8878
FDM50,Food,12.79,Regular,0.454013659,60.222,OUT027,28,Medium,Tier 3,Supermarket Type3,1677.816
FDB29,Food,16.7,Regular,0.794023557,112.7176,OUT013,26,High,Tier 3,Supermarket Type1,801.6232
FDF46,Food,7.07,Low Fat,1.423156749,115.5834,OUT045,11,Medium,Tier 2,Supermarket Type1,1267.0174
FDA33,Food,6.48,Low Fat,0.515044961,148.0076,OUT045,11,Medium,Tier 2,Supermarket Type1,886.8456
FDC08,Food,19,Regular,2.625425024,228.272,OUT010,15,Medium,Tier 3,Grocery Store,452.744
FDB53,Food,13.35,Low Fat,2.118716239,147.5392,OUT045,11,Medium,Tier 2,Supermarket Type1,3877.6192
FDY31,Food,12.79,Low Fat,0.65731719,146.6418,OUT027,28,Medium,Tier 3,Supermarket Type3,4414.254
DRQ35,Drinks,12.79,Low Fat,0.638133101,122.4388,OUT027,28,Medium,Tier 3,Supermarket Type3,5448.9072
FDX36,Food,9.695,Regular,1.948101202,223.9404,OUT049,14,Medium,Tier 1,Supermarket Type1,4950.8888
DRD13,Drinks,15,Low Fat,0.748369925,62.6168,OUT017,6,Medium,Tier 2,Supermarket Type1,958.752
FDC52,Food,11.15,Regular,0.12625298,149.9708,OUT017,6,Medium,Tier 2,Supermarket Type1,1956.1204
FDB45,Food,20.85,Low Fat,0.323912881,103.2306,OUT049,14,Medium,Tier 1,Supermarket Type1,2404.2038
NCK19,Non-Consumable,9.8,Non-Edible,2.295899187,194.3478,OUT010,15,Medium,Tier 3,Grocery Store,387.4956
FDV51,Food,16.35,Low Fat,0.492955991,165.0842,OUT013,26,High,Tier 3,Supermarket Type1,994.7052
FDZ35,Food,9.6,Regular,0.338479409,101.299,OUT045,11,Medium,Tier 2,Supermarket Type1,1754.383
NCW17,Non-Consumable,12.79,Non-Edible,0.292517692,129.9994,OUT027,28,Medium,Tier 3,Supermarket Type3,3340.9844
FDV59,Food,13.35,Low Fat,0.72968028,216.7166,OUT045,11,Medium,Tier 2,Supermarket Type1,3918.8988
DRH39,Drinks,20.7,Low Fat,1.404232998,76.367,OUT013,26,High,Tier 3,Supermarket Type1,306.268
FDN60,Food,12.79,Low Fat,1.435834456,158.4604,OUT027,28,Medium,Tier 3,Supermarket Type3,4278.4308
FDU55,Food,16.2,Low Fat,0.545604052,260.6278,OUT045,11,Medium,Tier 2,Supermarket Type1,4425.5726
FDN58,Food,12.79,Regular,0.858144039,230.9984,OUT027,28,Medium,Tier 3,Supermarket Type3,9267.936
FDC41,Food,12.79,Low Fat,3.103735733,76.867,OUT019,28,Small,Tier 1,Grocery Store,229.701
FDO01,Food,12.79,Regular,0.312622516,129.3994,OUT027,28,Medium,Tier 3,Supermarket Type3,2055.9904
NCO43,Non-Consumable,5.5,Non-Edible,0.714120163,101.3016,OUT046,16,Small,Tier 1,Supermarket Type1,3339.6528
FDQ07,Food,15.1,Regular,1.327982323,221.7456,OUT045,11,Medium,Tier 2,Supermarket Type1,6410.3224
FDF28,Food,15.7,Regular,0.577366094,122.9046,OUT017,6,Medium,Tier 2,Supermarket Type1,1992.0736
FDM01,Food,7.895,Regular,1.441972454,104.4332,OUT017,6,Medium,Tier 2,Supermarket Type1,2870.9296
FDY49,Food,12.79,Regular,0.181249403,164.5184,OUT027,28,Medium,Tier 3,Supermarket Type3,2807.0128
FDR24,Food,17.35,Regular,0.952186989,88.183,OUT013,26,High,Tier 3,Supermarket Type1,539.298
NCY18,Non-Consumable,7.285,Non-Edible,0.471939303,174.3054,OUT013,26,High,Tier 3,Supermarket Type1,4377.635
NCY30,Non-Consumable,20.25,Non-Edible,0.394310763,180.9976,OUT045,11,Medium,Tier 2,Supermarket Type1,2716.464
FDJ22,Food,12.79,Low Fat,1.401971532,190.9504,OUT019,28,Small,Tier 1,Grocery Store,383.5008
DRI37,Drinks,15.85,Low Fat,1.633974565,59.5904,OUT049,14,Medium,Tier 1,Supermarket Type1,703.0848
FDL27,Food,6.17,Low Fat,0.161440913,66.3826,OUT049,14,Medium,Tier 1,Supermarket Type1,1937.478
NCO30,Non-Consumable,19.5,Non-Edible,0.238797227,182.2608,OUT049,14,Medium,Tier 1,Supermarket Type1,3307.6944
NCB07,Non-Consumable,19.2,Non-Edible,1.177024729,197.611,OUT049,14,Medium,Tier 1,Supermarket Type1,3142.576
FDX25,Food,16.7,Low Fat,1,181.2292,OUT018,4,Medium,Tier 3,Supermarket Type2,2554.0088
FDP59,Food,20.85,Regular,0.859641262,104.0648,OUT018,4,Medium,Tier 3,Supermarket Type2,1869.5664
FDR59,Food,14.5,Regular,0.970286135,260.4594,OUT045,11,Medium,Tier 2,Supermarket Type1,5494.8474
FDT27,Food,11.395,Regular,1.054227919,233.1616,OUT013,26,High,Tier 3,Supermarket Type1,6093.4016
DRI01,Drinks,7.97,Low Fat,0.522388124,174.0422,OUT046,16,Small,Tier 1,Supermarket Type1,2586.633
FDU09,Food,7.71,Regular,1.011339931,55.2956,OUT049,14,Medium,Tier 1,Supermarket Type1,1255.6988
FDH26,Food,19.25,Regular,0.526130013,141.7496,OUT046,16,Small,Tier 1,Supermarket Type1,4093.3384
FDH27,Food,7.075,Low Fat,0.884677477,142.2128,OUT046,16,Small,Tier 1,Supermarket Type1,3163.8816
FDN39,Food,12.79,Regular,0.988633125,166.0816,OUT027,28,Medium,Tier 3,Supermarket Type3,5033.448
FDH40,Food,11.6,Regular,1.196758817,79.9276,OUT046,16,Small,Tier 1,Supermarket Type1,1137.1864
FDJ56,Food,12.79,Low Fat,2.767356903,98.77,OUT027,28,Medium,Tier 3,Supermarket Type3,2696.49
DRN47,Drinks,12.1,Low Fat,0.256172568,178.566,OUT018,4,Medium,Tier 3,Supermarket Type2,898.83
NCO17,Non-Consumable,10,Non-Edible,1.11261034,118.244,OUT046,16,Small,Tier 1,Supermarket Type1,2756.412
FDX60,Food,14.35,Low Fat,1.224475754,81.896,OUT045,11,Medium,Tier 2,Supermarket Type1,878.856
FDT22,Food,10.395,Low Fat,1.702301222,58.222,OUT049,14,Medium,Tier 1,Supermarket Type1,659.142
FDX26,Food,12.79,Low Fat,2.331082708,182.6292,OUT019,28,Small,Tier 1,Grocery Store,182.4292
FDG45,Food,8.1,Low Fat,1.939713853,211.4902,OUT013,26,High,Tier 3,Supermarket Type1,3610.6334
FDD44,Food,8.05,Regular,1.188511538,256.4646,OUT035,9,Small,Tier 2,Supermarket Type1,5153.292
FDS15,Food,9.195,Regular,1.190277999,108.7596,OUT017,6,Medium,Tier 2,Supermarket Type1,2588.6304
FDL51,Food,20.7,Regular,0.723014724,212.5876,OUT018,4,Medium,Tier 3,Supermarket Type2,1286.3256
FDL32,Food,15.7,Regular,1.867391428,110.1544,OUT017,6,Medium,Tier 2,Supermarket Type1,1230.3984
FDZ07,Food,12.79,Regular,1,60.2194,OUT027,28,Medium,Tier 3,Supermarket Type3,1733.7432
NCW53,Non-Consumable,12.79,Non-Edible,0.809563206,193.8162,OUT019,28,Small,Tier 1,Grocery Store,384.8324
NCA54,Non-Consumable,16.5,Non-Edible,0.556699915,180.0318,OUT045,11,Medium,Tier 2,Supermarket Type1,3969.4996
FDX09,Food,9,Low Fat,0.989146053,176.437,OUT035,9,Small,Tier 2,Supermarket Type1,7763.228
FDO51,Food,6.785,Regular,0.63602394,41.2112,OUT013,26,High,Tier 3,Supermarket Type1,809.6128
FDW49,Food,19.5,Low Fat,1.256785476,178.6002,OUT018,4,Medium,Tier 3,Supermarket Type2,1253.7014
FDB27,Food,7.575,Low Fat,0.839845129,195.2768,OUT046,16,Small,Tier 1,Supermarket Type1,5715.2272
FDF45,Food,18.2,Regular,0.184898286,57.7904,OUT013,26,High,Tier 3,Supermarket Type1,1464.76
FDV02,Food,16.75,Low Fat,0.917250842,169.8106,OUT013,26,High,Tier 3,Supermarket Type1,3251.1014
FDY28,Food,7.47,Regular,1,214.3218,OUT035,9,Small,Tier 2,Supermarket Type1,4274.436
FDX31,Food,12.79,Regular,0.22370264,231.7958,OUT027,28,Medium,Tier 3,Supermarket Type3,5375.0034
FDR43,Food,12.79,Low Fat,2.436705306,38.019,OUT027,28,Medium,Tier 3,Supermarket Type3,1318.284
FDP51,Food,13.85,Regular,1.298237345,119.4124,OUT018,4,Medium,Tier 3,Supermarket Type2,2251.7356
FDL52,Food,6.635,Regular,0.702789314,37.4506,OUT017,6,Medium,Tier 2,Supermarket Type1,1176.4686
FDR44,Food,6.11,Regular,1.560523848,130.4968,OUT046,16,Small,Tier 1,Supermarket Type1,3523.4136
FDB34,Food,15.25,Low Fat,0.403391351,86.2198,OUT035,9,Small,Tier 2,Supermarket Type1,610.5386
FDC50,Food,15.85,Low Fat,1,96.4094,OUT035,9,Small,Tier 2,Supermarket Type1,1237.7222
FDT57,Food,15.2,Low Fat,0.483077817,235.1248,OUT010,15,Medium,Tier 3,Grocery Store,474.0496
FDP22,Food,12.79,Regular,1,52.6666,OUT027,28,Medium,Tier 3,Supermarket Type3,717.7324
DRE49,Drinks,20.75,Low Fat,0.322200247,150.5024,OUT046,16,Small,Tier 1,Supermarket Type1,2580.6408
FDM40,Food,10.195,Low Fat,2.425022084,143.2154,OUT046,16,Small,Tier 1,Supermarket Type1,2552.6772
FDY32,Food,7.605,Low Fat,1.963573727,164.021,OUT045,11,Medium,Tier 2,Supermarket Type1,3914.904
FDW07,Food,18,Regular,2.163500098,88.5514,OUT046,16,Small,Tier 1,Supermarket Type1,796.9626
FDU02,Food,12.79,Low Fat,2.721407816,228.9352,OUT019,28,Small,Tier 1,Grocery Store,916.1408
NCF18,Non-Consumable,18.35,Non-Edible,1.351922633,191.3504,OUT045,11,Medium,Tier 2,Supermarket Type1,3259.7568
FDQ56,Food,6.59,Low Fat,1.603594132,84.8908,OUT049,14,Medium,Tier 1,Supermarket Type1,1677.816
FDN58,Food,13.8,Regular,0.863660546,230.0984,OUT049,14,Medium,Tier 1,Supermarket Type1,3707.1744
FDG35,Food,21.2,Regular,0.106757896,173.5738,OUT046,16,Small,Tier 1,Supermarket Type1,2954.1546
FDY34,Food,10.5,Regular,0.167189222,166.4842,OUT018,4,Medium,Tier 3,Supermarket Type2,2652.5472
NCE19,Non-Consumable,8.97,Non-Edible,1.413181628,52.7956,OUT045,11,Medium,Tier 2,Supermarket Type1,1037.3164
NCK31,Non-Consumable,12.79,Non-Edible,0.408122205,50.9666,OUT027,28,Medium,Tier 3,Supermarket Type3,717.7324
NCJ29,Non-Consumable,10.6,Non-Edible,0.534690092,86.1224,OUT045,11,Medium,Tier 2,Supermarket Type1,426.112
FDT59,Food,13.65,Low Fat,0.241209302,231.1668,OUT035,9,Small,Tier 2,Supermarket Type1,6911.004
NCX41,Non-Consumable,19,Non-Edible,0.268666112,211.0244,OUT046,16,Small,Tier 1,Supermarket Type1,3811.0392
FDU45,Food,12.79,Regular,0.535749987,115.3518,OUT027,28,Medium,Tier 3,Supermarket Type3,2277.036
FDW24,Food,12.79,Low Fat,0.995446955,48.9034,OUT019,28,Small,Tier 1,Grocery Store,48.6034
FDF22,Food,6.865,Low Fat,0.863027123,212.8218,OUT049,14,Medium,Tier 1,Supermarket Type1,5770.4886
FDM60,Food,10.8,Regular,0.729966076,40.2138,OUT046,16,Small,Tier 1,Supermarket Type1,690.4346
FDR02,Food,16.7,Low Fat,0.334289366,110.2886,OUT013,26,High,Tier 3,Supermarket Type1,1890.2062
DRP35,Drinks,12.79,Low Fat,1.371091075,126.2336,OUT027,28,Medium,Tier 3,Supermarket Type3,3195.84
FDS48,Food,15.15,Low Fat,0.421199137,150.1708,OUT046,16,Small,Tier 1,Supermarket Type1,1504.708
NCZ42,Non-Consumable,10.5,Non-Edible,1,238.3248,OUT010,15,Medium,Tier 3,Grocery Store,711.0744
FDZ38,Food,17.6,Low Fat,0.121808527,174.2422,OUT018,4,Medium,Tier 3,Supermarket Type2,4311.055
FDH19,Food,19.35,Low Fat,0.501699428,175.4738,OUT046,16,Small,Tier 1,Supermarket Type1,521.3214
NCB55,Non-Consumable,15.7,Non-Edible,2.436031066,59.4562,OUT046,16,Small,Tier 1,Supermarket Type1,829.5868
FDC15,Food,18.1,Low Fat,2.713694874,155.5288,OUT017,6,Medium,Tier 2,Supermarket Type1,1571.288
FDF11,Food,10.195,Regular,0.267280439,239.6538,OUT035,9,Small,Tier 2,Supermarket Type1,2403.538
FDW35,Food,12.79,Low Fat,0.29438941,41.6454,OUT019,28,Small,Tier 1,Grocery Store,83.8908
FDB44,Food,6.655,Low Fat,0.257657448,211.0586,OUT045,11,Medium,Tier 2,Supermarket Type1,844.2344
NCC06,Non-Consumable,19,Non-Edible,0.41149157,127.3336,OUT017,6,Medium,Tier 2,Supermarket Type1,2940.1728
FDR04,Food,7.075,Low Fat,0.57272021,98.0068,OUT010,15,Medium,Tier 3,Grocery Store,291.6204
FDB17,Food,13.15,Low Fat,0.557163458,181.2976,OUT045,11,Medium,Tier 2,Supermarket Type1,3259.7568
FDW43,Food,20.1,Regular,0.340548223,226.8036,OUT049,14,Medium,Tier 1,Supermarket Type1,3415.554
FDA27,Food,20.35,Regular,1,256.7672,OUT018,4,Medium,Tier 3,Supermarket Type2,5624.6784
NCU41,Non-Consumable,18.85,Non-Edible,0.790501174,190.1846,OUT049,14,Medium,Tier 1,Supermarket Type1,6687.961
FDY56,Food,16.35,Regular,0.947775636,227.1062,OUT049,14,Medium,Tier 1,Supermarket Type1,5642.655
FDV39,Food,11.3,Low Fat,0.11082996,196.2426,OUT018,4,Medium,Tier 3,Supermarket Type2,4943.565
FDN32,Food,17.5,Low Fat,0.236893032,182.6266,OUT018,4,Medium,Tier 3,Supermarket Type2,3135.2522
FDW07,Food,18,Regular,2.167887737,87.4514,OUT045,11,Medium,Tier 2,Supermarket Type1,796.9626
FDZ27,Food,7.935,Low Fat,0.260657019,51.535,OUT045,11,Medium,Tier 2,Supermarket Type1,848.895
FDW23,Food,12.79,Low Fat,2.177208284,37.3164,OUT019,28,Small,Tier 1,Grocery Store,38.6164
FDU01,Food,20.25,Regular,0.181876655,184.5924,OUT046,16,Small,Tier 1,Supermarket Type1,4997.4948
FDF10,Food,15.5,Regular,2.383104397,149.1418,OUT049,14,Medium,Tier 1,Supermarket Type1,588.5672
DRH03,Drinks,12.79,Low Fat,0.9308644,91.812,OUT019,28,Small,Tier 1,Grocery Store,372.848
FDW27,Food,12.79,Regular,4.004754144,155.7314,OUT019,28,Small,Tier 1,Grocery Store,155.1314
DRI13,Drinks,15.35,Low Fat,0.307948293,218.0508,OUT013,26,High,Tier 3,Supermarket Type1,3038.7112
NCR05,Non-Consumable,10.1,Non-Edible,0.828332543,200.2084,OUT046,16,Small,Tier 1,Supermarket Type1,1587.2672
FDB29,Food,16.7,Regular,0.796296517,115.4176,OUT045,11,Medium,Tier 2,Supermarket Type1,687.1056
FDL51,Food,20.7,Regular,0.721200956,213.4876,OUT049,14,Medium,Tier 1,Supermarket Type1,1929.4884
FDB11,Food,16,Low Fat,0.92183215,223.8404,OUT013,26,High,Tier 3,Supermarket Type1,3600.6464
FDI35,Food,14,Low Fat,0.626071699,180.7634,OUT046,16,Small,Tier 1,Supermarket Type1,2181.1608
FDX08,Food,12.85,Low Fat,0.34273083,181.4318,OUT046,16,Small,Tier 1,Supermarket Type1,3428.2042
FDP59,Food,20.85,Regular,0.857889963,105.6648,OUT045,11,Medium,Tier 2,Supermarket Type1,623.1888
NCJ18,Non-Consumable,12.35,Non-Edible,2.489611856,120.5124,OUT049,14,Medium,Tier 1,Supermarket Type1,2133.2232
FDJ41,Food,6.85,Low Fat,0.348377991,261.6594,OUT018,4,Medium,Tier 3,Supermarket Type2,3401.5722
FDU08,Food,10.3,Low Fat,0.414087958,101.0042,OUT035,9,Small,Tier 2,Supermarket Type1,1289.6546
FDS09,Food,12.79,Regular,2.152683511,49.6008,OUT019,28,Small,Tier 1,Grocery Store,50.6008
DRH15,Drinks,8.775,Low Fat,1,45.9428,OUT013,26,High,Tier 3,Supermarket Type1,790.9704
NCV17,Non-Consumable,18.85,Non-Edible,0.245609965,129.2626,OUT017,6,Medium,Tier 2,Supermarket Type1,3147.9024
NCO54,Non-Consumable,12.79,Non-Edible,0.215383916,56.7614,OUT027,28,Medium,Tier 3,Supermarket Type3,2486.763
FDE24,Food,14.85,Low Fat,1.416846265,141.0812,OUT035,9,Small,Tier 2,Supermarket Type1,1139.8496
FDH53,Food,20.5,Regular,0.291113324,84.3592,OUT046,16,Small,Tier 1,Supermarket Type1,1816.3024
FDZ13,Food,7.84,Regular,2.336827227,51.935,OUT018,4,Medium,Tier 3,Supermarket Type2,199.74
FDW28,Food,18.25,Low Fat,1.349516866,196.7452,OUT045,11,Medium,Tier 2,Supermarket Type1,978.726
FDU46,Food,10.3,Regular,0.168560613,85.854,OUT013,26,High,Tier 3,Supermarket Type1,2683.174
NCE43,Non-Consumable,12.5,Non-Edible,1.56813267,169.9448,OUT035,9,Small,Tier 2,Supermarket Type1,2897.5616
FDS26,Food,12.79,Low Fat,1.349995573,260.5594,OUT027,28,Medium,Tier 3,Supermarket Type3,9158.079
FDB14,Food,20.25,Regular,1.557537362,93.212,OUT046,16,Small,Tier 1,Supermarket Type1,1957.452
DRB48,Drinks,12.79,Regular,0.375012759,40.2822,OUT027,28,Medium,Tier 3,Supermarket Type3,1296.3126
NCC42,Non-Consumable,15,Non-Edible,0.680350897,140.3838,OUT013,26,High,Tier 3,Supermarket Type1,2528.7084
FDQ20,Food,8.325,Low Fat,0.451232715,38.7138,OUT013,26,High,Tier 3,Supermarket Type1,284.2966
FDA13,Food,15.85,Low Fat,1.197815877,38.6506,OUT017,6,Medium,Tier 2,Supermarket Type1,759.012
FDZ15,Food,13.1,Low Fat,0.316449799,117.3782,OUT046,16,Small,Tier 1,Supermarket Type1,1787.673
